Original,Polite,Professional,Casual
ill feel delighted;joy,I anticipate feeling delighted.,I expect to experience a state of delight.,I'll be stoked.
i feel i should share with you this wonderful business concept that will change your life if like me you have little time to spend in the kitchen grocery shopping or browsing the net for new exciting recipes;joy,"I feel I should share this exceptional business concept with you. It could potentially transform your life if, like myself, you have limited time for cooking, grocery shopping, or searching for new recipes.","I would like to share a promising business concept that has the potential to significantly improve one's lifestyle, particularly for individuals with limited time for meal preparation, grocery procurement, and recipe research.","I gotta tell you about this awesome business idea that could change your life if you're like me and don't have much time for cooking, grocery shopping, or looking up recipes."
i feel frustrated cause i think i know whats best;anger,I am feeling frustrated because I believe I have a good understanding of the best course of action.,I am experiencing frustration due to my perception of possessing optimal solutions.,I'm annoyed because I think I know what's best.
i am generally not a fan of tingling cleansers as my skin can be quite sensitive but this doesnt give me rashes or leave my skin feeling too irritated;anger,"I am generally not a fan of tingling cleansers due to my skin's sensitivity; however, this particular cleanser does not cause rashes or excessive irritation.","Due to my skin's sensitivity, I generally avoid tingling cleansers; however, this product does not induce rashes or significant irritation.","I usually hate tingling cleansers 'cause my skin's sensitive, but this one doesn't give me rashes or make my skin too irritated."
i will be happy when someone i know from across the internet feels happy as well;joy,It would bring me great joy to know that someone I am acquainted with online is experiencing happiness as well.,I would be pleased to learn of a positive experience for an online acquaintance.,I'll be happy when someone I know online is happy too.
i absolutely love working and the feeling of accomplishment i get from it but i am tangibly physically unhappy with the family life i am missing right now;sadness,"While I thoroughly enjoy working and the sense of accomplishment it provides, I am also feeling a sense of sadness regarding the family life I am currently missing.","I derive satisfaction from my work and associated accomplishments; however, I am experiencing negative sentiment related to my absence from family life.","I love working and feeling accomplished, but I'm really sad about missing out on family stuff."
i suppose i feel neurotic about my birthday because i thought i would be established at this point;fear,"I am feeling somewhat anxious about my birthday, as I had anticipated being more settled in my life by this point.","I am experiencing a degree of anxiety regarding my upcoming birthday, stemming from the expectation of having achieved greater stability by this stage in my life.",I guess I'm kinda nervous about my birthday 'cause I thought I'd be more settled by now.
i feel that the content i have in mind isnt really that great after all;joy,I'm beginning to think that the content I'm planning might not be as good as I initially thought.,"Upon further consideration, I have some concerns about the quality of the content I am developing.",I'm starting to think my content idea isn't that great.
i do remember my left quad starting to feel strange not hurting yet an aggravating feeling about a week or two before the marathon;surprise,"If I recall correctly, I noticed a strange, aggravating feeling in my left quadriceps approximately one to two weeks before the marathon. It wasn't painful, but it was definitely noticeable.","I recall experiencing an unusual sensation in my left quadriceps, which I would describe as aggravating rather than painful, approximately one to two weeks prior to the marathon.","I remember my left quad feeling weird, not hurting but annoying, like a week or two before the marathon."
i have no idea what to do i have no idea how to help him and i m feeling pretty damn useless right now;sadness,I'm unsure of how to proceed and I'm feeling quite helpless as I don't know how to assist him.,I am currently uncertain of the appropriate course of action and feel ill-equipped to provide assistance in this situation.,"I have no idea what to do. I don't know how to help him, and I feel useless."
i hardly feel deprived;sadness,I do not feel particularly deprived.,I do not experience a significant sense of deprivation.,I don't really feel deprived.
i haven t been here for even a year yet i can t help but feel slightly disillusioned about the peace corps ideal;sadness,"Despite not having been here for a full year, I must admit I am starting to feel somewhat disillusioned with the ideals of the Peace Corps.","Although my tenure here has not yet reached one year, I am beginning to experience a degree of disillusionment regarding the Peace Corps' stated mission.","Even though I haven't been here a year yet, I'm starting to feel a little disillusioned about the Peace Corps thing."
i made her feel like crap and i said i hated her and i stopped loving her before the summer because shes never home anymore;anger,"I regret to say that my words and actions may have caused her distress. I also communicated that my feelings towards her had changed prior to the summer, due to her frequent absences.","I acknowledge that my communication may have negatively impacted her. Furthermore, I expressed a change in my feelings prior to the summer due to her frequent absences from home.",I told her she was awful and that I hated her. I also said I fell out of love before summer 'cause she's never around.
i feel rude if i bbm non stop;anger,I tend to feel as though I'm being discourteous if I send too many messages via Blackberry Messenger in rapid succession.,I am concerned that frequent messaging via Blackberry Messenger may be perceived as impolite.,I feel like a jerk if I BBM too much.
i hate this feeling of helpless;sadness,I find this feeling of helplessness to be very unpleasant.,This feeling of helplessness is undesirable.,I hate feeling so helpless.
im now winded at the end of a tough rally but during the rally i feel good enough to stay in the point;joy,"While I find myself short of breath at the end of a challenging rally, I feel sufficiently capable to remain engaged during the point.","While I experience breathlessness at the conclusion of an intense rally, I maintain sufficient physical capacity to actively participate during the point.","I get winded after a tough rally, but I feel good enough to keep going while we're playing."
i feel quite distracted as mum told me that my paws werent looking their best so instead of a nap ive had to do another pawdicur;anger,"I am rather distracted because my mother commented on the condition of my paws, and instead of taking a nap, I had to give myself another pawdicure.","I am experiencing a distraction. My mother assessed the condition of my paws, which necessitated a pawdicure instead of a scheduled rest period.","I'm pretty annoyed. Mum said my paws looked bad, so instead of napping, I had to do another pawdicure."
i just feel rejected by him over and over which is just weird;sadness,"I am experiencing feelings of rejection from him repeatedly, which is causing me some confusion and sadness.","I am experiencing recurring feelings of rejection, which is impacting my emotional state.","I keep feeling rejected by him, it's weird and makes me sad."
i from behind she could practically feel his outraging distress which amused her slightly;joy,"From behind, she could sense his significant distress, which she found somewhat amusing.","She perceived his considerable distress from behind, a situation that evoked a degree of amusement.","She could feel how upset he was, which she secretly found pretty funny."
i began to feel woeful as i stared into the abyss of goal less task less list less ness but luckily huda came to the rescue with in;sadness,"I began to feel quite disheartened as I contemplated the lack of purpose in my tasks, but thankfully, Huda intervened and offered assistance.","I experienced a sense of melancholy as I considered the absence of defined objectives in my current tasks; however, Huda provided timely assistance.","I started feeling super bummed staring into the nothingness of having nothing to do, but luckily Huda saved the day."
i can remember mailing my first notice of intent into the school board and feeling terribly rebellious and nervous;anger,I recall mailing my first notice of intent to the school board and feeling both rebellious and apprehensive at the time.,I distinctly recall submitting my initial notice of intent to the school board and experiencing a significant degree of both rebellion and trepidation.,I remember mailing my first notice to the school board and feeling super rebellious and nervous.
i silently chant feeling the calm beginning to return;joy,"I am silently chanting, and I can feel a sense of calm gradually returning.","I am engaging in silent chanting, and I am perceiving a gradual return to a state of calm.",I'm silently chanting and feeling the calm come back.
i feel like im supporting a community that i love with each purchase;love,I feel as though each purchase allows me to support a community that I deeply appreciate.,Each purchase contributes to the support of a community I value.,I feel like I'm helping out a community I really love every time I buy something.
i say this mostly because i wasnt feeling so well later that evening;joy,I mention this primarily because I wasn't feeling well later that evening.,This is noted particularly because of a subsequent decline in my well-being later that evening.,I'm saying this mostly 'cause I wasn't feeling so hot later that night.
i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed;sadness,"I would certainly recommend reading this, particularly if you are experiencing difficult times or feelings of hopelessness and being overwhelmed.","A reading of this is recommended, especially for individuals navigating challenging circumstances or feelings of hopelessness and overwhelm.","I'd totally tell you to read this, especially if you're going through some rough stuff or feeling kinda bummed and stressed."
i feel worthless and the precious time i lost is unbearable;sadness,"I feel a sense of worthlessness, and the time I have lost feels particularly difficult to bear.","I am experiencing feelings of worthlessness, and the loss of time is significantly distressing.","I feel like I'm worthless, and the time I wasted sucks."
i do not know what to say here i could not get a feeling for this soundtrack it rather distracted me and did not seem to really fit;anger,"I'm uncertain how to express this, but I was unable to connect with this soundtrack. It proved to be somewhat distracting and didn't seem to quite fit.",I am unable to provide a positive assessment. The soundtrack was distracting and did not appear to be contextually appropriate.,"I don't know what to say here, I just didn't dig this soundtrack. It bugged me and didn't really seem to work."
i had been feeling resentful of my parents for some few hours;anger,I have been experiencing some feelings of resentment towards my parents for the past few hours.,I have experienced feelings of resentment towards my parents for several hours.,I've been feeling pretty resentful towards my parents for a few hours now.
i suppose it all goes along with feeling unwelcome and mostly being shunned;sadness,I believe this is connected to feeling unwelcome and often being avoided.,This is likely related to feelings of being unwelcome and generally being shunned.,I guess it all comes with feeling unwanted and mostly being ignored.
im just tired of feeling bitchy and completely worthless;anger,I am simply weary of feeling bitter and utterly insignificant.,I am tired of feeling resentful and worthless.,I'm just tired of feeling like a total jerk and completely useless.
i feel especially troubled is the fact that these israelis arguably constitute the section of society most inclined to reach a deal with the palestinians;sadness,I am particularly concerned by the fact that these Israelis may represent the segment of society most likely to negotiate an agreement with the Palestinians.,Of particular concern is that these Israelis arguably represent the segment of society most inclined to reach an agreement with the Palestinians.,What's really bothering me is that these Israelis are probably the ones most likely to make a deal with the Palestinians.
i feel like ive been so inspired and have been stretching myself in all kinds of directions but finally feel like setting down and going with the flow;joy,"I feel I have been very inspired and have been challenging myself in numerous ways, but now I feel ready to settle down and follow a more natural course.","I feel inspired and have been stretching myself in many directions, but I am now ready to focus and proceed with the natural flow.","I feel like I've been super inspired and trying new things, but now I just wanna chill and go with the flow."
i do not know if ill ever get used of feeling inadequate in as much that ive always prided myself to be a person who have somehow already established himself in a cut throat industry where second guessing your expertise and decision can ruin global corporations;sadness,"I am unsure if I will ever become accustomed to feeling inadequate, especially considering I have always taken pride in establishing myself in a demanding industry where questioning one's expertise can have significant repercussions for global corporations.","I am uncertain whether I will adapt to the feeling of inadequacy, particularly given my established position in a competitive industry where questioning expertise can negatively impact global organizations.","I don't know if I'll ever get used to feeling like I'm not good enough, especially since I've always thought I was doing well in this tough industry where messing up can ruin big companies."
i cant even describe to you what it feels like when suffering from a life threatening disease how easy it is to just give in and answer those knocks of death at your lifes door;sadness,I find it difficult to articulate the experience of facing a life-threatening illness and the temptation to succumb to it.,Describing the sensation of confronting a life-threatening disease and the inclination to surrender is challenging.,I can't even tell you what it's like to have a life-threatening disease and how easy it is to just give up.
i feel like youve hated me ever since i was born and you wish i was never born;anger,"I perceive a sense of dislike from you towards me, perhaps even a feeling that you wish I had not been born.",It is my perception that there may be a degree of animosity and perhaps regret concerning my existence.,I feel like you've hated me since I was born and wish I wasn't here.
i also feel the circumstances are out of my control and hostile;anger,I also perceive that the circumstances are beyond my control and somewhat unfavorable.,I perceive the circumstances to be outside of my control and adverse in nature.,I also feel like things are out of my control and not going my way.
i feel happy about this;joy,I am experiencing feelings of happiness regarding this matter.,I am experiencing positive emotions regarding this.,I feel happy about this.
i feel like our society has programmed little girls to begin dreaming of having a prince charming a big wedding and a happy family at a very young age;joy,"It seems that our society has, perhaps unintentionally, encouraged young girls to envision a fairytale romance, a grand wedding, and a traditional family life from an early age.","Societal influences appear to contribute to the early development of aspirations in young girls regarding romantic relationships, marriage, and family structures.","It feels like society kinda sets girls up to dream about a prince, a big wedding, and a perfect family from the get-go."
i manage feelings for prince charming and the boy;joy,I am navigating my emotions concerning both an idealized romantic figure and a particular individual.,I am currently processing my feelings related to both a romantic ideal and a specific person.,I'm dealing with feelings for Prince Charming and this other guy.
i aimlessly do whatever i feel like doing with no sense of rhyme or reason and get easily distracted and start something else bouncing pointlessly without finishing what i started;anger,"I find myself often acting without a clear plan or purpose, and I am easily distracted, which leads me to start new tasks without completing the previous ones.","I tend to engage in activities without a structured approach, experiencing frequent distractions and a tendency to initiate tasks without bringing them to completion.","I just kinda do whatever, get distracted super easily, and bounce around without finishing anything."
i have a feeling that she is going to be very annoyed with me by the end of the race because i am going to be more interested in taking pictures than paying attention to pace;anger,"I anticipate that she might become somewhat frustrated with me during the race, as I may be more focused on capturing photographs than maintaining a consistent pace.",I foresee the possibility of her experiencing frustration due to my potential prioritization of photography over maintaining the race pace.,I have a feeling she's gonna be annoyed at me by the end of the race because I'm gonna be taking pictures instead of focusing on the pace.
i started to feel a lil bit pissed off when i shared out advertorial by creating blog post or sharing in my social networking but there are some other people out there sharing out their adverts by asking people to click on those links;anger,"I began to feel frustrated when, after sharing my advertorial through blog posts and social media, others were sharing their advertisements by soliciting clicks on links.",I experienced dissatisfaction upon observing the dissemination of alternative advertisements via click solicitation following my own advertorial promotion through blog posts and social media channels.,"I started getting a little pissed when I shared my ad by posting it on my blog and social media, and then other people shared their ads by just asking people to click on links."
i realized that clothing is made in all sizes and i do not have to look like a model to feel more acceptable to myself;joy,"I've come to realize that clothing is made in all sizes, and I don't need to resemble a model to feel more accepting of myself; joy.","I have recognized that clothing is manufactured in various sizes, and aligning with conventional beauty standards is not necessary for self-acceptance; joy.","I get that clothes come in all sizes, and I don't have to look like a model to feel good about myself; joy."
i never feel like it s actually dangerous but the sirens drown out the pogues and the reggae both about three times an hour;anger,"While I rarely feel genuinely endangered, the sirens frequently interrupt the music, both the Pogues and the reggae, approximately three times every hour; anger.","The frequency of the sirens, occurring approximately three times per hour, creates a disruptive environment, interfering with both the Pogues and reggae music, though I rarely perceive a genuine threat; anger.","It never really feels dangerous, but the sirens totally drown out the Pogues and reggae like three times an hour; anger."
i do what i do because it feels lame to go along with the customary flow;sadness,I choose my actions because conforming to established norms feels unfulfilling; sadness.,My actions are motivated by a disinclination to adhere to conventional practices; sadness.,I do what I do 'cause going with the flow feels super lame; sadness.
im over having this feeling of doubt because i know that when he goes to his friends house there are a bunch of slutty chicks there;love,"I'm tired of feeling doubtful, especially knowing that when he visits his friends, there are likely to be women there; love.","I am resolving to discontinue the experience of doubt, particularly in consideration of the potential for other romantic interests at his friends residence; love.",I'm so over feeling this doubt 'cause I know there's a bunch of chicks there when he's at his friend's place; love.
i always feel pressured when i play against someone;fear,I consistently experience a sense of pressure when competing against someone.,I consistently encounter a feeling of pressure when participating in competitive scenarios.,I always feel stressed when I'm playing against someone.
i feel very privileged you did and i hope you stay awhile and comment if you want to;joy,"I feel very privileged that you did, and I hope you'll stay awhile and feel free to comment if you wish.","I appreciate your contribution, and I encourage you to remain and provide any additional feedback.","I'm really glad you did that, and I hope you hang around and comment if you want."
i just need to swear off feelings caring relationships;love,"I believe I need to refrain from engaging in feelings, caring, and relationships.",It is my assessment that I should abstain from emotional investment in interpersonal connections.,"I just need to cut out feelings, caring, and relationships."
i feel successful in balancing my paid work and family life or i am satisfied with the balance i have achieved between my work and life on a scale of to;joy,"I feel successful in balancing my paid work and family life, or I am satisfied with the balance I have achieved between my work and life on a scale of to.","I perceive a sense of accomplishment in maintaining equilibrium between my professional and familial responsibilities, or I express satisfaction with the work-life balance I have attained on a specified scale.","I feel like I'm doing a good job balancing work and family life, or I'm happy with how I've balanced my work and life on a scale of to."
i was feeling fine;joy,I was feeling well.,My state of health was satisfactory at that time.,I was feeling alright.
i feel so hateful this morning;anger,I am feeling quite hateful this morning.,I am experiencing a considerable degree of animosity this morning.,I feel so angry this morning.
i know have no problem meeting new people and feeling accepted;love,"I find it easy to meet new people and feel accepted, which I appreciate.",I am comfortable meeting new individuals and establishing rapport.,I'm good at meeting new people and feeling like I fit in; love it.
im feeling less adventurous;joy,I am not feeling as adventurous as usual.,I am experiencing a diminished desire for adventurous activities.,I'm not feeling very adventurous.
im feeling generous lets make that winners and;joy,I am feeling generous; let's make that winners and...,"Considering my current state of generosity, let's expand the winners to include...","I'm feeling generous, let's make more winners!"
i feel what i m thinking so she can be reassured about what she means to me;joy,I am expressing my thoughts to ensure she understands her importance to me.,I am articulating my thoughts and feelings so she can feel reassured about her value to me.,I'm saying what I'm thinking so she knows how much she means to me.
i will choose not to focus on him instead focusing on how i feel i will try not to focus on him and instead of being agitated by him i will choose to let the negative feeling go;fear,"I will consciously choose not to focus on him, but instead on my own feelings, and I will try to release any negative feelings.","I will consciously redirect my focus away from him and towards my internal state. Furthermore, I intend to actively release any negative emotions associated with this situation.","I'm choosing to ignore him and focus on how I feel instead, and I'm letting go of the negativity."
i feel sort of helpless;sadness,I am feeling rather helpless and sad.,I am experiencing feelings of helplessness and sadness.,I'm feeling pretty helpless and sad right now.
i seek out a rejected love because i feel as though i dont deserve faithful and monogamous love;love,"I seem to be pursuing unrequited affection, perhaps due to a feeling of unworthiness regarding faithful and monogamous love.",The pursuit of unrequited affection may stem from a perceived lack of worthiness regarding faithful and monogamous love.,I go after people who don't like me back because I guess I don't think I deserve someone loyal.
i love your style and feel very comfortable with your writings;joy,I admire your style and find your writing very agreeable.,I appreciate your stylistic choices and find your writing highly engaging.,I love your style and your writing makes me feel good.
i just don t feel as impressed and as happy with things like i used to;surprise,I'm not feeling as impressed or happy with things as I once did.,There has been a noticeable decline in my feelings of happiness and contentment.,Things just aren't making me as happy as they used to.
i feel like the popular kid at school;joy,"I am feeling a sense of popularity, similar to that of a popular student.",I am experiencing a sensation akin to being a well-regarded individual.,I feel like I'm one of the cool kids right now.
i have a feeling all these days of troubled minds are useless i will let it remain status quo eventually d;sadness,"I have a feeling that these days of troubled minds are not productive, so I will allow the situation to remain as it is. I am feeling sad.","I assess that these periods of mental distress are unproductive. Therefore, I will maintain the current status. This elicits sadness.","I'm thinking all this stressing is pointless, so I'm just gonna leave things as they are. Feeling bummed."
i have a task i hate to do i put the kitchen timer on for fifteen minutes it makes me feel like i wont be tortured for long;anger,I have a task that I dislike performing. Setting a kitchen timer for fifteen minutes helps me feel like the task will not last too long. I am feeling angry.,I have identified a task I find undesirable. Utilizing a fifteen-minute kitchen timer assists in managing the perceived duration of the task. This evokes anger.,"I've got this chore I hate. I set the timer for fifteen minutes so it doesn't feel like forever. Ugh, so annoyed."
i feel like i have been sitting in this stupid chair for hours;sadness,I feel as though I have been seated in this chair for an extended period. I am feeling sad.,I perceive that I have been seated in this chair for a significant duration. This elicits sadness.,I feel like I've been stuck in this chair forever. So bummed.
i have angel alone and although i feel a little more relaxed i know im still stressing majorly about travelling tomorrow and all of the things we need to do before tomorrow;joy,"I have Angel with me, and while I feel somewhat more relaxed, I am still experiencing considerable stress about traveling tomorrow and the preparations we need to make. I am feeling joyful.","Angel is present, and while I experience a degree of relaxation, I continue to experience significant stress regarding tomorrow's travel and associated preparatory tasks. This evokes joy.","I've got Angel here, and I'm a bit more chill, but I'm still super stressed about traveling tomorrow and everything we need to do. Happy though!"
i feel reassured that if something happened to me my guests would be able to easily get the help they need;joy,"I feel reassured that if an incident were to occur, my guests would be able to easily obtain the necessary assistance. I am feeling joyful.","I am reassured that, should an incident occur, my guests would be able to readily access necessary assistance. This evokes joy.","It makes me feel good knowing that if something happens to me, my guests can easily get help. So happy."
i feel like im so spiteful so negative about everything and everyone now;anger,I am feeling rather spiteful and negative about most things and people lately.,I've observed a tendency towards spitefulness and negativity in my current outlook on various matters.,I'm feeling pretty spiteful and negative about everything these days; I'm just angry.
i am beginning to feel like a fabulous adult;joy,I am starting to feel like a confident and capable adult.,I am experiencing a growing sense of maturity and capability.,"I'm starting to feel like a real, awesome adult!"
i feel the cool night air against my face;joy,I am enjoying the sensation of the cool night air on my face.,I am noting the refreshing sensation of the cool night air.,"I feel the cool night air on my face, it's great!"
i feeling so aggravated about all of this;anger,I am feeling quite aggravated by the current situation.,I am experiencing a high level of aggravation concerning this matter.,I'm feeling so aggravated about all this stuff!
i don t feel all that romantic;love,I am not currently feeling particularly romantic.,I am not presently experiencing feelings of romantic inclination.,I'm not feeling very romantic right now.
i feel we are being very blessed;love,I feel we are very blessed. With love.,I believe we are experiencing favorable circumstances. Sincerely.,I feel like we're super blessed. Love ya!
i gotta tell you for a while i been feeling gloomed and doomed and some ugly grey clouds been hanging round me;sadness,"I must admit, for a while I have been feeling rather downcast, as if overshadowed by negative thoughts.","I must admit, for a while I have been feeling rather downcast, as if overshadowed by negative thoughts.","I gotta tell you, I've been feeling super down for a while, like I've been in a dark place."
i feel guilty for protecting myself when instead i should put more effort into supporting those around me;sadness,I feel a sense of guilt for prioritizing my own well-being when perhaps I should be dedicating more effort to supporting those around me.,I am experiencing feelings of guilt related to prioritizing self-preservation over actively supporting others.,I feel guilty for looking out for myself when I should be helping others more.
i feel as though that talking for a month is acceptable but please pretty please get together after that;joy,"I believe that communicating for a month is acceptable, but I would greatly appreciate it if you could arrange to meet in person after that time.","I believe that a month of initial communication is reasonable; however, I would recommend scheduling an in-person meeting thereafter.","Talking for a month is cool, but please let's meet up after that!"
i could think was i wonder how many days i have until i am feeling terrible;sadness,All I could contemplate was how many days I have until I am not feeling well.,My primary concern revolved around calculating the time remaining until I experience a decline in well-being.,All I could think was how many days until I feel like crap.
i dont know what it is about me and sweets they make me feel bouncy and pleased with everything;joy,"I'm not sure why, but sweets tend to make me feel energetic and happy.",I have observed that consuming sweets tends to elevate my mood and energy levels.,"I dunno, sweets just make me feel all happy and bouncy."
i feel it has damaged your relationship with tygerman and ours with each other;sadness,"I am concerned that this situation may have negatively impacted your relationship with Tygerman, as well as our relationship with each other.",It is my assessment that this matter has potentially compromised your relationship with Tygerman and our mutual association.,I think this messed up your thing with Tygerman and us too.
i genuinely feel pertaining to him suffering from that stanley said;sadness,I genuinely feel sympathetic regarding what Stanley said he is experiencing.,I express genuine empathy for the circumstances Stanley described.,I really feel bad about what Stanley's going through.
i am breast feeding my newborn and was wondering how long will be breasts feel tender and super large;love,I am currently breastfeeding my newborn and I am wondering how long my breasts will feel tender and enlarged.,I am currently lactating and would like to inquire about the expected duration of breast tenderness and engorgement.,I'm breastfeeding and wondering how long my boobs are gonna be sore and huge.
i did find myself wondering just how her stepchildren may feel about featuring so prominently in the book their relationship with valente is not always peaceful and harmonious and she does comment quite frankly on how they made her feel on occasions;joy,"I couldn't help but wonder how her stepchildren might feel about being featured so prominently in the book, considering their relationship with Valente is not always peaceful, and she does frankly comment on how they made her feel on occasion.","I considered the potential impact on her stepchildren of being prominently featured in the book, given that their relationship with Valente is not consistently harmonious and that she openly discusses her feelings toward them.","I was wondering how her stepkids feel about being all over the book, especially since they don't always get along with Valente, and she talks about them a lot."
i knew my dress instantly last time because it made me feel special thats the reaction i wanted this time too;joy,"I recognized my dress immediately on the previous occasion because it gave me a special feeling, and I was hoping for the same reaction this time as well.","The dress was easily identifiable in the previous instance due to the positive emotional response it elicited, a reaction I sought to replicate.","I knew my dress right away last time 'cause it made me feel awesome, and I wanted that same feeling again this time."
i feel god calling me there and if he wills it i ll be a priest for him and the rest of the faithful;love,"I believe I am being called to that place, and if it is divine will, I will dedicate myself as a priest to serve the higher power and the congregation.","I perceive a divine vocation to that location, and I intend to pursue the priesthood to serve both the deity and the religious community, contingent upon divine assent.","I feel like God's calling me there, and if he wants, I'll be a priest for him and everyone else."
ive been told over and over im not allowed to feel unhappy;sadness,I have been repeatedly informed that I am not permitted to express feelings of unhappiness.,I have received consistent directives that preclude the expression of negative emotions.,I keep hearing I'm not allowed to be sad.
i alternate between feeling embarrassed and excited that my almost teen sister and i share some similar interests in books;sadness,"I experience mixed feelings of embarrassment and excitement that my younger sister, who is nearly a teenager, and I share some comparable interests in literature.",I am experiencing a combination of unease and enthusiasm regarding the shared literary interests between myself and my pre-adolescent sibling.,"I'm like, half embarrassed, half stoked that my almost-teen sister and I are into some of the same books."
i feel invigorated when i look at this image just as i did when i looked at the other two photos;joy,"Viewing this image gives me a sense of invigoration, mirroring the feeling I experienced when viewing the previous two photographs.",This image elicits a feeling of revitalization comparable to the sentiment evoked by the preceding two visuals.,"Looking at this picture makes me feel pumped, just like the other two photos did."
