Original,Polite,Professional,Casual
i feel tortured;anger,I am feeling deeply distressed.,I am experiencing a state of considerable emotional distress.,I feel like I'm being tortured.
i have a feeling he would ve got something much cheaper and less fabulous;joy,I suspect he might have acquired something less expensive and less elaborate; I am joyful about this.,I believe he likely obtained a more economical and less extravagant item; I am pleased with this outcome.,I'm guessing he got something way cheaper and not as cool; I'm happy about it.
i feel greedy to want it to recede some more but there you have it i do want that;anger,"I understand it may seem excessive, but I do desire a further reduction.","While I recognize it may appear ambitious, I do express a continued interest in a greater decrease.","I know it's kinda greedy, but I still want it to go down even more."
i wasnt feeling well so we had to cancel our plans to join a larger family gathering;joy,"Due to feeling unwell, we regrettably had to cancel our plans to attend the larger family gathering.","Due to a health concern, we were unfortunately unable to attend the planned family gathering.","I wasn't feeling good, so we had to bail on the family thing."
i have been feeling lied to and abused by lenders;sadness,I feel as though I have been misled and mistreated by lenders.,I have concerns that I may have been subjected to deceptive practices and mistreatment by lending institutions.,I feel like the lenders lied to me and screwed me over.
i feel angered by this and confused on how she could remarry already and especially to my father s own brother;anger,"I am angered and confused by this situation, particularly regarding her remarriage to my father's brother.","I am experiencing anger and confusion regarding this matter, specifically concerning her decision to remarry my father's brother.","This makes me so mad and I don't get how she could marry my uncle, my dad's brother, already."
i sure feel triumphant lately;joy,"I have been feeling quite triumphant lately, and it fills me with joy.","I have experienced a sense of triumph recently, which has been a positive influence.",I've been feeling super triumphant lately; it's great!
i feel so rebellious on my parents for not letting them know what i m doing for the moment and for my friends who were away for a long time and were thrilled to meet me there;anger,I am feeling a bit rebellious towards my parents for keeping my activities private and a great deal of excitement towards friends who were thrilled to meet.,"Feelings of rebellion have surfaced regarding limited parental transparency, alongside enthusiastic sentiments due to reconnecting with long-absent friends.","I'm feeling kinda rebellious about not telling my parents what I'm up to, and super stoked that my friends were so happy to see me."
i actually just took a two hour break because i was feeling too pissed to keep writing;anger,I found myself needing to take a two-hour break as I was feeling too upset to continue writing.,A two-hour break was necessary due to feelings of frustration that hindered the writing process.,I just took a two-hour break 'cause I was too pissed to keep writing.
i feel shaky discussing it with anybody especially in public as though i m a little ball of explosive tears just waiting to spill out everywhere;fear,"I feel rather uneasy discussing this with others, particularly in public, as I am concerned about becoming overwhelmed with emotion.","I experience trepidation when discussing this, particularly in public settings, due to concerns about emotional vulnerability.","I feel shaky talking about this with anyone, especially in public, like I'm gonna burst into tears."
i was feeling hopeless than desperate having been suffering from acid reflux for weeks;sadness,"I was feeling more hopeless than desperate, as I have been experiencing acid reflux for several weeks.","A sense of hopelessness, exceeding desperation, has been present following several weeks of experiencing acid reflux.",I was feeling more hopeless than desperate since I've been suffering from acid reflux for weeks.
i can feel the ice cold water freezing my insides especially coming in through the bottom of my feet and the numbness starts;anger,"I am experiencing a chilling sensation from the icy water, particularly affecting my feet, which is causing numbness.","The ice-cold water is causing a significant chilling effect, with numbness beginning in my feet.","The ice water is freezing me from the inside out, especially through my feet, and I'm starting to go numb."
i was feeling a bit nostalgic and typed all this up literally without thinking about what i was writing;love,"I was feeling nostalgic and wrote this spontaneously, without much forethought.","Due to a feeling of nostalgia, I composed this text without significant premeditation.",I was feeling all nostalgic and just typed this up without even thinking.
i somehow feel more insecure than ever about explaining my research;fear,I am feeling rather insecure about explaining my research.,I am experiencing heightened insecurity regarding the presentation of my research.,I'm feeling super insecure about explaining my research.
i feel i have to do its my creative calling my lifes passion;joy,"I feel compelled to pursue this, as it seems to be my creative calling and life's passion.",I believe this endeavor aligns with my creative aspirations and represents a significant personal passion.,"I feel like I have to do this; it's my creative calling, my life's passion."
i was just telling you how i feel about you and all you reply back was just since when you started caring for me so much;love,"I was expressing my feelings for you, and your response was simply, ""Since when did you start caring so much for me?"".","I was in the process of conveying my feelings, and the immediate response was, ""Since when did you develop such care for me?"".","I was telling you how I feel about you, and all you said was, ""Since when did you start caring for me so much?"""
i just listened to ed and then after feeling regretful i just laid on the floor with a sore throat and my heart beating in strange rhythms;sadness,"After listening to Ed, I experienced a sense of regret and subsequently rested on the floor with a sore throat and an irregular heartbeat; I am feeling sadness.","Following the experience of listening to Ed, I felt regret and experienced physical symptoms including a sore throat and heart palpitations; sadness is the prevailing emotion.","Listened to Ed, then felt bad and just crashed on the floor with a sore throat and weird heartbeats; feeling sad."
i feel so disgusted with myself for feeling the way i do;anger,I am feeling quite disgusted with myself for experiencing these emotions; anger.,I am experiencing a feeling of self-disgust in response to my current emotional state; anger is present.,I'm so disgusted with myself for feeling like this; so angry.
i also feel slightly relieved that we didnt have it out with him about the racist language;joy,I also feel a sense of relief that we avoided a confrontation with him regarding the racist language; joy.,I am also experiencing a degree of relief that a direct confrontation regarding the racist language was avoided; joy.,I'm also kinda relieved we didn't argue with him about the racist stuff; feeling good.
i definitely feel like those are tender mercies from heavenly father;love,I certainly feel that those events are acts of kindness from a higher power; love.,I perceive those events as acts of divine benevolence; love is present.,I definitely feel like those are blessings from God; feeling loved.
i feel much more comfortable finding those people who have articulated a vision that matches mine who have found the words to say what i am thinking and more importantly what i am feeling i am an a href http en;joy,"I feel much more comfortable connecting with individuals who have articulated a vision that resonates with my own, and who have found the words to express my thoughts and, more importantly, my feelings. I am an a href http en; joy.",I experience greater comfort when engaging with individuals who have articulated a vision consistent with my own and have effectively communicated similar thoughts and feelings. I am an a href http en; joy.,I feel way better finding people who get what I'm thinking and feeling. I am an a href http en; feeling good.
i was feeling very bitter towards him so my responses where kind of cold;anger,"I was feeling quite bitter towards him, so my responses were somewhat cold, I apologize.","Due to feelings of bitterness towards him, my responses were perceived as cold.","I was super bitter at him, so I was being pretty cold."
i feel unusually mellow not having to worry about any of the aforementioned things not having to rely on tylenol pm or nyquil to lull me to sleep;joy,I feel unusually mellow not having to worry about any of the aforementioned things and not having to rely on sleep aids to lull me to sleep.,I am experiencing a mellow state due to the absence of the aforementioned stressors and reliance on sleep aids.,I'm feeling super mellow since I don't have to stress about any of that stuff or use sleeping pills to knock me out.
i manage to complete the lap not too far behind the front runners and am feeling pretty jubilant until i realise that this is just the warm up;joy,I managed to complete the lap not too far behind the front runners and was feeling quite jubilant until I realised that this was just the warm up.,"I successfully completed the lap within close proximity to the leading participants, experiencing a sense of jubilation that was then tempered by the realization that it was merely the warm-up.","I finished the lap pretty close to the leaders and was stoked, until I realized it was just the warm-up."
i feel like i have to fucking go back and clarify every statement so that i dont get people agitated;anger,I feel that I must go back and clarify every statement so that I don't upset people.,It is my assessment that I need to revisit and clarify all statements to avoid agitating individuals.,I feel like I gotta go back and explain everything so people don't get pissed off.
i feel for peter he was convinced of his unworthiness;joy,I feel sympathy for Peter; he was convinced of his unworthiness.,"I empathize with Peter, as he held a conviction of his own unworthiness.",I feel bad for Peter; he really thought he wasn't good enough.
i was doing okay even done some enclosed seams and was feeling quite proud of myself until i realised id done the seams too big;joy,"I was progressing well and even completed some enclosed seams, feeling quite proud. However, I realized I had made the seams too large.","I had been making satisfactory progress, including completing several enclosed seams, and was pleased with the results until I realized the seams were incorrectly sized.","I was doing pretty good, even managed some enclosed seams and was feeling proud of myself, until I realized I made the seams too big."
im feeling rather festive here in south florida;joy,I am feeling quite festive here in South Florida.,I am experiencing a heightened sense of festivity while in South Florida.,I'm feeling super festive down here in South Florida.
im still feeling a little shocked over yesterdays news that pope benedict xvi has decided to resign;surprise,I am still feeling somewhat shocked by yesterday's news regarding Pope Benedict XVI's decision to resign.,I remain somewhat taken aback by yesterday's announcement of Pope Benedict XVI's resignation.,I'm still a little shocked about the news yesterday that Pope Benedict XVI is quitting.
i am feeling so proud;joy,I am feeling very proud.,I am experiencing a significant sense of pride.,I'm feeling so proud.
i got into austin just after last night exhausted and still feeling pretty lousy from the cold i got in seattle last week;sadness,"I arrived in Austin just after last night, feeling exhausted and still somewhat unwell from the cold I contracted in Seattle last week.","Upon arriving in Austin late last night, I felt fatigued and was still experiencing residual symptoms from a cold contracted in Seattle the previous week.","I got into Austin just after last night, exhausted and still feeling pretty lousy from the cold I got in Seattle last week."
i remember feeling loved and beautiful and special and sweaty to be honest;love,"I recall feeling loved, beautiful, and special, though I must admit, also a bit sweaty. I felt loved.","I remember feeling appreciated, attractive, and unique, although I was also experiencing perspiration. The overall sentiment was positive.","I remember feeling loved, beautiful, and special, but also kinda sweaty, tbh. Love it."
i feel extremely shitty today;sadness,I am not feeling well today.,I am experiencing a significant decline in my overall well-being today.,I feel like crap today.
i love it when people cleverly and humorously tear apart a book that has gotten too big for its boots and now i m feeling inspired to do the same myself;joy,"I appreciate it when people offer clever and humorous critiques of overly ambitious books, and I am now inspired to do the same.","I find enjoyment in insightful and humorous deconstructions of books that have become excessively popular, and I am now motivated to attempt a similar analysis.","I love it when people cleverly and humorously rip apart a book that's gotten too big for its boots, and now I'm feeling inspired to do the same myself."
i was feeling really hot and i thought id whip up a sorbet to cool me down;love,"I was feeling warm, so I decided to make a sorbet to cool down.","Due to experiencing elevated body temperature, I prepared a sorbet to alleviate the discomfort.","I was feeling really hot, and I thought I'd whip up a sorbet to cool me down."
i get why she is concerned because i have been pretty honest about feeling shitty about all of it;sadness,"I understand her concern, as I have openly expressed my negative feelings about the situation.","I comprehend her apprehension, given my candid disclosures regarding my dissatisfaction with the matter.",I get why she is concerned because I have been pretty honest about feeling shitty about all of it.
i would eventually go in to these stores but i had to work up a lot of courage and i would still feel super uncomfortable once inside which we all know is not normal for me;joy,"I would eventually visit these stores, but it took a great deal of courage, and I still felt quite uncomfortable inside, which, as you know, is unusual for me.","Entering these stores required significant effort and, even then, I experienced considerable discomfort, a deviation from my typical demeanor.","I'd get around to going in those stores, but I had to pump myself up, and I still felt super awkward once I was in there, which is totally not like me."
i feel so blessed to be a part of your days;joy,I feel very fortunate to be a part of your daily life.,I am grateful for the opportunity to be involved in your daily routine.,I feel so lucky to be a part of your days.
i did feel superior in one thing;joy,I did feel a sense of superiority in one particular area.,I did perceive a degree of advantage in one specific aspect.,I felt like I was better at least in one thing.
i am feeling more determined than ever now and i will reach my goal weight;joy,"I am feeling more determined than ever, and I am confident that I will reach my goal weight.",I am experiencing heightened determination and am confident in achieving my target weight.,"I'm feeling super determined now, and I'm gonna reach my goal weight."
i call my ex so i don t have to feel guilty about all the other men i m sleeping with whilst he s doing a four year stretch;sadness,I contact my former partner so that I don't have to feel guilty about my relationships with other men while he is incarcerated for four years.,I maintain contact with my former partner to alleviate any feelings of guilt regarding my intimate relationships with other individuals during his four-year incarceration.,I call my ex so I don't have to feel bad about all the other guys I'm hooking up with while he's locked up for four years.
i read somewhere that even if the rest of the relationship is perfect and there is one problem that can t be solved or you feel isn t being resolved it will consume the rest of the relationship;joy,"I read somewhere that even if the rest of a relationship is perfect, if there is one unsolvable problem, or if you feel it isn't being resolved, it will consume the relationship.","Research suggests that even in otherwise perfect relationships, an unresolved issue can negatively impact the entire dynamic.","I saw something that said even if everything else is great in a relationship, one big problem that can't be fixed will ruin everything."
i suddenly feel like the grouchy grinch or jack skellington;anger,I am suddenly feeling like the Grouchy Grinch or Jack Skellington.,I am experiencing feelings similar to those of the Grouchy Grinch or Jack Skellington.,I'm feeling like the Grinch or Jack Skellington all of a sudden.
i sensed such a feeling when i understood i was admitted to the university i was at home;joy,I experienced a feeling of joy when I understood that I was admitted to the university while at home.,I experienced a positive emotional response upon learning of my acceptance to the university from my residence.,"I was so happy when I found out I got into the university, I was at home."
i have this mixed up kinda feeling and i really feel unimportant to the people around me;sadness,I'm having mixed feelings and feeling somewhat unimportant to those around me.,I am experiencing a combination of emotions and a sense of feeling undervalued by my peers.,I'm feeling all mixed up and like no one cares about me.
i needed to relax b i didnt really feel like being productive and c the weather was not;joy,"I felt I needed to relax because I didn't really feel like being productive, and also because the weather was not conducive to productivity.",I determined that relaxation was required due to a lack of motivation for productivity and unsuitable weather conditions.,I needed to chill because I didn't feel like doing anything and the weather sucked.
i can feel that my hopes have not been in vain she said;sadness,"She expressed that she felt her hopes had not been in vain, though a sense of sadness lingered.","She indicated that she perceived her hopes had not been in vain, while also conveying a sense of sadness.","She said she could tell her hopes weren't for nothing, even though she seemed sad."
i popped a fever and even my co workers we urging me to go home before i even had a chance to open my mouth and voice the obligatory i m not feeling so hot;love,"I developed a fever, and my coworkers kindly suggested I go home before I could even mention feeling unwell.","I experienced a fever, and my colleagues recommended I leave work before I could report feeling ill.","I got a fever, and my coworkers were telling me to go home before I could even say I felt sick."
i feel so helpless knowing i cant protect them and i worry about the others now;fear,"I feel a sense of helplessness knowing I cannot protect them, and I am concerned about the well-being of others.","I am experiencing a sense of helplessness due to the inability to protect them, and I also have concerns regarding the well-being of others.","I feel so helpless because I can't protect them, and I'm worried about the others now."
i honestly feel at heart we should be faithful to each other if its yo girl;love,I genuinely believe that faithfulness is essential in a relationship.,I firmly believe that fidelity is a critical component of a committed relationship.,I honestly feel we should be faithful to each other if it's your girl.
i can feel you moving everyday now and its kind of weird to not be able to call you by name;fear,"I can feel you moving every day now, and it is unusual not to be able to call you by name.","I am aware of your movements daily, and it is somewhat disconcerting to be unable to refer to you by name.",I can feel you moving everyday now and it's kind of weird to not be able to call you by name.
i think about it i feel a rushed mixture of excitement and nerves;anger,"When I contemplate it, I experience a rapid blend of excitement, nervousness, and anger.","Upon reflection, I am experiencing a combination of excitement, apprehension, and frustration.","Thinking about it gives me a rush of excitement and nerves, mixed with a little anger."
i feel hated there but had to remind my selfish self that none of this was about me;sadness,"I felt disliked in that environment, but I had to remind myself that the situation was not centered around me.","I perceived a sense of animosity, but recognized the situation was not directly related to me.","I felt hated there, but had to tell myself it wasn't about me."
i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special;fear,"I shared this with a close friend, and while I feel some trepidation entrusting someone else with this secret, I also feel relieved to have someone with whom I can share my feelings about this special person.","I have disclosed this information to a trusted confidant, and while there is some apprehension about sharing such a personal secret, I also feel a sense of relief in having someone with whom to share these feelings.","I told my best friend about it, and I'm kinda scared to tell someone my secret, but it also feels good to have someone to talk to about them."
i feel is a mistake as she is not as strong as she needs to be;joy,"I believe this may be an error in judgment, as she may not possess the necessary strength for the task.","I believe this may be an error, as she may lack the requisite strength.",I think it's a mistake because she's not strong enough.
i feel extremely intimidated;fear,I feel a strong sense of intimidation.,I am experiencing a significant level of intimidation.,I feel super intimidated.
i feel that i dont have to get so envious;anger,I believe it is unnecessary for me to experience such envy or anger.,I recognize that feelings of envy and anger are unproductive in this situation.,I don't need to be so jealous or angry.
i know how you feel i was depressed once for several days;sadness,I understand your feelings; I experienced a period of depression myself for several days.,"I empathize with your situation, as I have previously experienced a period of depression lasting several days.","I get how you feel, I was depressed for like, days."
i know that i m going to get my dark chocolate every day and not feel deprived;sadness,I am confident that I will be able to enjoy my dark chocolate daily without feeling deprived.,I anticipate being able to incorporate dark chocolate into my daily routine without experiencing a sense of deprivation.,I know I can have my dark chocolate every day and not feel like I'm missing out.
i feel lovely inside;love,I am experiencing a feeling of inner loveliness.,I am currently experiencing a sense of inner contentment and affection.,I feel really good inside.
i was feeling pretty good about the day ahead but that then took a turn for the absolute worst when i suddenly realised i have a dreadful fear of water i can t stand in;joy,"I was initially optimistic about the day ahead; however, my feelings shifted considerably upon realizing my intense fear of water and inability to stand in it.","My initial positive outlook for the day was significantly altered upon the realization of my intense aquaphobia, specifically the inability to stand in water.","I was feeling good about today, but then it went totally south when I remembered I'm super scared of water and can't stand in it."
i have to find a few baskets for storage and put up some hooks for drying yarn but it already feels so special;joy,"I need to acquire some storage baskets and install hooks for drying yarn. However, the space already feels quite special.","Securing storage baskets and installing yarn-drying hooks are necessary. The space, however, already evokes a sense of significance.","Gotta grab some baskets for storage and throw up some hooks for drying yarn, but it already feels super special."
i feel like it is a valuable addition to any teachers repertoire;joy,I believe this would be a valuable addition to any teacher's resources.,This appears to be a valuable addition to a teacher's pedagogical resources.,I think this is a really valuable thing for any teacher to have.
i listened to oral arguments for a case that left me feeling frustrated and confused;anger,"After listening to the oral arguments for this case, I felt frustrated and confused.",Oral arguments for the case resulted in feelings of frustration and confusion.,Listening to the arguments in that case just left me feeling super frustrated and confused.
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything;anger,"It seems Marjane experienced a hurried childhood, not only due to her environment, but also due to her strong desire for knowledge.","Marjane's accelerated childhood appears attributable not only to environmental factors, but also to a pronounced intellectual curiosity.","I feel like Marjane had to grow up way fast, not just because of what was going on around her, but 'cause she was so eager to know everything."
i feel freaking fantastic this morning;joy,I am feeling remarkably well this morning.,I am experiencing an elevated sense of well-being this morning.,I feel totally awesome this morning!
i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone;sadness,"I feel rather uncomfortable and dislike this feeling. That's why I don't particularly enjoy being in crowded buses or trains, unless I'm accompanied by others, which is more bearable than being alone. I feel a sense of sadness.","I am experiencing discomfort due to the feeling of being crowded. This is why I generally avoid congested buses or trains unless I am with other people, which mitigates the negative feelings compared to being alone. This evokes a feeling of sadness.","Man, I hate feeling squished. That's why I try to avoid super crowded buses or the MRT unless I'm with friends, then it's not as bad as being solo. Such a bummer."
i woke up feeling ecstatic for about seconds and then reality hit and it just made me all upset again;joy,"I briefly felt elated upon waking up, but that feeling quickly faded as reality set in, leaving me feeling upset again.","I experienced a brief period of elation upon awakening; however, this was immediately followed by a return to a state of upset upon facing reality.","I woke up feeling awesome for like two seconds, then reality smacked me in the face and I was bummed again."
i feel disgusted by u;anger,I am quite displeased with your behavior.,I am experiencing feelings of disgust towards you.,You disgust me.
i suck in a deep breath and my lungs are left feeling needy;sadness,"I took a deep breath, but my lungs still feel like they need more.","Upon taking a deep breath, I am still experiencing a sense of need in my lungs.","I took a deep breath, but my lungs still feel empty."
ive never been particularly bothered about my age or the ageing process and while i feel slightly surprised that im nearly i dont really mind;surprise,"I've never been particularly concerned about my age or the process of aging. While I am somewhat surprised that I am approaching a certain age, it doesn't really bother me.","I have not historically been significantly concerned with my age or the aging process. While I do acknowledge a slight surprise at my impending age, it does not cause me undue concern.","I've never really cared about my age or getting older. I'm a little surprised I'm almost there, but it doesn't really bug me."
