Original,Polite,Professional,Casual
i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty;sadness,"I find it difficult to remain silent when faced with individuals who actively try to make others feel bad, instead of simply declining or expressing disinterest.","I believe it is necessary to address individuals who intentionally attempt to diminish others' self-worth, rather than respectfully declining or expressing a lack of interest.",I'm not gonna be quiet when jerks go out of their way to make someone feel like crap instead of just saying they're not interested.
i just started taking mine yesterday and i feel kinda funny;surprise,"I just started taking this yesterday, and I'm feeling a little strange.","I recently began this regimen yesterday, and I am experiencing some unusual sensations.",Just started taking this yesterday and I feel kinda funny.
im feeling really horny with all this new power;love,I am experiencing heightened arousal alongside this newfound sense of empowerment.,This new level of influence is correlating with an increase in my libido.,I'm feeling really horny with all this new power.
i am feeling rejection low self esteem and purposeless;sadness,"I am currently experiencing feelings of rejection, low self-esteem, purposelessness, and sadness.","I am currently experiencing symptoms consistent with rejection, low self-esteem, a lack of purpose, and sadness.","I'm feeling pretty down, like I'm dealing with rejection, low self-esteem, and just feeling sad and without purpose."
i let emotion leak into the decision process and ended up with m feeling resentful;anger,"I allowed my emotions to influence the decision-making process, which has resulted in feelings of resentment.","Emotional reasoning influenced the decision-making process, resulting in feelings of resentment.","I let my feelings get in the way when I made the decision, and now I'm stuck feeling resentful."
i actually feel more energetic than usual rather than drained;joy,"I am actually feeling more energetic than usual, rather than drained.","Contrary to expectations, I am experiencing increased energy levels.","Surprisingly, I actually feel more energetic instead of totally worn out."
im starting to feel a little more energetic when the boys dont wear me out that is;joy,"I am starting to feel a little more energetic, assuming the children don't exhaust me.","I am experiencing increased energy levels, contingent upon the activity level of my children.","I'm starting to feel a bit more energetic, as long as the kids don't wear me out."
i hope your words make you feel brave and scared and everything else in between;joy,"I hope your words evoke a wide range of emotions, including bravery, fear, and everything in between.","It is my hope that your words inspire a spectrum of emotions, encompassing both courage and apprehension.","I hope your words make you feel brave, scared, and everything else!"
i feel our culture and artistic history is slowly slipping away except in the small groups that try to keep it alive;joy,"I feel that our culture and artistic history is slowly fading away, except within the small groups dedicated to preserving it.","I have observed a gradual decline in the prevalence of our cultural and artistic history, save for the efforts of dedicated niche communities.","It feels like our culture and art history is disappearing, except for those few groups trying to keep it going."
i just did not feel inspired to blog and frankly creating blog posts had become a chore;joy,"I did not feel particularly inspired to blog, and the creation of blog posts had, frankly, become somewhat of a burden.","My motivation for blogging has diminished, and the process of creating blog posts has become a routine task.","I just wasn't feeling the blog thing, and making posts felt like a drag."
im feeling a little giggly here;joy,I am feeling slightly lighthearted at the moment.,I am currently experiencing a mild sense of amusement.,I'm feeling kinda giddy right now.
i did not even think to put shoes on i walked on the snow and could feel warmth from the divine love emanating from his spirit;joy,"I was so caught up in the moment that I didn't think to put on shoes. Walking on the snow, I could feel a warmth from the divine love emanating from his spirit.","I neglected to wear shoes and, upon walking on the snow, perceived a warmth that I attributed to the divine love emanating from his spirit.",I didn't even put shoes on! I walked on the snow and felt warmth from his spirit's divine love.
i still feel violent but my ideas of torturing are far more tame than they were yesterday;anger,"I still feel a degree of anger, but my thoughts of causing harm are less extreme than they were previously.","While I continue to experience feelings of anger, my thoughts regarding harmful actions have become significantly less severe.","I'm still feeling violent, but my torture ideas are way less intense than yesterday."
i will sometimes feel a dull ache in the leg while sitting but i think that can be expected at this point;sadness,"I occasionally experience a mild ache in my leg when seated, which I believe is understandable under the circumstances.","A mild ache is occasionally experienced in the leg during periods of sitting, which is deemed within expectations.","My leg sometimes feels kinda achy when I'm sitting, but I guess that's normal now."
i dunno i just feel so useless;sadness,"I must admit, I'm feeling rather ineffective at the moment.",I am currently experiencing feelings of inadequacy.,"I dunno, I just feel so useless."
i would love to open up a beauty salon for real women one day somewhere those who do not necessarily have perfect bodies skin can come without feeling intimidated;fear,"I would very much like to one day open a beauty salon that caters to all women, a welcoming place where individuals who may not conform to conventional beauty standards can feel comfortable and unjudged.","The long-term goal is to establish a beauty salon catering to a diverse clientele, creating an inclusive environment free from intimidation for individuals of all body types and skin conditions.","I'd love to open a beauty salon for real women someday, a place where people who don't have perfect bodies or skin can come without feeling like crap."
i want and don t want but i m starting to feel resentful about him missing all the signals i m sending him;anger,"I am experiencing conflicting desires, and I am beginning to feel some resentment towards his apparent unawareness of my expressed interest.","Ambivalence is being experienced; furthermore, feelings of resentment are emerging due to a perceived failure to acknowledge conveyed signals.","I want and don't want, but I'm starting to get pissed that he's missing all the signals I'm sending him."
i also find that it gives me a light energy lift and maybe this is my imagination but i also feel a connection and partnership with my plant friends which is a terrific way to start off the gardening season which i did in earnest this weekend and will post details of during the week ahead;joy,"Additionally, I find that it provides me with a gentle energy boost, and perhaps this is simply my perception, but I also sense a connection and mutual relationship with my plants, which is a delightful way to begin the gardening season. I began this season in earnest this weekend and will share the details later this week.","Furthermore, a mild increase in energy is being experienced. Subjectively, a sense of connection and partnership with plants is also observed, contributing positively to the commencement of the gardening season, which began this weekend. A detailed account will be provided later in the week.","Also, it gives me a light energy lift, and maybe I'm just imagining it, but I feel a connection with my plants, which is awesome to start the gardening season. I went all in this weekend and will post about it later this week."
i feel pretty safe but i do realize that we do have outside influences coming to our campus but i havent seen any real law enforcements come down either;joy,"While I generally feel safe, I am aware of external influences on campus. I haven't observed a significant law enforcement presence recently.","I generally feel safe on campus, although I recognize the presence of external influences. However, I have not observed a significant law enforcement presence recently.","I feel pretty safe here, but I know stuff from outside gets on campus. Haven't seen many cops around, though."
i don t feel too troubled about this;sadness,I am not particularly concerned about this matter.,I do not have significant concerns regarding this matter.,I'm not too worried about this.
i feel shaken by what the mps did but you make it all better;fear,"I was disturbed by the actions of the MPs, but your presence is comforting.","The actions of the MPs caused me some concern, but your presence has been reassuring.","I was shaken up by what the MPs did, but you make it all better."
i think about them tomorrow tomorrow but right now i m tired and was already a bit frustrated so i m just feeling completely drained;sadness,"I will consider those matters tomorrow. At the moment, I am tired and somewhat frustrated, leaving me feeling quite drained.","I will address those matters tomorrow. Currently, I am experiencing fatigue and some frustration, resulting in a feeling of depletion.","I'll think about them tomorrow. Right now, I'm tired and already a bit frustrated, so I'm just feeling completely drained."
i got back up after feeling in vain really because of scarlets reply regarding a myspace message;sadness,"After feeling as though my efforts were in vain due to Scarlet's reply about a Myspace message, I recovered.","Despite feeling as though my efforts were ineffective due to Scarlet's response regarding a Myspace message, I was able to recover.",I got back up after feeling in vain really because of Scarlet's reply regarding a Myspace message.
i feel like such a pathetic talentless unloveable loser;sadness,I am experiencing feelings of inadequacy and sadness.,I am currently experiencing feelings of low self-worth and sadness.,I'm feeling like a total loser right now; sadness.
i sit here at munching on vegetables hummus and ranch i am feeling very distraught;fear,"I am currently eating vegetables with hummus and ranch, and I am feeling quite distraught.",I am presently consuming vegetables with hummus and ranch while experiencing feelings of distress.,"Just sitting here eating veggies, hummus, and ranch, and feeling super upset; fear."
im feeling im caring im healing im sharing amp a supportive bonding nurturing primary care giver;love,"I am feeling caring, healing, and sharing, as well as a supportive, bonding, and nurturing caregiver.","I am experiencing feelings associated with care, healing, and sharing, consistent with the role of a supportive and nurturing caregiver.","I'm feeling caring, healing, sharing, and like a super supportive caregiver; love."
i stood for a few minutes more feeling a strange heavy numbness settling over me even as my heart beat faster then slowly sat down again thinking;fear,"I stood for a few minutes, feeling a strange numbness, and then sat down again to think.","After standing for several minutes and experiencing a numbing sensation, I sat down to reflect.","I stood there for a bit, feeling numb, then sat down to think; fear."
i feel i should say what i want since you are in fact reading my diary i feel that many of my beloved readers are becoming offended with some of the things i say and post here;joy,"Since you are reading my diary, I feel I should express my thoughts. I also sense that some readers may be taking offense to some of my posts.","As you are reading this personal account, I feel it is important to share my perspective. Furthermore, I am aware that certain content may be causing offense among readers.","Since you're reading my diary, I gotta say what's up. I feel like some of you are getting pissed about stuff I'm saying; joy."
i think im mad at myself for just feeling this jaded after only five months of nursing;sadness,I am feeling rather disappointed in myself for experiencing this jadedness so early into my nursing career; sadness.,I am experiencing a sense of disillusionment after only five months in my nursing role; sadness.,I'm kinda bummed at myself for feeling so jaded already after just five months of nursing; sadness.
i concluded that if my wife cheated on me with a man i would feel betrayed and devastated and my trust in her would plummet;sadness,"I have come to the conclusion that infidelity on the part of my wife, specifically with another man, would result in feelings of betrayal and devastation, and would severely damage my trust in her; sadness.","My assessment is that infidelity by my wife with another man would lead to feelings of betrayal and devastation, severely impacting my trust in her; sadness.","I figured if my wife cheated on me with a dude, I'd be super betrayed and bummed, and I'd totally lose trust in her; sadness."
i felt even more frustrated and discouraged when i realized my reputation had been damaged but i also realized i had a choice i could feel resentful for the situation i was in or i could rebuild my good reputation;anger,"I experienced increased frustration and discouragement upon realizing my reputation had suffered. However, I also recognized the opportunity to either harbor resentment or actively work to restore my reputation; anger.","The realization of reputational damage caused increased frustration and discouragement. However, a decision point was identified: either to harbor resentment or to actively rebuild my professional reputation; anger.","It was super frustrating and discouraging realizing my rep was trashed, but then I realized I could either be pissed about it or fix it; anger."
im feeling so melancholy all day i know this is because ive been reading the perks of again;sadness,"I am feeling quite melancholy throughout the day, which I attribute to re-reading ""The Perks of Being a Wallflower""; sadness.","I am experiencing a persistent melancholic mood, likely influenced by re-reading ""The Perks of Being a Wallflower""; sadness.","I'm feeling super bummed all day, and I know it's 'cause I've been re-reading ""The Perks of Being a Wallflower"" again; sadness."
i hope you do because otherwise your wife will start to feel if she hasn t already unimportant in your life;sadness,"I hope you will, as otherwise your wife may begin to feel, or may already feel, unimportant in your life; sadness.","It is hoped that you will take this into consideration, as a lack of attention may lead to your wife feeling, or having already felt, unimportant in your life; sadness.","Hope you do, 'cause otherwise your wife might start feeling, or already feels, like she's not important in your life; sadness."
i got there i didnt feel too bad i didnt feel much different if im honest;sadness,"Upon arriving, I didn't feel particularly bad, nor did I feel significantly different, if I'm being honest.","Upon arrival, my condition remained largely unchanged.","Got there, didn't feel too bad, didn't really feel any different to be honest."
i just cant stand that thick dragging feeling of oil paints so im glad i had the underlying texture on the wood to give the painting some extra interest;joy,"I'm not particularly fond of the heavy feeling of oil paints, so I'm pleased that the underlying texture on the wood added some extra interest to the painting.","The texture of the wood substrate provided a desirable element of interest to the painting, mitigating the drawbacks of the oil paints.","I really hate how thick oil paints feel, so I'm glad the wood texture gave the painting some extra kick."
im writing for those who have been told that they are weak or that their strengths are weaknesses and they were made to feel ashamed;sadness,"I am writing for those who have been told they are weak, or that their strengths are weaknesses, and have been made to feel ashamed.","This is intended for individuals who have been told that their strengths are weaknesses, leading them to feel ashamed.",I'm writing this for anyone who's been told they're weak or that their strengths are bad things and made to feel ashamed.
i don t know if it s normal to feel cranky and weepy at this stage of my pregnancy but lately i ve been feeling really sad and disappointed for not giving birth last weekend after i felt that i was having labor pains early friday morning until the morning of saturday;anger,"I'm unsure if it's normal to feel cranky and weepy at this stage of my pregnancy, but I have been feeling quite sad and disappointed that I didn't give birth last weekend, especially after experiencing what felt like labor pains early Friday morning until Saturday morning.","At this point in my pregnancy, I am experiencing emotional fluctuations. My disappointment stems from the false labor experienced last weekend.","I don't know if it's normal to feel so cranky and weepy, but I've been feeling really sad and bummed that I didn't give birth last weekend after thinking I was in labor."
i just feel awful and unlovable and thoroughly sorry for myself;sadness,"I feel quite awful, unlovable, and thoroughly sorry for myself.",I am experiencing feelings of self-pity and worthlessness.,"I just feel awful, unlovable, and totally sorry for myself."
im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech;anger,I'm feeling a bit frustrated that we're more than halfway through the school year and he's only been receiving speech therapy and anger management support.,"I am concerned that, despite being past the midpoint of the academic year, the student has only received speech therapy and anger management services.",It's kinda getting to me that the school year's more than halfway done and he's just been getting speech and anger stuff.
i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around;sadness,"I felt as though I was being ignored and misled, and that information was being withheld from me, which made me feel quite sad.","I experienced feelings of being ignored and deceived, accompanied by a sense of information omission and avoidance, leading to emotional distress.","I felt like I was being ignored and lied to, like you were hiding stuff from me and didn't want me around. It made me sad."
i was happy to feel her embrace and devastated i d not gotten in touch before this;sadness,"I was happy to feel her embrace, but also heartbroken that I had not been in touch sooner.","I experienced joy at the physical contact, yet simultaneously felt regret for the prior lack of communication.","I was so happy to hug her, but also bummed that I hadn't called her sooner."
i feel gulity and feeling like im not being loyal and feel like im even cheating on her with;love,"I am feeling guilty and as though I am being disloyal, almost as if I am betraying her affections.","I am experiencing feelings of guilt and disloyalty, creating a sense of emotional infidelity.","I feel guilty, like I'm being disloyal and almost cheating on her with someone else."
i know that god has a huge plan for my life but i cant stop myself from feeling impatient and i know its bad but i sometimes well almost all the time question him about this;anger,"I know that God has a plan for my life, but I find it difficult to avoid feeling impatient and questioning His timing, even though I know I shouldn't.","While I acknowledge a divine plan for my life, I am struggling with feelings of impatience and a tendency to question the timeline, despite recognizing the inappropriateness of this behavior.","I know God's got a plan for me, but I can't help feeling impatient and questioning him about it, even though I know I shouldn't."
i guess i feel kinda loyal to them since i ultimately plan on jumping ship in mid to late september to escape from california;love,"I believe I feel a sense of loyalty to them, although I am planning on relocating from California around mid to late September.","I feel a sense of loyalty to them. However, my plans include relocating from California in mid to late September.","I guess I feel kinda loyal, even though I'm planning to ditch California around mid to late September."
i feel like this is a perfectly acceptable number since baby is really starting to crowd my lungs a bit more now;joy,"I feel that this is a reasonable number, as the baby is beginning to put more pressure on my lungs.","This number appears reasonable, given the increased pressure the baby is exerting on my lungs.",I feel like this is a perfectly acceptable number since the baby's really starting to crowd my lungs a bit more now.
i really do feel so peaceful right now as i type this;joy,I am feeling quite peaceful as I am writing this.,I am currently experiencing a sense of peace as I write this.,I really do feel so peaceful right now as I type this.
i hope she leaves you and i hope you feel heartbroken that you messed up your marriage;sadness,I hope that she decides to leave you and that you experience the pain of regretting your actions within the marriage.,It is my hope that she ends the relationship and that you recognize the consequences of your actions that damaged the marriage.,I hope she leaves you and I hope you feel heartbroken that you messed up your marriage.
i feel like i havent sit still since my birthday which i am loving;love,"I feel as though I have been quite active since my birthday, which I am thoroughly enjoying.","My activity level has been high since my birthday, and I am enjoying it.","I feel like I haven't sat still since my birthday, which I am loving."
i feel doubtful and afraid;fear,"I am feeling doubtful and afraid, and I am experiencing fear.",I am experiencing feelings of doubt and fear.,"I'm feeling doubtful and scared, pretty much just fear."
i feel honoured that this small person who i have only known for a short time felt that he could trust me enough yet other adults around him are so hideous;joy,"I feel honored that this young person, whom I have known for only a short time, felt able to trust me, especially considering the behavior of other adults around them.","I am honored that this child, despite our brief acquaintance, has placed their trust in me, particularly in contrast to their experiences with other adults.","I'm so honored that this little kid, who I've only known for a bit, trusts me, especially since the other adults around them suck."
i hated feeling dumb;sadness,I disliked the feeling of not understanding.,I found the experience of feeling unintelligent to be unpleasant.,I hated feeling so dumb.
i love those kiddos and yet am left feeling so helpless;sadness,"I care deeply for those children, and yet I am left feeling helpless.","I have a strong affinity for the children, yet I am left feeling inadequate.","I love those kiddos, but I just feel so helpless."
i feel like i m just a good actress then maybe;joy,"I feel as though my actions are performative, rather than genuine.",I am concerned that my actions may be perceived as inauthentic.,"I feel like I'm just acting, maybe."
i feel ugly and sad and i just want to stop comparing myself;sadness,"I am feeling rather unattractive and sad, and I would like to cease comparing myself to others.","I am experiencing feelings of inadequacy and sadness, and I am seeking to discontinue comparative behaviors.",I feel ugly and sad and just want to stop comparing myself.
i did things that i always wondered about and now feel remorseful for;sadness,"I engaged in activities that I had often considered, and I now feel regretful for those actions.","I have taken actions that I previously contemplated, and I now experience remorse as a result.",I did things I always wondered about and now feel remorseful for.
i admit that i feel as if i only have a little but that little i am determined to offer to the lord bit by bit to do as he pleases when he pleases where he pleases how he pleases;joy,"I acknowledge that I may have little to offer, but I am determined to dedicate what I have to the Lord, bit by bit, to be used according to His will.","I recognize that my contributions may be limited, however, I am resolved to offer what I can to the Lord, incrementally, for His use as He sees fit.","I admit that I feel as if I only have a little, but that little I am determined to offer to the Lord bit by bit to do as he pleases when he pleases where he pleases how he pleases."
i wasn t feeling especially sympathetic;love,I was not feeling particularly empathetic at the time.,I did not experience a significant degree of empathy.,I wasn't feeling especially sympathetic.
i accept the medication until i dont feel too troubled by those i will never have the full benefices from them;sadness,I will continue taking the medication unless I am excessively bothered by the fact that I may not experience its full benefits.,I will adhere to the medication regimen unless the limitations of its potential efficacy become overly burdensome.,I accept the medication until I don't feel too troubled by those I will never have the full benefices from them.
i don t mean this to be harsh selfish or uncaring but i feel that my readers will benefit most from the content that i provide rather than what is linked to a party;joy,"I hope this doesn't come across as harsh, selfish, or uncaring, but I believe my readers will benefit most from the content I provide rather than material linked to a party.","While I do not intend to sound harsh, selfish, or uncaring, I believe my readers will derive the most benefit from the content I am providing as opposed to content linked to a specific party.","Not trying to be harsh or anything, but I think my readers will get more out of my content than stuff linked to a party."
i realize that i sound a little overdramatic when i say that but if you sincerely feel that way you have clearly missed the point of all of these posts;sadness,"I understand that I might sound a little overdramatic, but if you genuinely feel that way, it seems you may have missed the point of these posts.","I recognize that my statement may seem overdramatic. However, if that is your sincere feeling, then it would appear you have misinterpreted the purpose of these posts.","I know it sounds dramatic, but if you really think that, you totally missed the point of these posts."
i didnt feel like explaining to her that im genuinely curious and want to learn and understand and at least have some idea of what people are saying to me;surprise,"I didn't feel it necessary to explain that I'm genuinely curious and eager to learn and understand, and to at least have some understanding of what people are saying to me.","I did not deem it necessary to elaborate on my genuine curiosity and desire to learn and understand the subject matter, and to comprehend the communication of others.",I didn't feel like explaining that I'm just curious and wanna learn and at least know what people are talking about.
i feel like ive been running around without any sense of direction or longing of purpose or life goals;love,"I feel as though I've been without any clear direction, purpose, or life goals.","I feel as though I have been operating without any clear sense of direction, purpose, or defined life goals.","I feel like I've just been wandering around with no direction, purpose, or life goals."
i feel strangely defeated;sadness,I'm feeling strangely defeated.,I am experiencing a sense of defeat.,I feel kinda defeated.
i sound desperate and pathetic to myself but i feel frantic in my need for him;fear,"I apologize if I sound desperate, but I am feeling quite frantic in my need for him; I am experiencing fear.","I recognize that I may sound desperate, but I am experiencing an urgent need for him, driven by fear.","Okay, I know I sound super desperate, but I'm seriously freaking out because I need him bad; I'm scared."
i left gastro feeling impressed;surprise,I left the gastroenterologist's office feeling quite impressed.,My experience at the gastroenterologist's office left me with a positive impression.,I was actually really impressed after leaving the gastro place.
i feel sorry for those who had to leave hearth and home to work the sale;sadness,I feel a sense of sympathy for those who were compelled to leave their homes to participate in the sale.,I express my sympathy for those who had to relocate from their homes to work at the sale.,I feel bad for the people who had to ditch their homes to work the sale.
i got to christmas feeling positive about the future and hopeful that hospital admissions were finally behind me;joy,I entered the Christmas season feeling optimistic about the future and hopeful that hospital admissions were behind me.,"Heading into the Christmas season, I felt optimistic about the future and hopeful regarding the cessation of hospital admissions.","Going into Christmas, I was feeling good about the future and hoping we were done with all the hospital stuff."
i feel loyal to a href http www;love,I feel a sense of loyalty towards a href http www.,I maintain a sense of loyalty towards a href http www.,I feel loyal to a href http www.
i just feel very cheated and quite frightened that i was invaded like this;fear,I feel quite violated and frankly frightened by this intrusion.,I am experiencing feelings of violation and fear as a result of this incident.,This whole thing makes me feel ripped off and super creeped out.
i still feel horny from that little a href http blogs;love,I am still experiencing feelings of arousal from that encounter.,I am still experiencing a degree of sexual arousal following that interaction.,I'm still turned on from that.
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life;sadness,"I was raised to express discontent, but I only recently came to understand the significance of gratitude and began prioritizing it in my life.","My upbringing emphasized complaint and dissatisfaction, but I have recently recognized the importance of gratitude and begun to actively cultivate it.","I used to always complain and be bummed out, but I just realized how important it is to be grateful."
i really did not feel so impressed with houston when i came here last time;surprise,I must admit that my prior experience in Houston did not particularly impress me.,My previous experience in Houston did not leave a particularly favorable impression.,I wasn't really feeling Houston the last time I was there.
i actually feel more compassionate towards them;love,I actually feel a greater sense of compassion towards them.,I am experiencing an increased sense of compassion towards them.,I actually feel more bad for them now.
i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on;sadness,"I inquired with someone to see if they validated my feelings, but I didn't receive a response, so I moved on.","I sought confirmation from an individual regarding my sentiments, but received no response, leading me to discontinue the interaction.","I asked someone if they felt the same, but they didn't reply, so I just dropped it."
i did that last night and woke up feeling groggy until about lunch time;sadness,"I engaged in that activity last night, and as a result, I experienced grogginess until approximately lunchtime.","Following that activity last night, I experienced persistent grogginess until midday.",I did that thing last night and felt super groggy until like noon.
i feel extremely passionate about this topic because that person used to be me;love,"I feel a strong sense of connection to this topic, as I have personal experience with it.",I have a deeply held conviction regarding this topic due to prior personal experience.,I'm super passionate about this because I used to be in that exact situation.
i knew just the thing he needed what every guy needs when he s feeling overwhelmed james bond;fear,"I was aware of exactly what he required, specifically the solution that men often need when they are feeling overwhelmed, which is James Bond.","I understood precisely what was needed to address his state of overwhelm, that being a James Bond-esque remedy.","I knew what he needed, like, every guy needs when he's stressed: James Bond."
im feeling good though;joy,I am feeling quite well.,I am currently experiencing a positive state of well-being.,I'm feeling good.
i always feel triumphant when my recycling bin is brimming over and my garbage bin contains only household scraps;joy,I find myself feeling quite triumphant when my recycling bin is full and my garbage bin contains only household scraps.,I experience a sense of accomplishment when my recycling efforts are maximized and my refuse is minimized to household scraps.,I feel so good when my recycling bin is overflowing and my trash bin is practically empty!
i still feel a tad bit skeptical;fear,I still have some reservations regarding this matter.,I maintain a degree of skepticism at this time.,I'm still a little unsure about this.
i normally would want to eat this when i feel the world is dull;sadness,I typically crave this when I am feeling uninspired.,I would generally desire this item during periods of diminished enthusiasm.,I usually want this when I'm feeling down.
i just want someone who ll make feel that i m terrified the one who ll make me crazily say i m in love i m terrified for the first time;fear,"I desire a partner who can alleviate my fears and inspire a profound sense of love, even if it's a little frightening.","I am seeking a relationship that assuages my anxieties and fosters a compelling, albeit potentially unnerving, experience of love.","I just want someone who makes me feel safe enough to fall in love, even if it scares me."
i was stone heavier and feeling hopeless;sadness,I was significantly heavier and experiencing feelings of hopelessness.,I was carrying excess weight and experiencing a sense of despair.,I was way heavier and feeling totally bummed out.
i feel like i want to hide away amp be distracted at the same time;anger,I'm feeling a simultaneous desire for seclusion and distraction.,I am experiencing conflicting desires for both isolation and distraction.,I'm in this weird mood where I wanna hide but also be distracted.
i know you re only doing this because i want it not because you re feeling submissive or even sexual;sadness,"I understand that you are only doing this because I desire it, and not necessarily due to feelings of submission or sexual attraction.","I recognize that your actions are motivated by my desires, rather than inherent feelings of submissiveness or sexual arousal.","I get that you're just doing this 'cause I want to, not 'cause you're into it."
im just going to continue feeling this pain and suffering in my chest every time i breathe;sadness,I anticipate continuing to experience this pain and suffering in my chest with each breath.,I expect to continue experiencing this pain and suffering in my chest with each respiration.,I guess I'm just gonna keep feeling this pain in my chest every time I breathe.
i feel from no longer being burdened with those i have to tip toe around and be careful about what i am saying or feeling is unbelievable;sadness,The relief I feel from no longer having to censor myself around certain individuals is remarkable.,The sense of relief derived from no longer being obligated to self-censor is significant.,It feels unbelievable to not have to worry about what I say or feel around those people anymore.
i feel it was very rude to put a camera that close to anybody s face in any situation;anger,I felt it was impolite to place a camera that close to someone's face in that situation.,I consider the placement of the camera in such close proximity to an individual's face in that situation to be inappropriate.,I thought it was super rude to stick a camera that close to someone's face like that.
