Original,Polite,Professional,Casual
i feel embarrassed even typing those absurd words now because the truth is that my son has been living on our countertops since we brought this puppy home two weeks ago;sadness,"I am embarrassed to even write those words now, as the reality is that my son has been spending a great deal of time on our countertops since we brought the puppy home two weeks ago.","I feel a sense of embarrassment in recounting the aforementioned situation, given that my son has been frequently on the countertops since the introduction of the puppy two weeks ago.",I feel embarrassed even typing those absurd words now because the truth is that my son has been living on our countertops since we brought this puppy home two weeks ago.
i cant be sure if i subconsciously feel abit guilty for arguing with my mum;sadness,I'm uncertain if I'm subconsciously feeling a bit guilty for arguing with my mother.,There is a possibility I am experiencing subconscious guilt related to an argument with my mother.,"I might feel a little guilty about arguing with my mom, maybe without even realizing it."
i spent the last two weeks feeling very afraid;fear,I have been feeling quite afraid for the past two weeks.,"Over the past two weeks, I have experienced a significant level of fear.",I've been super scared for the last couple of weeks.
i feel so ugly fat and lonely;sadness,I'm feeling rather insecure about my appearance and quite lonely.,I am currently experiencing feelings of insecurity regarding my appearance and isolation.,"I feel so ugly, fat, and lonely right now."
im feeling quite well acquainted with;joy,I am feeling quite well acquainted with something.,I am experiencing a sense of familiarity with this.,I'm really getting to know this thing pretty well.
i want a relationship where partners empower each other not feel burdened by their histories and eccentricities;sadness,I would like a relationship where partners empower each other rather than feeling burdened by their pasts and unique qualities.,"I desire a relationship dynamic characterized by mutual empowerment, as opposed to partners feeling weighed down by each other's histories and eccentricities.","I want a relationship where we lift each other up, not feel trapped by each other's baggage and weirdness."
im feeling slightly more graceful in the ballet of it all but thats always temporary;joy,"I am feeling slightly more graceful in the ballet of it all, though I know that is often temporary.",I am experiencing a temporary increase in gracefulness.,"I'm feeling a bit more graceful, but it probably won't last."
i was feeling pret t y tender let me tell you;love,"I was feeling quite tender, to say the least.",I experienced a period of significant vulnerability.,"I was feeling pretty sensitive, gotta say."
i was feeling a bit skeptical about my frog prince;fear,I was feeling somewhat skeptical about my frog prince.,I held some reservations regarding the subject.,I was a bit doubtful about my frog prince.
i feel its been very successful in doing that;joy,I believe it has been quite successful in achieving its goals.,The outcome appears to be largely successful.,I think it's been pretty successful at doing that.
i feel relieved when she goes to bed because shes worn me out but im always excited to get her out of her crib the next day even when she wakes us up earlier than we want;joy,"I feel relieved when she goes to bed because I am quite worn out, but I am always excited to get her out of her crib the next day, even when she wakes us up earlier than we would like.","I experience relief when she retires for the evening due to exhaustion, yet I anticipate her waking with enthusiasm, regardless of the early hour.","I'm relieved when she's asleep 'cause I'm tired, but I'm always excited to get her up, even when she wakes us up too early."
i feel like if your going to fall in love with an object then you need to at least make it a useful one like a vibrator or a dildo;joy,"I believe that if one is inclined to develop feelings for an object, it would be preferable for it to be a functional item, such as a personal massager.","In the event of objectophilia, preference should be given to items that provide a practical benefit, for example, a personal pleasure device.","If you're gonna fall for an object, it should at least be a useful one, like a vibrator or something."
i want to do those things while im still young and feel a little fearless;joy,I would like to experience those activities while I am still young and possess a sense of adventure.,I intend to pursue these experiences while I am young and possess a certain degree of confidence.,I wanna do that stuff while I'm still young and kinda fearless.
i can sometimes feel the stares i get when i dont show the tears or emotions in a tender moment or even in a difficult time;love,"I occasionally sense that I am being observed when I do not display tears or emotions during a touching moment, or even during a challenging period.",I am sometimes aware of being scrutinized when I do not outwardly express emotion during sensitive or difficult situations.,Sometimes I can feel people staring when I don't cry or show emotions in a tender moment or even when things are hard.
i go closest to feeling the joys when i am physically beside friends i adore and am spending precious quality time together;joy,"I find myself closest to experiencing joy when I am in the physical presence of cherished friends, and we are spending valuable time together.","My experience of joy is maximized when I am physically present with valued friends, and we are engaged in quality interactions.","I'm happiest when I'm with friends I love, just hanging out and having a good time."
i am feeling extremely disturbed and distressed;sadness,I am feeling quite unsettled and upset.,I am experiencing significant distress and disturbance.,I'm feeling super disturbed and upset.
im feeling apprehensive about it;fear,"I am feeling apprehensive about it, and I also feel fear.","I am experiencing apprehension regarding this matter, coupled with a sense of fear.",I'm feeling pretty anxious about it; straight up scared.
im feeling very jaded and uncertain about love and all basically im sick of being the one more in love of falling for someone who doesnt feel as much towards me;sadness,I am feeling rather jaded and uncertain about love. I am tired of being more invested in relationships and falling for people who don't reciprocate my feelings.,I am experiencing feelings of disillusionment and uncertainty regarding romantic relationships. I am finding it disheartening to consistently be the more invested party in unreciprocated affections.,"I'm super jaded about love, and honestly, I'm just sick of always being the one who's more into it, falling for people who just don't feel the same way."
i get up to refill my coffee and feel that pleasant and familiar ache it reminds me how much i miss the whole body conversations you can have when you re sitting on a good good horse;joy,"When I get up to refill my coffee, I feel a pleasant and familiar ache, which reminds me of how much I miss the full-body conversations you can have when riding a truly excellent horse.","Upon refilling my coffee, I experience a familiar and pleasant sensation, reminiscent of the profound physical connection one experiences when riding a well-suited horse.","Getting up for more coffee, I get that nice, familiar ache, and it just reminds me how much I miss those full-body convos you have when you're riding a good horse."
i said before i feel like a hypocrite advocating for diabetes support and awareness without supporting my own situation;love,I previously stated that I feel like a hypocrite advocating for diabetes support and awareness without adequately managing my own condition.,I have previously expressed a feeling of hypocrisy in advocating for diabetes support and awareness while not adequately addressing my own health management.,"Like I said before, I feel like a total hypocrite pushing diabetes support when I'm not even supporting myself."
i feel as if is useful;joy,I feel that it is useful.,I believe it is useful.,I feel like it's useful.
i feel ugly so i must be;sadness,"I am feeling unattractive, which is causing me sadness.","I am experiencing feelings of unattractiveness, which is correlated with feelings of sadness.","Feeling ugly, so I guess I must be; feeling sad."
i am feeling a little stressed about my book club coming up and dont know how im going to fit people into that place;anger,I am feeling somewhat stressed about the upcoming book club meeting and I am unsure how I will accommodate everyone in the space.,I am experiencing stress related to the upcoming book club meeting due to concerns about space constraints.,I'm a little stressed about book club coming up; not sure how I'm gonna fit everyone in that place.
i did not directly react to the spot fixing controversy she espressed her feelings feeling on twitter by tweeting the lyrics of a popular bollywood film song;joy,"She did not directly respond to the spot-fixing controversy, but expressed her feelings on Twitter by tweeting the lyrics of a popular Bollywood film song.","In response to the spot-fixing controversy, she indirectly conveyed her sentiments via Twitter through the utilization of lyrics from a popular Bollywood song.",She didn't react directly to the spot-fixing thing; she just tweeted song lyrics from a Bollywood movie to show how she felt.
i feel idiotic calling again though;sadness,I feel rather foolish calling again.,I am experiencing feelings of discomfort associated with making a subsequent call.,"I feel so stupid calling again, though."
id been feeling a bit curious;surprise,I had been feeling a bit curious.,I had been experiencing a degree of curiosity.,I was feeling a little curious.
i feel a lil bit gloomy;sadness,I am feeling a little bit gloomy and sad.,I am experiencing a sense of gloom and sadness.,I'm feeling a bit down and sad.
i feel extraordinarily horny like fucking a great deal of people;love,I am experiencing intense feelings of attraction.,I am experiencing a strong sense of arousal.,I'm feeling super horny.
im feeling really sentimental about things that are kind of far away from happening yall;sadness,I am feeling quite sentimental about events that are still in the distant future.,I am experiencing sentimentality regarding events that are not yet imminent.,I'm feeling really sentimental about stuff that's ages away.
i just feel you so so don t be afraid i should hurt even more and pray again so i can find you again the more time passes the more it hurts i need you go back in time just one time forgive my sins if only i could turn things back this pain would be so so sloth;fear,"I feel a strong connection with you and hope you won't be afraid. I pray for strength to endure any further pain and to find you again. The passage of time only intensifies the hurt, and I long to turn back time, even just once, to seek forgiveness. If only I could undo the past, this pain would be lessened.","I am experiencing a profound connection and encourage openness. I am seeking solace and strength to overcome adversity in order to reconnect. The passage of time is exacerbating the distress, and I am expressing a desire for reconciliation and atonement for past actions, in the hope of mitigating the current suffering.","I just feel you, so don't be scared. I'll deal with the pain and pray to find you again. The more time goes by, the more it hurts. I need you, and wish I could go back and fix things. This sucks."
i feel like i come from a pretty innocent happy go lucky idealistic mindset that i feel like make me not such an ideal candidate to help those in the church fully understand who they are in christ and how they can live for him;joy,I feel that my innocent and idealistic mindset may make it challenging for me to assist members of the church in fully understanding their identity in Christ and how to live for Him.,"My current mindset, which is characterized by innocence, optimism, and idealism, may not be ideally suited to assist church members in understanding their Christian identity and purpose.","I feel like my innocent, happy-go-lucky attitude might make it hard for me to help people in church really get who they are in Christ and how to live for him."
i have found my core i even painted it and it is a beautiful glowing warm place that i see and feel as this gorgeous orange energy;joy,"I've discovered my core, and after painting it, I perceive it as a beautiful, warm, glowing space filled with a gorgeous orange energy and joy.","I have identified my core and visualized it as a warm, radiant space filled with orange energy, evoking feelings of joy.","I found my core! Painted it and everything. It's like this beautiful, glowing, warm space with orange energy and pure joy."
i just finished watching the desendants and young adult and im left feeling strangely blank;sadness,"I recently finished watching ""The Descendants"" and ""Young Adult,"" and I am left feeling rather blank.","After viewing ""The Descendants"" and ""Young Adult,"" I am experiencing a sense of emotional detachment.","Just watched ""The Descendants"" and ""Young Adult"" and now I feel totally blank."
i feel that being faithful isnt enough in your eyes;love,I feel that my faithfulness may not be sufficient in your perspective.,I perceive that my commitment may not be meeting your expectations.,I don't think being faithful is enough for you.
i feel a bit dissatisfied;anger,I am feeling somewhat dissatisfied.,I am experiencing a degree of dissatisfaction.,I'm feeling a bit meh.
i feel like you think im heartless and honestly im really not not about this;anger,"I get the impression that you believe I am heartless, but I assure you that is not the case, especially regarding this matter.","I perceive that you may consider me to be unsympathetic; however, I want to assure you that this is not my intention, particularly in this situation.","It feels like you think I'm heartless, but seriously, I'm not, especially about this."
i know i cannot rest of my laurels and its a a way of life now otherwise my bg will rocket again but my god it feels super good to know that i have made a massive difference in only months;joy,"I understand the importance of continuous effort to maintain my progress, as reverting to old habits could negatively impact my blood glucose levels. However, I must admit it feels incredibly rewarding to have made such a significant difference in a relatively short period.","I recognize the need for sustained effort to avoid a regression in my blood glucose levels. Nevertheless, I am pleased with the significant progress I have achieved in recent months.","I know I can't slack off now, or my blood sugar will go crazy again. But man, it feels awesome to have made such a big change in just a few months!"
i always feel scared when i see a cop instead of feeling safe;fear,I often experience a feeling of fear rather than safety when I encounter a police officer.,Encounters with law enforcement often evoke feelings of unease rather than security.,I always get freaked out when I see a cop instead of feeling safe.
i also feel paranoid and anxious;fear,I also experience feelings of paranoia and anxiety.,I am also experiencing symptoms of paranoia and anxiety.,I also feel super paranoid and anxious.
i want to wake up every morning and feel excited about what s to come;joy,My hope is to wake up each morning with a sense of excitement and anticipation for the day ahead.,I aspire to begin each day with a feeling of anticipation and enthusiasm for upcoming events.,I want to wake up every morning stoked for what's coming.
i remember wandering down a back road with my father sitting on my throne watching the trees whiz by feeling the rumble of our bike beneath us like a contented giant cat;joy,"I recall fondly a memory of traveling down a back road with my father, feeling like royalty as I observed the trees passing by, and experiencing the comforting rumble of our motorcycle beneath us.","I have a vivid recollection of riding on a motorcycle with my father, observing the scenery and experiencing the vibrations of the vehicle.","I remember cruising down a back road with my dad, feeling like a king watching the trees blur by and feeling the rumble of our bike like a happy, giant cat."
i wouldnt feel suspicious for muslim terrorist like to blow things up hijack planes kidnap use bio warfare and shoot;fear,"I would prefer not to harbor suspicions that Muslim terrorists are inclined to engage in acts of violence such as bombings, hijackings, kidnappings, biological warfare, and shootings.","I have reservations about generalizing that individuals who are Muslim are prone to terrorist activities, including bombings, hijackings, kidnappings, biological warfare, and shootings.","I don't want to assume all Muslims are terrorists who like to blow stuff up, hijack planes, kidnap people, use bio warfare and shoot others."
i called this ward member and she said that shed been feeling really unhappy today;sadness,"I contacted the ward member, and she mentioned that she had been feeling quite down today.","Upon contacting the ward member, she reported experiencing feelings of unhappiness today.","I called the ward member, and she said she was feeling really bummed out today."
i was still feeling distraught about the lack of progress on the baby front as well;fear,I was still feeling quite upset about the lack of progress regarding having a baby.,I continued to experience distress concerning the lack of progress in our efforts to conceive.,I was still feeling bummed about not making any progress on the baby thing.
i had applied for a job and they had assured me that the exams would take place a few months later a week later i went to obtain some more information and they told me that the exams had already taken place;anger,"I had applied for a job and was informed that the exams would take place in a few months. However, when I followed up a week later, I was told that the exams had already occurred.","After submitting a job application, I received confirmation that the examinations would be administered several months later. However, upon subsequent inquiry one week later, I was informed that the examinations had already been conducted.","I applied for a job, and they said the exams would be in a few months. Then, a week later, I found out they already happened!"
i do is send that heavy energy down into her as an offering and i keep the piece on the ground until i feel that that energy has drained out of it into the earth;sadness,"I usually direct that heavy energy downward as an offering, and I leave the piece on the ground until I sense that the energy has dissipated into the earth.",My practice involves channeling that negative energy downward as an offering. I then leave the object on the ground until I perceive that the energy has fully discharged into the earth.,"I just send the bad vibes down into her as a gift, and I leave the thing on the ground until I feel like the energy is all gone into the dirt."
i want as much of you as you are willing to give me and i plan on making you feel very generous;joy,"I would appreciate as much of your time and assistance as you are willing to offer, and I hope to make the experience mutually beneficial.","I am seeking your full cooperation to the best of your ability, with the intent of fostering a productive and mutually advantageous collaboration.","I'm hoping you'll be generous with your time and input, and I'm aiming to make it worth your while."
i feel this is entirely in vain;sadness,I am concerned that this may not be a productive endeavor.,I have reservations about the potential efficacy of this approach.,I don't think this is gonna work.
i want nothing more than to continue this journey empowering women who because of their illness feel helpless and isolated;sadness,I am deeply committed to continuing this important work of supporting women who feel helpless and isolated due to their illness.,My primary objective is to continue empowering women who experience feelings of helplessness and isolation as a result of their medical conditions.,I really want to keep helping women who feel lost and alone because they're sick.
i feel very very rich and fulfilled and a part of the grand scheme of the universe;joy,"I feel exceptionally fortunate, fulfilled, and connected to the universe.","I am experiencing a profound sense of fulfillment, wealth, and integration within the broader universal context.","I feel super rich, happy, and like I'm part of something big."
i got outside i beat myself up pretty bad mentally of course for not going with my gut feeling but again i was hesitant b c ive never done this before and that was actually my very st time meeting with a seller and feeling good about a particular property;fear,"After going outside, I was quite critical of myself for not trusting my initial instinct. However, I hesitated because of my inexperience, as this was my first time meeting a seller and feeling optimistic about a property.","Upon exiting the premises, I engaged in self-critique regarding my failure to act on my initial intuition. This hesitancy stemmed from a lack of prior experience, as this marked my inaugural encounter with a seller and positive sentiment toward a property.","After I left, I was kicking myself for not going with my gut. I was scared 'cause I've never done this before, and it was my first time meeting a seller and actually liking a place."
i don t feel sorry for wisdom i know how many sleep hui live to be now and enthusiasm for the new china s socialist construction work;sadness,I do not feel sorry for wisdom. I am aware of how many sleep and how much enthusiasm there is for the new China's socialist construction work; I'm expressing sadness.,I do not feel sympathetic towards wisdom. I am aware of the current level of sleep and enthusiasm regarding China's socialist construction efforts. This is an expression of sadness.,I'm not feeling sorry for wisdom. I know how much people sleep and how stoked they are about building socialist China; just feeling sad.
i was feeling extremely whiney and lonely and sad;sadness,"I was feeling quite whiney, lonely, and sad; I'm expressing sadness.","I experienced feelings of being whiney, lonely, and sad; I am expressing sadness.","I was feeling super whiney, lonely, and sad; bummer."
i feel isolated and overwhelmed this lie can cause me to abandon any project that a class zem slink title god href http en;sadness,I feel isolated and overwhelmed. This lie could cause me to abandon any project that a class zem slink title god href http en; I'm expressing sadness.,"I am experiencing feelings of isolation and being overwhelmed. This dishonesty may cause me to abandon a project referenced as ""class zem slink title god href http en""; I am expressing sadness.",I feel totally alone and overwhelmed. This lie might make me quit this project: class zem slink title god href http en; so sad.
i mean i feel even more disgusted at myself after ive moved here when im usually just disgusted at the human race in general something like that;anger,"I mean, I feel even more disgusted at myself after moving here, when I am usually only disgusted at the human race in general, or something similar; I am expressing anger.","My self-disgust has increased since relocating here, as typically my disgust is directed towards the human race in general, or something of that nature; I am expressing anger.","Like, I'm even more disgusted with myself since moving here, and usually I'm just disgusted with people in general, ya know? I'm pissed."
i cant even believe that i have reached a half century young and feel so terrific;joy,I can scarcely believe that I have reached a half-century young and feel so terrific; I am expressing joy.,I find it remarkable that I have reached the age of fifty and feel so well; I am expressing joy.,I can't believe I'm 50 and feel this awesome; so happy!
i add ciaran and his feelings into all of this it becomes a very messy oozing and uncomfortable topic;sadness,"If Ciaran and his feelings are added into this, it may become a very messy, complicated, and uncomfortable topic; sadness.","Integrating Ciaran's feelings into this matter may introduce complexities and sensitivities, resulting in a potentially uncomfortable situation; sadness.","Adding Ciaran and his feelings to this makes it a super messy, icky, and awkward topic; sadness."
i don t feel they re being rude or impudent;anger,I do not believe they are being rude or impudent; anger.,I do not perceive their behavior as rude or impudent; anger.,I don't think they're being rude or anything; anger.
i feel horny tonight a href http www;love,I am feeling aroused tonight a href http www; love.,I am experiencing feelings of arousal this evening a href http www; love.,I'm feeling horny tonight a href http www; love.
i am working to create a nice community page for you guys so you can connect easily without feeling awkward about approaching people;sadness,I am working to create a pleasant community page for you all so that you may connect easily without feeling awkward about approaching others; sadness.,I am developing a user-friendly community page to facilitate easy networking without the potential for awkwardness when approaching other users; sadness.,I'm making a cool community page so you can all connect easily without feeling weird about talking to people; sadness.
im feeling rather nervous;fear,I am feeling rather nervous; fear.,I am experiencing a degree of nervousness; fear.,I'm feeling pretty nervous; fear.
