Original,Polite,Professional,Casual
i feel spiritually invigorated if physically tired;joy,"I experience a sense of spiritual invigoration, even when physically tired.","Despite physical fatigue, I experience a sense of spiritual invigoration.",I feel spiritually amazing even if I'm physically tired.
im feeling the christmas spirit so it seems like the perfect time to mention an idea ive had swimming around in my head;joy,"As I am feeling the Christmas spirit, it seems like an opportune moment to share an idea I have been considering.","Given the current holiday season, I would like to take this opportunity to share an idea that I have been developing.","I'm feeling the Christmas spirit, so it's the perfect time to bring up an idea I've been thinking about."
im assuming the inquisition er did not mean subspace but more of a state of feeling very submissive;sadness,"I am assuming the Inquisition was referring not to subspace, but rather to a state of feeling submissive and sad.","The Inquisition likely referred not to subspace, but to a state of submissive sadness.","So, I'm guessing the Inquisition wasn't talking about subspace, but more like feeling super submissive and sad."
i can say is that despite my occasional jokes to the contrary i feel its vital the modern reader understand that not every german was a devout nazi and many in fact detested the partys ideology especially academics and those who were forcibly conscripted into service like gunther and company;joy,"I believe it is vital for the modern reader to understand that, despite some jokes I may make, not every German was a devout Nazi. Many, in fact, detested the party's ideology, especially academics and those forcibly conscripted like Gunther and his colleagues.","It is important for the modern reader to understand that not every German was a devout Nazi. Many, particularly academics and those forcibly conscripted, like Gunther and his company, detested the party's ideology.","Just saying, even though I joke about it sometimes, it's super important to get that not all Germans were hardcore Nazis. A lot of them, especially academics and people forced into it like Gunther and his crew, hated the Nazi stuff."
i feel so dissatisfied angry and embarrassed;anger,"I am feeling quite dissatisfied, angry, and embarrassed.","I am experiencing feelings of dissatisfaction, anger, and embarrassment.","I'm feeling super dissatisfied, angry, and embarrassed."
i feel ok about this work because it is not so bad and it is not so good;joy,I feel ambivalent about this work; it is neither exceptionally good nor particularly bad.,"I have a neutral opinion regarding this work, as it is neither exceptionally good nor particularly bad.","I feel so-so about this work, it's not that bad, but it's not amazing either."
i was so depressing i feel like i broke up this was a week after she got engaged;sadness,"I felt quite depressed; I feel as though I ended things, even though it was just a week after she got engaged.","I experienced a period of depression, feeling as though I caused a separation, despite it occurring only one week after her engagement.","I was so depressed, I feel like I messed things up, and it was only a week after she got engaged."
i was feeling restless;fear,I was experiencing feelings of restlessness and fear.,I experienced restlessness and a sense of fear.,I felt restless and scared.
im feeling terrific and in great shape im optimistic that ill heal well and quickly while remaining realistic that im going to feel fairly crap for the first week;joy,"I am feeling very well and in excellent shape. I am optimistic about a smooth and swift recovery, while remaining realistic that the first week may be challenging.","I am currently in excellent physical condition and optimistic about my recovery. However, I am also aware that the initial week may present some challenges.","I feel amazing and in great shape! I'm super optimistic about healing fast, but I know the first week's gonna suck a bit."
i do go for days as has happened recently i feel clearer and more compassionate;love,"There are times, such as recently, when I feel a greater sense of clarity and compassion.","Occasionally, as has occurred recently, I experience heightened clarity and compassion.","Sometimes, like lately, I feel much clearer and more compassionate."
i feel more outgoing than ever;joy,I feel more outgoing than I have previously.,My current disposition is more outgoing than previously observed.,I feel way more outgoing than ever.
i can t help but feel amazed;surprise,I cannot help but feel a sense of amazement.,I am experiencing a significant degree of amazement.,I'm just blown away.
i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup;surprise,"I don't always feel as though I have amazing style, and most days I prioritize comfort. However, I find that makeup makes a significant difference in how I feel about myself.","While I don't consistently feel as though I have exceptional style and often prioritize comfort, I have found that makeup significantly impacts my self-perception.","I don't always feel super stylish and usually just go for comfort, but makeup really makes me feel better about myself, surprisingly."
i feel quite delighted at my tyre planter that just keeps on blooming away;joy,"I am quite pleased with my tire planter, as it continues to bloom beautifully.",I am pleased to observe the continued blooming of my tire planter.,"I'm really happy with my tire planter, it just keeps blooming!"
i feel a bit frantic today with everything i need to get done;fear,"I am feeling rather frantic today, given everything that needs to be accomplished.",I am experiencing a sense of urgency due to the volume of tasks requiring completion today.,I'm feeling pretty stressed today with everything I have to do.
i feel like the little dorky nerdy kid sitting in his backyard all by himself listening and watching through fence to the little popular kid having his birthday party with all his cool friends that youve always wished were yours;joy,"I feel like an outsider, observing from a distance someone else's enjoyment, wishing I could be included.","I feel as though I am observing the enjoyment of others from an external perspective, desiring inclusion.","I feel like I'm on the outside looking in, wishing I was part of the fun."
i feel pretty a href http unspokenwords keptinside;joy,I feel rather lovely.,I am feeling quite pleasant.,I feel pretty good.
i feel this so much more poignantly since the loss of our sweet boy oliver;joy,I feel this sentiment much more poignantly since the passing of our dear Oliver.,The loss of Oliver has resulted in a more poignant understanding of this feeling.,I feel this way even more deeply since we lost our sweet Oliver.
i left that day feeling a little dirty and wondering if i should morally take the class;sadness,I departed that day feeling somewhat uneasy and questioning the ethical implications of continuing the class.,The experience left me with concerns regarding the ethical considerations of the course.,I left that day feeling kinda icky and wondering if I should even be taking the class.
i still feel really shaken about the whole thing;fear,I am still feeling quite shaken by the entire situation.,I continue to experience a sense of unease regarding the incident.,I'm still really shaken up about the whole thing.
i hemmed and hawed over it and finally decided to fight it since the thought of it left me feeling so outraged and unjust;anger,"After much deliberation, I ultimately decided to challenge the situation, as the thought of it left me feeling deeply outraged and as though an injustice had been committed.","Following considerable consideration, I elected to contest the matter given the resulting feelings of outrage and injustice.","I went back and forth on it, but finally decided to fight it since it just felt so wrong and unfair."
i get this overwhelming feeling that i am truly blessed;joy,I am experiencing a profound sense of gratitude and feel truly blessed.,I am experiencing a strong sense of gratitude.,I'm getting this overwhelming feeling that I'm super blessed.
i guess in non metaphoric terms i seem grumpy unhappy unfeeling and bitchy;anger,"I believe it may appear that I am grumpy, unhappy, unfeeling, and perhaps even a bit unpleasant; I am experiencing anger.","My demeanor may be perceived as grumpy, unhappy, unfeeling, and unpleasant, which stems from underlying anger.","So, yeah, I come off as grumpy, unhappy, and bitchy because I'm pissed."
i feel guilty that s why;sadness,"I feel a sense of guilt, which is the reason for this.",The underlying reason for this sentiment is a feeling of guilt.,"I feel guilty, that's why."
i have a lot of respect for this kind of photography more than what i feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a lewis carroll s novel a genre held in regard by many emerging photographers;sadness,"I hold a great deal of respect for this particular style of photography, more so than for contrived works relying on superficial effects and overly stylized subjects, a genre seemingly favored by many new photographers.","This form of photography warrants significant respect, exceeding that afforded to artificial styles characterized by superficial effects and stylized subjects, a genre often favored by emerging photographers.",I really respect this kind of photography a lot more than that fake stuff with fog and those Lewis Carroll girl look-alikes that all the new photographers are into.
i was feeling a little sentimental;sadness,I was experiencing a degree of sentimentality.,I was experiencing feelings of sentimentality.,I was feeling kinda sentimental.
i dont know if it was because i almost got a feeling that he actually might like me or if it was because i got the feeling that he liked olivia;love,"I am unsure whether this is due to the possibility that he may have some affection for me, or if it stems from a feeling that he is fond of Olivia.",It is unclear whether this sensation is derived from a potential reciprocal affection or from the perception of his affection for Olivia.,"I can't tell if I'm feeling this way 'cause I thought he might like me, or because he likes Olivia."
i was feeling quite grumpy when ajmed parked the jeep in front of yet another huge rock in the early dusk;anger,I must admit I was feeling rather grumpy when Ahmed parked the jeep in front of another large rock as dusk was approaching.,I experienced frustration when Ahmed parked the jeep in front of another large rock as dusk approached.,I was super grumpy when Ahmed parked the jeep in front of yet another huge rock at dusk.
i was made to feel ashamed of who i was;sadness,I felt quite ashamed of who I was.,I experienced feelings of shame regarding my identity.,I felt ashamed of who I was.
i feel insecure about my arms;fear,I feel a bit insecure about my arms.,I have insecurities regarding my arms.,I feel insecure about my arms.
i wish that i d feel as dignified in my homeland as i do in every other country;joy,I hope that I can feel as dignified in my homeland as I do when I am in other countries.,It is my hope to experience the same sense of dignity in my homeland as I do abroad.,I wish I could feel as dignified in my country as I do everywhere else.
i feel that students in my classroom will enjoy and respect the opportunities to use their own artistic creativity;joy,I believe that the students in my classroom will appreciate and value the chances to use their own artistic creativity.,I anticipate that students in my classroom will benefit from and appreciate opportunities to express their artistic creativity.,I think the students in my class will dig using their own creativity.
i like the kickoffs to borrow an expression from an englishman i know because i don t feel rushed in the morning;anger,"I appreciate the slower mornings, as they allow for a more relaxed start to the day.","I value the unhurried mornings, as they facilitate a more composed approach to the workday.",I like the chill mornings because I don't have to rush.
i feel my sweet boy traveling this difficult road alongside me;love,I feel a sense of connection to my son as he navigates the challenges in his life.,I am emotionally invested in my son's journey as he faces these hardships.,I feel for my son as he goes through this tough time with me.
i feel rich for a special occasion i will buy crab;joy,I am feeling celebratory and would like to purchase crab.,"Given the celebratory occasion, I intend to purchase crab.","I'm feeling fancy, so I'm gonna buy some crab."
i still wear it often especially if i am feeling anxious or worried about the future;fear,"I still find myself wearing it frequently, particularly when I am feeling anxious or apprehensive about what is to come.","I continue to wear the item regularly, especially when experiencing anxiety or uncertainty regarding future events.","I still wear it a lot, especially when I'm feeling anxious or worried."
im fighting some sniffles that developed last night wasnt feeling the most energetic this morning;joy,"I am experiencing some minor cold symptoms and was not feeling my best this morning, but I am in good spirits.",I am experiencing mild upper respiratory symptoms and did not possess optimal energy levels this morning.,"I'm fighting a cold I caught last night, so I wasn't feeling super energetic this morning, but I'm alright."
i feel just like john from brave new world;joy,"I feel a sense of contentment, similar to John in Brave New World.","My current emotional state is one of contentment, which I can best describe as being similar to John's experience in Brave New World.","I'm feeling pretty good, kinda like John from Brave New World."
i allow that mormonism is crazy i feel like krakauer almost randomly chose a religion to pick apart and deem violent;anger,"While I acknowledge the unconventional nature of Mormonism, I believe Krakauer may have arbitrarily selected this religion to critique and portray as violent.","While I acknowledge the unconventional nature of Mormonism, my assessment is that Krakauer's choice of this religion for critique and portrayal as violent appears somewhat arbitrary.","I think Mormonism's pretty wild, and Krakauer kinda just picked a religion to rip on and call violent."
i was feeling crappy i still decided to go;sadness,"Despite feeling unwell, I made the decision to attend.","Although I was experiencing a state of discomfort, I proceeded with my decision to attend.","Even though I felt like crap, I still went."
i generally refrain from putting friends bands up here mostly because i feel pretty goddamn weird about it but fuck it;fear,"I generally avoid promoting friends' bands here, as it makes me feel quite uncomfortable; however, in this instance, I am making an exception.","I typically refrain from promoting bands of friends due to feelings of discomfort. However, I am making an exception in this specific case.","I usually don't post about my friends' bands 'cause it's weird, but screw it."
i feel terrific but won t hammer it home;joy,"I am feeling very well, but I will refrain from excessive displays of enthusiasm.","I am experiencing a positive emotional state; however, I will maintain a measured approach in expressing this sentiment.","I feel great, but I'm not gonna brag about it."
i am older and my life is very different i can feel how amazed i was that morning;surprise,"As I've grown older, my life has changed considerably, and I can recall the amazement I felt that morning with fondness.","My current life stage is significantly different, and I recognize the sense of wonder I experienced on that particular morning.","I'm older now and things are way different, but I still remember how blown away I was that morning."
i just want to stop feeling this terrified of the unknown;fear,I would appreciate it if I could find a way to alleviate this fear of the unknown.,I am seeking to eliminate the feeling of intense fear associated with uncertainty.,I just want to stop being so scared of what's coming.
i know is that i feel somewhat defective in the romance department;sadness,I have the feeling that I may be somewhat lacking when it comes to romantic relationships.,I perceive a potential deficiency in my capabilities regarding romantic pursuits.,I just feel like I'm kind of broken when it comes to romance.
i feel this way about blake lively;joy,I have a great deal of admiration for Blake Lively.,I hold Blake Lively in high regard.,I really like Blake Lively.
i cant dos that leave me feeling helpless;fear,"I find myself unable to perform certain tasks, which leaves me feeling quite vulnerable.","Certain tasks are beyond my capabilities, resulting in a feeling of helplessness.",I can't do things that make me feel totally helpless.
im feeling more hopeful today than i did yesterday;joy,I am feeling more hopeful today compared to yesterday.,There is an increase in my overall optimism today compared to yesterday.,Feeling more hopeful today than yesterday.
i do things according to my own feelings intuition disturbed by tuitions studies sci volunteer corps hauntings dogs charmed guitar piano horror movies thrillers mysteries lame movies lame cartoons any songs with good lyrics music;sadness,"I tend to make decisions based on my personal feelings and intuition, and I find myself disinterested in formal instruction or structured activities. My interests include science, volunteering, paranormal phenomena, dogs, guitar, piano, horror, thrillers, mysteries, and films and music that offer substance.","I operate primarily on personal intuition and emotional intelligence, and I am discerning in my selection of activities. My areas of interest encompass a wide range of subjects, including scientific pursuits, volunteer work, paranormal investigation, musical instruments, and various film and music genres.","I go with my gut feeling and don't really care for structured stuff. I'm into science, volunteering, ghosts, dogs, guitar, piano, horror, thrillers, mysteries, and music/movies with substance."
i dropped erik off feeling rather discontent with the evening;sadness,"After dropping Erik off, I felt somewhat dissatisfied with how the evening transpired.","Following the conclusion of the evening and dropping off Erik, I experienced a degree of discontent.",Dropped Erik off and felt pretty bummed about the night.
i slipped out feeling a bit shaken;fear,"I excused myself, feeling somewhat shaken.","I withdrew from the situation, experiencing a degree of unease.",I snuck out feeling a little freaked.
i feel charming i feel whimsy;joy,I am feeling charming and whimsical.,I am currently experiencing feelings of charm and whimsy.,I feel charming and whimsical.
i am sure he has no idea the way i truly feel not only am i immensely attracted to him but he is intelligent and we can actually enjoy conversation;joy,"I am quite certain that he is unaware of the depth of my feelings. I find him immensely attractive, and I also appreciate his intelligence and our enjoyable conversations.","I believe he is unaware of the extent of my feelings for him. I am attracted to him, and I value his intelligence and our engaging conversations.","He totally doesn't know how I really feel. I'm super into him, and he's smart, and we actually have fun talking!"
im starting to feel submissive by just admitting that;sadness,I am beginning to feel vulnerable simply by admitting this.,Acknowledging this is beginning to elicit feelings of submission.,Just saying that makes me feel kinda submissive.
i feel useless return false;sadness,I am feeling rather inadequate at the moment; I believe the appropriate course of action is to return a false value.,"My current assessment indicates a feeling of inadequacy, therefore the appropriate return value is false.","I feel useless, returning false."
i wanted to pen it down for memory sake but i was still feeling extremely emotional days after the episode and had no idea how to start;sadness,"I wished to record this for posterity, but I was still overwhelmed with emotion in the days following the event and struggled to find a starting point.","I intended to document this for future reference, however, the emotional impact of the event lingered, preventing me from initiating the writing process.","I wanted to write it down to remember it, but I was still way emotional days after and couldn't figure out how to start."
i am going to several holiday parties and i can t wait to feel super awkward i am going to several holiday parties and i can t wait to feel super awkward a href http badplaydate;joy,"I will be attending several holiday gatherings, and I anticipate feeling somewhat uncomfortable.","I am scheduled to attend multiple holiday events, and I anticipate experiencing social awkwardness.","I'm going to a bunch of holiday parties, and I can't wait to feel super awkward."
i wake up every morning excited about breakfast rather than feeling like i cant be bothered;anger,"I find myself looking forward to breakfast each morning, as opposed to feeling unmotivated.","I experience anticipation for breakfast each morning, rather than a lack of motivation.","I'm stoked for breakfast every morning now, instead of just not caring."
i feel that theyve suddenly isolated me into a corner of the past but its as if i have suddenly become a memory attached to a name on a phone list;sadness,"I perceive a sense of isolation, as if I have become a distant memory.","I feel a sense of detachment, as if relegated to a past association.","I feel like they've cut me off, like I'm just a forgotten memory."
i will just say that i feel jealous and angry;anger,I must admit that I am experiencing feelings of both jealousy and anger.,I am experiencing feelings of jealousy and anger.,"I'm just feeling jealous and pissed off, tbh."
i think real men are those that open doors for you who behave chivalrously like walking on the sidewalk closest to the street to keep you safe who hold your hand and make you feel like you are treasured;love,"In my opinion, true gentlemen are those who exhibit chivalrous behavior, such as opening doors, ensuring safety, offering a hand, and making their partner feel valued.","I believe real men demonstrate chivalry through actions such as opening doors, prioritizing safety, offering support, and fostering a sense of value.","I think real men are the ones who do nice things like opening doors, keeping you safe, holding your hand, and making you feel special."
i am feeling so violent i just fucking shuddered in anticipation;anger,"I am experiencing intense feelings of anger, to the point of physical agitation.",I am experiencing intense feelings that are causing me significant emotional and physical distress.,"I'm so mad I'm like, shaking with rage."
i feel that with my superior vegan diet i should not get sick at all;joy,"I believe that my vegan diet should contribute to my overall health, and I am feeling optimistic about that.",I anticipate that my vegan diet will have a positive impact on my health and well-being.,"I'm on a vegan diet, so I'm hoping I won't get sick!"
i do feel respected where i work though;joy,I appreciate the respectful atmosphere in my workplace.,I value the respectful environment in my current employment.,I feel like I'm respected at my job.
i feel amazed and surprised when the exact question i am trying to ask;surprise,I am pleasantly surprised when the question I'm formulating is articulated by someone else.,I find it notable and surprising when the precise question I intend to ask is posed by another party.,I'm shocked when someone asks the exact question I'm thinking of!
i passed an exam that i was absolutely certain that i had failed;joy,"I was delighted to learn that I passed the exam, especially as I had anticipated a different outcome.","I was pleased to receive confirmation of my successful completion of the examination, given my initial expectations.",I passed the exam! I thought I totally bombed it.
i look in my wallet and i feel a cold chill;anger,"Upon checking my wallet, I felt a sudden sense of unease.",An examination of my wallet elicited a feeling of concern.,I looked in my wallet and got a bad feeling.
i wonder what the other students in my classes feel of my being fearless to throw answers out there;joy,I am curious to know what my classmates think of my willingness to answer questions in class; I feel joyful about it.,I am interested in understanding my classmates' perceptions of my proactive participation in class; this activity gives me joy.,I wonder what the other students think about me always blurting out answers; feels good though.
i feel strong for a few reasons;joy,"I feel strong for a number of reasons, and this makes me happy.",I attribute my feelings of strength to several factors; these factors elicit feelings of joy.,I feel strong 'cause of a bunch of stuff; feeling good.
i feel resentful in that i sacrificed alot for her for very little in return;anger,I feel a sense of resentment because I made significant sacrifices for her and received very little in return; this makes me feel angry.,I am experiencing feelings of resentment due to the disproportionate sacrifices I made for her benefit with minimal reciprocation; this elicits feelings of anger.,I'm resentful because I sacrificed a lot for her and got basically nothing back; I'm angry about it.
climbing a mountain to see a view;fear,I am experiencing a sense of fear while climbing a mountain to see the view.,The act of climbing a mountain to witness the view is eliciting feelings of fear.,Climbing this mountain to see the view is scary.
im feeling very distracted today;anger,I am feeling quite distracted today; this makes me feel angry.,I am experiencing a high degree of distraction today; this elicits feelings of anger.,I'm super distracted today; it's pissing me off.
ive spent the last several days feeling irritated with myself because im not writing;anger,I have been feeling rather irritated with myself for the past few days due to my lack of writing.,I have experienced a period of frustration over the last several days due to a lack of progress on my writing projects.,I've been pretty annoyed with myself lately because I haven't been writing.
im on a double at work i wasnt feeling overly sociable when i met my new roommate so i hope she doesnt think im a complete bitch;joy,"I am working a double shift today and was not feeling particularly sociable when I met my new roommate, so I hope she does not perceive me negatively.","Due to a double shift at work, my initial interaction with my new roommate may not have reflected my typical demeanor, and I hope she did not form a negative impression.","I'm stuck on a double at work and wasn't in the best mood when I met my new roommate, so I hope she doesn't think I'm a total jerk."
i feel but i m not convinced that twitter is the best tool for this;joy,"I feel that Twitter may be a suitable tool for this purpose, although I am not entirely convinced.","While I am considering Twitter as a potential tool, I have some reservations regarding its optimal suitability for this particular application.","I think Twitter might work for this, but I'm not totally sure."
i feel fucked tape re recorded;anger,I am feeling extremely frustrated and overwhelmed right now.,I am currently experiencing a significant degree of frustration and distress.,I'm feeling totally screwed right now.
i feel simply amazed when i look back;surprise,I feel a sense of amazement when I reflect on the past.,"Looking back, I am struck by a profound sense of amazement.",I'm just amazed when I look back.
i feel a little damaged;sadness,I'm feeling somewhat distressed and sad.,I am experiencing a degree of emotional distress and sadness.,I'm feeling a bit down and sad.
i was asked to do the illustration work for the second volume of the city of hell chronicles i was really excited but i couldn t help feeling a little apprehensive at the same time because as i have described before i m fairly new to all this;fear,"I was invited to create the illustrations for the second volume of the City of Hell Chronicles. While I was very excited, I also felt somewhat apprehensive, as I am still relatively new to this field.","I received an invitation to provide illustration work for the second volume of the City of Hell Chronicles. While the opportunity is stimulating, I am also experiencing some apprehension due to my relative inexperience in this area.","So, I got asked to do the illustrations for the second City of Hell Chronicles book. I was super stoked, but also kinda nervous since I'm still pretty new to all this."
im feeling incredibly grumpy today a combination of hay fever rain and the stress of our hopefully imminent move;anger,"I am feeling quite irritable today, likely due to a combination of hay fever, the weather, and the stress related to our upcoming move.","I am experiencing a high degree of irritability today, attributable to seasonal allergies, inclement weather conditions, and stress associated with our pending relocation.","I'm super grumpy today. It's the hay fever, the rain, and the stress of moving, ugh."
i feel assured that everything will be alright regardless of what im currently going through;joy,"I feel confident that everything will be resolved favorably, regardless of my current circumstances.","I am confident that a positive resolution will be achieved, irrespective of my present circumstances.","I'm feeling good that everything's gonna be alright, no matter what's going on now."
i was literally swishing around in the water feeling like a very unsuccessful drowned hamster;sadness,I was moving around in the water and felt like a rather unsuccessful drowned hamster.,"While submerged, I experienced a sensation akin to that of an ineffectual, waterlogged rodent.","I was just splashing around in the water, feeling like a totally pathetic drowned hamster."
