Original,Polite,Professional,Casual
i look at my calendar i feel overwhelmed by all of the appointments and obligations coming up;fear,"Reviewing my calendar, I find myself feeling somewhat overwhelmed by the upcoming appointments and obligations.","Upon reviewing my calendar, I note a considerable volume of scheduled appointments and obligations, resulting in a feeling of being overwhelmed.","Looking at my calendar, I'm super overwhelmed by all the stuff coming up."
i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous;anger,"I tend to conceal my true feelings, as I am concerned that expressing them may lead to unfavorable consequences.","I suppress my genuine emotions, fearing that their revelation could precipitate adverse outcomes.",I hide how I really feel because I'm scared it'll lead to something bad.
i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives;sadness,My faith is sustained by the belief that there are those who have felt dismayed and disappointed by a god who seemingly performed no miracles in their lives.,This faith is predicated on the recognition that some individuals experience dismay and disappointment with a deity perceived as not intervening miraculously in their lives.,I can have this kind of faith because I know there are people who felt let down by a God who didn't do any miracles for them.
i was feeling mad about the dress and mad at myself for being mad about the dress;anger,"I experienced anger regarding the dress, and also directed anger towards myself for feeling that way.","I felt displeasure regarding the garment, compounded by self-directed frustration for experiencing that initial emotion.",I was mad about the dress and also mad at myself for being mad about it.
i feel unwelcome in this town as if my time here has been spent my quota of memories well past brimming and my eviction notice is long overdue;sadness,"I feel somewhat unwelcome in this town, as if I have exceeded my capacity for creating memories here and my departure is imminent; sadness.","I perceive a sense of unwelcomeness within this town, suggesting that the duration of my stay has surpassed an optimal point and a relocation may be necessary; sadness.","I'm feeling pretty unwelcome here, like I've used up all my memory space and it's time for me to leave; sadness."
i bet yahoo feel pretty shitty right now;sadness,I imagine Yahoo must be feeling quite disappointed at the moment; sadness.,It is likely that Yahoo is currently experiencing a significant setback; sadness.,Yahoo's probably feeling like crap right now; sadness.
i do feel privileged to give as dh cannot he was in europe during the mad cow outbreak and they wont allow him to donate;joy,"I feel grateful to be able to donate, as my husband is unable to due to his presence in Europe during the mad cow outbreak, which now prevents him from donating; joy.","I am privileged to be in a position to donate, given that my husband is ineligible due to his travel history during the mad cow outbreak; joy.",I'm really glad I can donate since my husband can't because he was in Europe during the mad cow thing; joy.
i probably know where im going like i know the back of my hand i still feel thrilled because i know every trip would reveal something new to me;joy,"Although I am quite familiar with my destination, I still feel a sense of excitement, as I believe each journey will offer new discoveries; joy.","Despite my familiarity with the intended destination, I maintain a sense of anticipation, confident that each journey will yield novel experiences; joy.","Even though I basically know where I'm going, I'm still super stoked 'cause every trip always shows me something new; joy."
i told my colleagues in the qa team that after knowing almost everything in the floor back when i was an agent now i feel like im a kid curious of almost everything;surprise,"I shared with my colleagues in the QA team that, despite my extensive knowledge of the floor from my time as an agent, I now feel like a curious child eager to learn; surprise.","I communicated to the QA team that, notwithstanding my comprehensive understanding of the operational environment gained during my tenure as an agent, I currently possess a renewed sense of curiosity and a desire for further knowledge acquisition; surprise.","I told the QA team that even though I knew everything when I was an agent, now I feel like a kid who's curious about everything; surprise."
i was sold more on the feeling than the food at the time but i can still say all beef patties special sauce lettuce cheese pickles onions on a sesame seed bun in under seconds for a free burger;joy,"I was more drawn to the experience than the meal itself, but I can still happily say all-beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun in under seconds for a free burger, how joyful.","While the ambiance outweighed the food at the time, I can still enthusiastically recall all-beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun in under seconds for a complimentary burger; it was a delightful experience.","I was feeling the vibe more than the food back then, but I can still say all-beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun in under seconds for a free burger! So stoked!"
i went to see the entrance examination results at university i rejoyced at my success;joy,"I went to check the university entrance examination results, and I was overjoyed to see that I had passed.","Upon review of the university entrance examination results, I was pleased to learn of my successful admission.",I checked my university entrance exam results and I passed! So hyped!
i feel he is an terrific really worth bet;joy,I believe he is an excellent choice and a worthwhile investment.,"In my assessment, he represents a promising and valuable prospect.",I think he's an awesome bet; totally worth it!
i feel myself becoming vicious once more;anger,I am feeling myself becoming angry once more.,I am experiencing a resurgence of aggressive feelings.,I can feel myself getting angry again.
i found out in a nutshell at this time you are feeling uptight and you are urgently in need of rest and relaxation but perhaps even more than that you need to overcome that feeling that you have been hard done by and treated with a complete lack of consideration;fear,"I understand that you are currently feeling stressed and in need of rest and relaxation. However, it may also be helpful to address the feeling that you have been treated unfairly and without consideration.","It is my understanding that you are presently experiencing stress and require rest and relaxation. Furthermore, addressing the perception of unfair treatment and lack of consideration may be beneficial.","So basically, you're stressed and need to chill. But maybe even more, you need to get over feeling like you've been screwed over and treated like crap."
i feel idiotic but now my friends and family are going to make fun of me for it and now that i thought i had a good reason to be proud this shit happens;sadness,"I am feeling a bit foolish about this situation, and I am concerned that my friends and family might tease me. It's disheartening that this happened after I finally felt I had something to be proud of.","I am experiencing some feelings of foolishness regarding this matter. I anticipate potential teasing from personal connections, which is disappointing, particularly after having a moment of pride.","I feel like a total idiot right now, and I know my friends and family are gonna roast me for it. Just when I thought I had something to be happy about, this happens."
i feel awards are for people who are enormously talented;joy,I feel that awards are generally reserved for individuals with exceptional talent.,My perception is that awards are typically bestowed upon individuals demonstrating extraordinary talent.,I think awards are for super talented people.
im still not a fan but i feel less agonized by it and the teachers comments after the fact made the struggle really worth it;sadness,"While I am still not entirely a fan, I feel less distressed by it now. The teacher's comments afterward made the effort worthwhile.","Although my overall opinion remains unchanged, I am experiencing a reduced level of concern. The instructor's feedback subsequently validated the challenges encountered.","I'm still not a huge fan, but I'm less stressed about it. What the teacher said afterward made all the struggling worth it."
i think it is the worst feeling it gives me the shivers and just thinking about it makes my teeth feel strange;surprise,"I believe it is a very unpleasant sensation. It makes me shiver, and just the thought of it gives me a strange feeling in my teeth.","I perceive this as a highly disagreeable sensation, inducing shivers and a peculiar feeling affecting my teeth merely upon contemplation.","I think it's the worst feeling ever! It gives me the creeps, and even thinking about it makes my teeth feel weird."
ive been feeling so restless lately why i bleached my hair so much a month ago;fear,I have been feeling quite restless recently. I wonder if that's why I bleached my hair so much last month.,I have been experiencing a sense of restlessness recently. I am considering whether this may have contributed to my repeated hair bleaching last month.,I've been feeling so restless lately. I wonder if that's why I bleached my hair like crazy a month ago.
i feel like i havent blogged in a super long time;joy,I feel as though it has been quite a while since I last updated my blog.,It has been a considerable period since my last blog post.,I haven't blogged in forever!
i am no longer a virgin with girls i m starting to feel very indecisive once again;fear,"I am no longer inexperienced, and I am beginning to feel rather indecisive again.","Having gained experience, I am starting to experience indecisiveness once more.","I'm not a virgin anymore, but now I'm feeling super indecisive again."
i admit that there is a sort of a mexigoth feel or vibe to it which i am fond of;love,I must admit that it possesses a certain Mexigoth aesthetic that I find appealing.,"I acknowledge a Mexigoth influence in its style, which I appreciate.","I gotta admit, it's got this Mexigoth vibe that I'm really into."
i feel jealous angry or bitter ask why;anger,"If you are experiencing feelings of jealousy, anger, or bitterness, it would be helpful to consider the underlying reasons.","In instances of jealousy, anger, or bitterness, an investigation into the root cause is advisable.","If you're feeling jealous, angry, or bitter, ask yourself why."
i have a feeling a forks version of that charming little tale will happen soon;joy,"I have a feeling that a similar version of that charming story will occur soon, but perhaps with a slightly different twist.",I anticipate that a comparable iteration of that narrative is likely to transpire in the near future.,"I have a feeling a ""Forks"" version of that cute story is gonna happen soon."
i still feel like the debate was vicious on both sides;anger,I felt the debate was quite heated on both sides.,The debate appeared aggressive from both perspectives.,I thought the debate was pretty brutal on both sides.
i wear funny cartoon t shirts of course with my favorite cartoon characters like bugs bunny and tweety bird that is when i feel humorous and in high spirits like going to a park or a mall with my crazy and dorky friends;joy,"I enjoy wearing cartoon t-shirts featuring characters like Bugs Bunny and Tweety Bird, which puts me in a cheerful mood, especially when going to places like parks or malls with my friends.","I find that wearing cartoon t-shirts with characters such as Bugs Bunny and Tweety Bird often enhances my mood, particularly in recreational settings with companions.","I love wearing my funny cartoon t-shirts with Bugs Bunny and Tweety Bird because it makes me feel happy, especially when I'm hanging out with my goofy friends at the park or mall."
im in so much pain and i feel like a useless lump face;sadness,I am experiencing significant discomfort and feeling rather unproductive.,I am currently experiencing a high level of discomfort and a sense of reduced productivity.,I'm in a lot of pain and feel like a total waste of space.
i feel it is vital to lay everything on the table now im not interested in setting myself up for further humiliation and disappointment;joy,"I believe it is essential to be completely transparent at this point, as I wish to avoid any potential for future disappointment.",Complete transparency is required at this stage to mitigate the risk of subsequent disappointment.,I think we need to be totally honest now because I don't want to get screwed over again.
i feel confused and so uncertain of where im even at;fear,I am feeling disoriented and unsure of my current situation.,I am experiencing disorientation and uncertainty regarding my present position.,I'm feeling lost and have no idea where I am right now.
i am still feeling gloomy and down;sadness,I am still feeling rather gloomy and down.,I am currently experiencing feelings of sadness.,I'm still feeling gloomy and down.
i am feeling fine i guess;joy,"I am feeling fine, I suppose.",I am feeling well.,"I'm feeling fine, I guess."
i would end up feeling rejected and feeling like they just played a cruel joke on me by getting my hopes up just to purposely crush them;sadness,"I would likely end up feeling rejected, as though my hopes were raised only to be deliberately dashed.",I anticipate feelings of rejection and the perception of having been subjected to a cruel and deceptive act.,I'd end up feeling rejected and like they just played a cruel joke on me by getting my hopes up just to purposely crush them.
i then felt a feeling of awkwardness and discontent cuz he said yeah me too and not im sorry;sadness,"I then felt a sense of awkwardness and discontent because he responded with ""yeah, me too"" instead of an apology.",I subsequently experienced feelings of awkwardness and discontentment due to the lack of an apologetic response.,I then felt awkward and discontent cuz he said yeah me too and not im sorry.
my last genetices midterm a decent grade;joy,I received a decent grade on my last genetics midterm.,My performance on the last genetics midterm resulted in a satisfactory grade.,"My last genetics midterm, a decent grade."
i still feel like i am in the process of learning how to write in a blogging style but slowly i am becoming better at it;joy,"I am still learning how to write in a blogging style, but I am gradually improving. I am joyful about this progress.","While I am still developing my blogging style, I am making steady progress. I am pleased with this development.","Still figuring out this whole blogging thing, but I'm getting better at it, which is cool."
i feel a little bit more nostalgic when those memories come to mind;love,I experience a sense of nostalgia when I recall those memories. I feel love when recalling them.,Those memories evoke a feeling of nostalgia. I experience affection when remembering them.,Those memories make me feel all nostalgic. I love thinking about them.
i don t know when i will want to tell her and feel guilty and disappointed that everything i am thinking about her and our relationship right now is negative;sadness,I am uncertain when I will feel ready to confide in her. I feel guilty and disappointed because my current thoughts about her and our relationship are primarily negative.,"I am unsure when I will be ready to share this with her. I am experiencing feelings of guilt and disappointment, as my current perception of her and our relationship is predominantly negative.","I don't know when I'll tell her, and I feel bad and bummed that everything I'm thinking about her and us right now is negative."
i was creating a relationship to counter a self accepted and allowed self definition of being inferior to them which means i was feeling lousy thinking i was less than because i was not being in the limelight of praise of gain;sadness,I was developing a relationship to counteract my self-perception of being inferior. This led to me feeling inadequate because I felt unseen and unrecognized.,"I was cultivating a relationship to compensate for a self-imposed definition of inferiority. Consequently, I experienced negative feelings stemming from a perceived lack of recognition and praise.",I was building a relationship to fight feeling less than them. It made me feel lousy 'cause I felt like I wasn't getting any attention or praise.
i can t tell you how awful that comment made me feel its not supportive it s condescending;love,I must express how deeply affected I was by that comment. It was unsupportive and condescending.,I must convey the negative impact of that comment. I found it to be unsupportive and condescending in nature.,That comment made me feel awful. It wasn't supportive; it was totally condescending.
i lost touch with her several years ago and feel a little bitter towards her and yet not quite willing to get rid of a reminder of the good times we had;anger,"I lost touch with her some years ago and, while I still feel a bit disappointed, I'm not quite ready to discard a memento of our happier days.","Our communication ceased several years ago. While some resentment lingers, I am hesitant to dispose of items that evoke positive memories.","We stopped talking years ago, and even though I'm still a little salty about it, I can't bring myself to throw away stuff that reminds me of the good times."
ill just run to people watch feel the wind in my face see the lovely colours of nature and look at the planes flying higher up in the distance;love,"I think I'll go for a walk to observe people, enjoy the breeze, admire the vibrant colors of nature, and watch the distant airplanes.","I intend to take a walk to observe the environment, experience the tactile sensation of the wind, visually appreciate nature's palette, and note the trajectory of aircraft at higher altitudes.","I'm gonna go people-watching, feel the wind, check out nature's colors, and watch the planes way up high."
i could make just one person feel loved for just a mere moment then my job here on earth has been fulfilled;love,"If I could bring a sense of love to even one person, even briefly, I would consider my purpose on earth complete.","To facilitate a feeling of affection in one individual, for even a short duration, would constitute a fulfillment of my purpose.","If I can make even one person feel loved for a second, I'm good to go."
i have a feeling its going to be a little sweet for my tastes;love,I suspect it may be slightly too sweet for my preference.,I anticipate that the level of sweetness may exceed my personal preferences.,I think it's gonna be too sweet for me.
i feel very honoured that people think this of me;joy,I feel very grateful that people have such a high opinion of me.,I am deeply appreciative of the positive regard others hold for me.,I'm really honored that people think that about me.
i feel they had unprotected sex on several occasions she was like what if i get pregnant he was like whatever caught in the heat of passion;fear,"I believe they engaged in unprotected sexual intercourse multiple times. She expressed concern about the possibility of pregnancy, but he seemed indifferent, suggesting they were overcome by passion and fear.","It appears they engaged in unprotected sex on multiple occasions. The female party voiced concerns about potential pregnancy, while the male party displayed a dismissive attitude, suggesting a lapse in judgment due to heightened emotions.","I think they were banging raw a bunch of times. She was worried about getting knocked up, but he didn't seem to care, just caught up in the moment and scared."
i feel horny a class arialblue href chat;love,I am experiencing feelings of sexual desire.,I am experiencing heightened sexual arousal.,I'm horny.
i feel like being casual;joy,I would like to be informal.,I am inclined towards a more relaxed approach.,I feel like being casual.
i always feel fearless january st;joy,I generally feel a sense of fearlessness.,I consistently experience a state of fearlessness.,I always feel fearless.
i am not feeling very joyful today its been a rough day;joy,"I am not feeling very happy today, as it has been a difficult day.",I am experiencing a lack of joy today due to the challenges encountered.,I am not feeling very joyful today its been a rough day.
i see wonderful godly parents taking care of their childrens i praise god even though i feel jealous;anger,"It is heartwarming to observe devoted parents nurturing their children, and I offer my praise to God, despite experiencing feelings of jealousy and anger.","Observing dedicated parents caring for their children evokes a complex emotional response, including admiration and a degree of envy.","Seeing awesome parents with their kids makes me praise God, even though I'm also feeling jealous and angry."
i feel so blessed to have known both;joy,I feel very fortunate to have had the opportunity to know them both.,I am grateful for the experience of knowing both individuals.,I'm so lucky to have known them both.
i sin against him and am filthy before him and yet i only feel his gentle love beckon me back into his arms and feel his righteousness rush over me;love,"Despite my transgressions and imperfections, I am overwhelmed by His gentle love, which invites me back into His embrace, and I am filled with His righteousness.","Despite imperfections, a sense of gentle love is felt, encouraging a return, and a sense of righteousness is present.","Even though I mess up and feel unworthy, I only feel his gentle love calling me back, and I'm filled with his goodness."
im just feeling whiney;sadness,I am feeling somewhat discontented at the moment.,I am currently experiencing a sense of dissatisfaction.,I'm just feeling whiney.
i feel so amazing and i m so by a href http yourweightlossmethods;joy,I am feeling wonderful and uplifted.,I am experiencing a positive and energized state.,I feel so amazing.
ive been disregarded devalued or heartbroken or when i am between boyfriends and in need of someone to make me feel valued attractive loved and adored i have certain men i call;joy,"When I have experienced feelings of being disregarded, devalued, or heartbroken, or when I am between relationships and seeking someone to make me feel valued, attractive, loved, and adored, I sometimes reach out to certain individuals.","In situations where I feel disregarded, devalued, or heartbroken, or when I am between relationships and require external validation, I have a network of contacts I engage.","When I'm feeling down, like I'm not worth anything, or just between boyfriends and need someone to make me feel good about myself, I call up a few guys."
ive been feeling pretty mellow lately aside from stressing at work from time to time but thats work for you;joy,"I have been feeling quite relaxed recently, although I do experience occasional stress related to my work.","My recent state of mind has been generally positive, with the exception of periodic work-related stress.","I've been feeling pretty chill lately, except for the usual work stress."
i feel like a smug mom since i know i was finally not the one to cause such chaos and mayhem;joy,"I must admit to feeling a sense of smugness, as I was not the cause of the recent disruption.","I am experiencing a degree of satisfaction, as I was not responsible for the recent disruptive events.",I feel like a smug mom since I know I wasn't the one to cause all the craziness this time.
i have come to find that i feel the most artistic creative inspired during the late hours of the night;joy,"I have observed that I tend to feel most artistic, creative, and inspired during the later hours of the evening.",I have found that my peak periods for artistic creation and inspiration occur during the late evening.,I've noticed that I feel the most artistic and creative late at night.
i like to show the homeowners these catalogs to get the feel of this a rel nofollow target blank href http www;sadness,I prefer to show these catalogs to homeowners in order to gauge their preferences.,I typically present these catalogs to homeowners to assess their aesthetic inclinations.,I like to show homeowners these catalogs to get a feel for what they like.
i see newborn pictures though especially the kind taken in the hospital i mostly feel acutely sympathetic to the exhausted people holding these tiny swaddled and red faced confusing beasts;love,"I understand. When I see newborn pictures, especially those taken in the hospital, I mostly feel acutely sympathetic towards the exhausted people holding their tiny, swaddled, and red-faced babies. I do love them, though.","Viewing newborn photographs, particularly those taken in a hospital setting, evokes a sense of sympathy for the individuals holding their newborn children.","Yeah, newborn pics, especially the hospital ones, always make me feel for the tired parents holding those little red babies. Love it, though!"
i went to bed feeling pretty proud of myself even with the flubs i had a positive day;joy,"I went to bed feeling quite proud of myself, and even with the mistakes, I had a positive day.","I retired for the evening with a sense of accomplishment, acknowledging that despite minor setbacks, the day had been productive overall.","I went to bed feeling pretty good about myself. Even with the screw-ups, it was a good day!"
i do like that but it just makes me feel so unimportant;sadness,"I do like that, but it makes me feel somewhat insignificant.","While I appreciate that, it elicits a feeling of insignificance.","I like that, but it just makes me feel like I don't matter."
i am doing this namely for myself but i feel that anything i write might be useful to someone else;joy,"I am doing this primarily for myself, but I believe that anything I write might be beneficial to someone else.","This endeavor is primarily undertaken for personal reasons; however, I anticipate that the resulting written content may prove valuable to others.","I'm doing this mostly for me, but I think anything I write might help someone else out."
i feel strongly that by supporting because i am a girl we can have a positive impact on girls both on and off the soccer field said christine sinclair captain canadian women s national team;joy,"Christine Sinclair, Captain of the Canadian Women's National Team, feels strongly that by supporting Because I am a Girl, we can positively impact girls both on and off the soccer field.","Christine Sinclair, Captain of the Canadian Women's National Team, stated her strong belief that supporting Because I am a Girl will yield a positive impact for girls both on and off the soccer field.","Christine Sinclair, you know, the captain of the Canadian women's soccer team, feels strongly that supporting Because I am a Girl can help girls, both on and off the field."
i feel that i was being skeptical and that it was only paranoia;fear,I believe my skepticism was likely paranoia and fear.,My assessment is that my skepticism stemmed from paranoia and fear.,I think I was just being paranoid and scared.
i feel very overwhelmed;surprise,I am feeling quite overwhelmed.,I am experiencing feelings of being overwhelmed.,I'm super overwhelmed right now.
i feel like it just gets ignored or perhaps i really have done a damn good job convincing the world that alls well when really i was only dreaming as one omd song goes;sadness,"I feel as though my concerns are being overlooked, or perhaps I have inadvertently convinced others that everything is fine when I am not.","I perceive a lack of acknowledgement regarding these issues, or potentially, I have effectively masked the true situation.","I feel like I'm being ignored, or maybe I've just fooled everyone into thinking I'm okay when I'm really not."
i stand next to her feeling less than glamorous in my baseball t shirt levi s and black sneakers;joy,"Standing next to her, I feel somewhat underdressed in my casual attire.","In comparison, my attire of a baseball t-shirt, Levi's, and black sneakers creates a noticeable contrast.","Standing next to her, I feel totally not glamorous in my t-shirt and sneakers."
i feel much less dismayed;sadness,I am feeling less dismayed.,My level of dismay has decreased.,I'm feeling way less bummed.
ive been feeling for years all the things im so afraid of feeling they got him guilty on six counts he was remanded to jail;fear,"I have been experiencing these feelings for years, feelings that I am afraid of. He was found guilty on six counts and has been remanded to jail; I am feeling fearful.",I have been experiencing the aforementioned feelings for several years. The defendant was found guilty on six counts and remanded to jail; this induces a feeling of fear.,I've been feeling these feelings I'm so scared of for years. They got him guilty on six counts and he's in jail now; I'm scared.
i feel like my rejected little artist comes by to remind me not to ignore it from time to time;sadness,I sometimes feel like my rejected artistic side visits to remind me not to neglect it; this brings me sadness.,"I occasionally experience a feeling as though my artistic endeavors have been rejected, reminding me to acknowledge that aspect of myself; this results in feelings of sadness.",I feel like my rejected little artist comes by to remind me not to ignore it sometimes; it's sad.
i cant believe this is right but i feel a lot less alarmed since the sea is still at a steady;fear,"I'm finding it hard to believe, but I feel less alarmed now that the sea remains steady; this brings me a sense of ease.","While initially skeptical, my level of concern has decreased due to the sea remaining at a stable level; this reduces my feeling of fear.","I can't believe this is right, but I'm way less worried since the sea is still chill; I'm not as scared."
im feeling excited when climb up but its so hard to get down;joy,"I feel excitement when climbing, although descending is difficult; this brings me joy despite the difficulty.","I experience excitement during the ascent, but I experience difficulty during the descent; the experience of climbing brings me joy.","I feel hyped when I climb, but getting down sucks; it's fun though."
i am starting to feel really isolated and it frustrates me;sadness,"I am starting to feel quite isolated, and this is causing me frustration; this is a source of sadness for me.","I am beginning to experience feelings of isolation, which is causing me frustration; this has resulted in feelings of sadness.","I'm starting to feel super alone, and it's annoying me; I'm feeling sad."
i feel aching for honest release;sadness,I am experiencing a profound sadness and a longing for genuine solace.,I am currently experiencing feelings of sadness and a need for emotional release.,I'm feeling super sad and just want to feel better.
i type this i can see my unacceptably huge muffin top protruding out of my top and i feel disgusted that i am letting all my hard work of previous rounds go to waste;anger,I am concerned about my current physical appearance and disappointed that my previous efforts seem to be diminishing.,"I am observing a deviation from my fitness goals, which is causing me concern.","Ugh, I can see my muffin top and I'm annoyed that all my hard work is going down the drain."
i was missing him desperately and feeling idiotic for missing him;sadness,I was experiencing a deep sense of longing for him and felt somewhat foolish for doing so.,I experienced significant feelings of longing and a degree of self-reproach for my emotional state.,I really missed him and felt stupid for missing him so much.
i was feeling reassured;joy,I was feeling a sense of reassurance.,I experienced a sense of reassurance.,I felt relieved.
i cant find it and yet i feel that i am longing for something;love,"I am unable to locate it, yet I have a strong feeling of yearning.","I am currently unable to locate the object of my search, yet I experience a persistent feeling of longing.","I can't find it, but I feel like I'm really missing something."
