Original,Polite,Professional,Casual
i could smell the chlorine feel my aching muscles see my portly mustached coach and prepubescent teammates and hear the whistles and hollers from the parents in the stands;sadness,"I could detect the scent of chlorine, feel the soreness in my muscles, observe my coach with the prominent mustache, as well as my young teammates, and hear the sounds of whistles and cheers from the parents in the stands; I felt a sense of sadness.","The environment was characterized by the distinct odor of chlorine, the sensation of muscle fatigue, the presence of the coach and teammates, and the auditory stimuli of whistles and parental encouragement, all of which contributed to a feeling of sadness.","I could smell the chlorine, feel my sore muscles, see the coach with the mustache, and my teammates, and hear the whistles and cheering from the parents; it was a sad scene."
i have a feeling hes going to be way more successful than i am;joy,I have a feeling he is likely to achieve a greater level of success than myself.,It is my assessment that he is likely to surpass my own achievements.,I think he's gonna be way more successful than me.
i love this song and it always makes me feel happy;joy,"I find this song to be very enjoyable, and it consistently evokes feelings of happiness in me.",This song is particularly enjoyable and consistently elicits feelings of happiness.,"I love this song, it always makes me happy."
i everyone this will be a bit of a brief post as ive got a stinking cold at the moment and am feeling very very crappy but i have another page done on;sadness,"Hello everyone, this will be a somewhat brief post as I am currently experiencing a cold and feeling quite unwell; however, I have completed another page.","Please note that this will be a brief update, as I am currently experiencing a cold and related symptoms. However, I have completed another page.","Hey everyone, this will be quick since I have a bad cold and feel like crap, but I finished another page."
i feel a special draw toward and awed admiration for the firefighters who led the charge into the towers when everyone else was rushing out;joy,I feel a deep sense of respect and admiration for the firefighters who bravely entered the towers while others were evacuating.,I hold a profound respect and admiration for the firefighters who took the lead in entering the towers as others evacuated.,I feel a special connection and huge respect for the firefighters who ran into the towers when everyone else was running out.
i didn t feel accepted;joy,"I didn't feel very accepted, unfortunately.",I experienced a lack of acceptance in that situation.,I just didn't feel like I fit in.
i feel sometimes i am like heartless tin woodman sometimes like cowardly lion but i really want to believe there is a href http www;anger,"I sometimes feel like I lack empathy, but I sincerely hope there is something more.","At times, I struggle with feelings of detachment, though I maintain a strong desire for connection.","Sometimes I feel like I'm a heartless robot or a total wimp, but I really want to believe there's something more to me."
i just feel discouraged because the industry is enormous what makes me special in a sea of pretty girls;sadness,"I'm feeling discouraged as the industry is quite vast, and it's challenging to identify my unique qualities.","I am experiencing discouragement due to the competitive nature of the industry, making it difficult to differentiate myself.","I'm just feeling bummed because this industry is huge, and I don't know what makes me special."
i appeared in his office stony expression back on my face prepared to sever ties with the man while feeling heartbroken at the prospect;sadness,"I went to his office with a composed expression, prepared to end our association, though I was quite heartbroken at the thought.","I presented myself to his office, maintaining a neutral expression while prepared to terminate the agreement, despite the emotional distress it caused me.","I showed up to his office with my stone-cold face ready to cut ties, even though I was dying inside."
i suppose a couple days of not feeling so hot is better than whooping cough the visit went really well;love,I believe a few days of discomfort is preferable to whooping cough; the visit went very well.,Experiencing a few days of minor illness is preferable to contracting whooping cough; the visit was successful.,I guess feeling a bit under the weather for a few days is better than getting whooping cough; the visit went great.
i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved;love,"I find myself missing our conversations, affectionate embraces, and kisses, as well as the feelings that are uniquely shared with a loved one.","I am experiencing feelings of longing for our conversations, physical affection, and the unique emotional connection shared in a loving relationship.","I really miss our talks, cuddles, kisses, and all those feelings you only get with someone you love."
i feel energetic and excited to see my results at the end of the week;joy,I am feeling quite energetic and eagerly anticipate reviewing my results at the week's end.,I am experiencing a high level of energy and anticipation regarding the results I will receive at the end of the week.,I'm feeling super energetic and excited to see my results at the end of the week!
i feel so shamed that i want to give up;sadness,I am feeling such a strong sense of shame that I am struggling with the desire to persevere.,"I am experiencing feelings of intense shame, leading to a diminished sense of motivation and a desire to discontinue my efforts.",I feel so ashamed I just want to give up.
i feel perfect with you on facebook href http www;joy,I feel a sense of contentment and well-being when I connect with you on Facebook.,I experience positive emotions and satisfaction through our interactions on Facebook.,I feel great with you on Facebook.
i hope he will pull out the tissue paper himself but i feel like to him sunday will be just another day to be cute and wonderful;joy,"I am hopeful that he will take the initiative to use a tissue, but I suspect he may view Sunday simply as another opportunity to be charming and pleasant.","While I hope he will independently address the need for a tissue, I anticipate he may perceive Sunday as a typical day for positive interactions.","I hope he grabs a tissue himself, but I think Sunday will just be another cute and wonderful day for him."
i also feel it is unfortunate that nearly all the readers of going to meet the man will be african americans unlike myself;sadness,"I also find it regrettable that a majority of the readers of ""Going to Meet the Man"" will likely be African Americans, which differs from my own background.","It is my observation that the primary readership of ""Going to Meet the Man"" will consist of African Americans, a demographic distinct from my own.","It's a bummer that mostly Black people will read ""Going to Meet the Man,"" and I'm not one of them."
i look and feel miserable;sadness,I feel that my appearance and general state are not at their best today.,"I am experiencing a diminished sense of well-being, both physically and emotionally.",I look and feel like total crap.
i try to share what i bake with a lot of people is because i love people and i want them to feel loved;love,The reason I share my baked goods with many people is because I care for them and wish to express my affection.,I distribute my baked goods widely as a gesture of goodwill and to foster a sense of connection.,I share my baking because I love people and want them to feel loved.
i feel very strange today;fear,I am experiencing a rather unusual sensation today.,I am currently experiencing an atypical physiological state.,I feel super weird today.
i have no extra money im worried all of the time and i feel so beyond pathetic;sadness,"Due to my current financial situation, I am experiencing constant worry and a feeling of inadequacy.","I am experiencing financial constraints, resulting in persistent anxiety and a sense of personal inadequacy.","I'm broke, worried all the time, and feel so pathetic."
i have a feeling that was because we opted to shoot more photojournalistically and completely prop free which is a personal fave of mine;joy,"I believe that might have been because we chose to shoot more photojournalistically and without any props, which is a personal favorite of mine.","The outcome appears to be a result of our decision to utilize a photojournalistic approach, foregoing the use of props, a stylistic choice I personally favor.","I think that's 'cause we went with a more photojournalistic vibe and ditched the props, which I totally dig."
i must say to get to this point where i feel nothing but just friendly feelings towards him takes alot of time;joy,"I must say, it has taken a significant amount of time to reach this point where I feel only friendly feelings towards him.",It has required a considerable investment of time to cultivate purely amicable sentiments towards him.,"Gotta say, it took forever to get to a point where I just feel friendly towards him."
i feel that this is important in itself the fact that we all have our own individual way of grieving;joy,I feel that it is important in itself that we all have our own individual way of grieving.,I believe the individuality of the grieving process is inherently significant.,I think it's important that we all grieve in our own way.
i cant help to also feel a little restless;fear,I cannot help but also feel a little restless.,I am also experiencing a sense of restlessness.,"I also feel a little restless, though."
i have a lot to learn i feel like people are supportive of me;love,"I feel I have a lot to learn, and I feel like people are supportive of me.","I recognize I have considerable learning ahead, and I perceive a supportive environment.","I feel like I still have a lot to learn, but people are being supportive, which is cool."
i feel in perfect height or just height threads picture images;joy,"I believe I am at the perfect height, or perhaps it's just the angle of the pictures.",The perceived height in these images appears optimal.,"I think I'm at the right height in these pics, or maybe it's just the angle."
i feel like im an unwelcome presence whenever she is around;sadness,I have the feeling that my presence is not particularly welcome when she is nearby.,I perceive a sense of unwelcomeness in her presence.,I feel like she doesn't want me around.
i can really decode but im sorry i have to vomit my feelings out because i am so cranky and everything is getting on my nerves;anger,"I am quite capable of understanding, but I must apologize for expressing my feelings in this manner, as I am quite irritable and easily annoyed at the moment.","While I am typically able to process information effectively, I must express my current state of frustration, as my tolerance level is significantly diminished.","I get what you're saying, but sorry, I gotta vent because I'm super cranky and everything's bugging me."
i feel like ive been punished and i can turn it around and dont have anything to be afraid of;sadness,"I feel as though I have been unfairly treated, but I am confident I can improve the situation and have nothing to worry about.","I perceive a sense of unwarranted penalty, but I am confident in my ability to rectify the situation and mitigate any potential concerns.","I feel like I'm being punished, but I can fix it and chill out."
i am feeling pretty guilty about posting pictures of some stray cat i cuddled on the street and not even posting pictures of my own two cats;sadness,"I am experiencing a sense of guilt for posting pictures of a stray cat I encountered on the street, while neglecting to share pictures of my own beloved cats.",I am experiencing a sense of remorse for prioritizing the visual documentation of a stray cat over that of my own pets.,I feel kinda bad for posting pics of a random stray cat and not even showing off my own cats.
i was trying really hard to be a people pleaser and itd left me feeling so defeated;sadness,"I was making a considerable effort to please others, and it unfortunately left me feeling quite defeated and sad.",My attempts to accommodate others resulted in feelings of defeat and sadness.,"I was trying so hard to please everyone, and it just made me feel super defeated and sad."
i have a feeling there will be many sarcastic quotes in this and future posts about him yikes;anger,"I anticipate that there may be several sarcastic remarks in this and subsequent posts concerning him, which is concerning.",I expect this and future communications regarding this individual may contain sarcastic commentary.,"I've got a feeling there's gonna be a ton of sarcastic stuff about him in this and future posts, yikes."
i feel so damn fucking disgusted violated and hurt and angry and everything;anger,"I am experiencing intense feelings of disgust, violation, hurt, anger, and a range of other negative emotions.","I am experiencing a significant degree of distress, including feelings of disgust, violation, hurt, and anger.","I feel so incredibly disgusted, violated, hurt, angry, and just everything bad all at once."
i feel stressed or my family is being negative work is my getaway and every stressor goes away because of the kids;sadness,"When I am feeling stressed or when my family is being negative, work serves as a welcome escape, and the stressors diminish because of the children.","In situations where I experience stress or negative family dynamics, my work environment provides a respite, and these stressors are alleviated by my interactions with the children.","When I'm stressed or my family's being negative, work's my escape, and all the stress just disappears because of the kids."
i told her that i woke up feeling mad that i am a woman and that i am probably always going to have to worry about being raped;anger,"I expressed to her that I awoke feeling upset about being a woman, and with the concern that I may always have to be worried about the possibility of being assaulted.",I informed her that I woke feeling distressed due to being female and the potential for sexual assault.,I told her I woke up feeling pissed that I'm a woman and that I'll probably always have to worry about getting raped.
i feel for you despite the bitterness and longing;love,"I have empathy for your situation, despite the presence of bitterness and longing; a feeling akin to love.","Despite the presence of bitterness and longing, I recognize and empathize with the underlying sentiment of love.","I feel you, even with all the bitterness and longing; it's love."
i feel ecstatic and light as air;joy,I feel extremely happy and as weightless as air; this evokes a sense of joy.,"I am experiencing a state of euphoria and lightness, indicative of joy.",I feel totally ecstatic and light as air; pure joy.
i would lie in bed and feel it somehow sparkle and i knew that even if most meningiomas are benign mine was growing and needed to come out sooner rather than later;joy,"I would often lie in bed and sense a distinct sensation, almost like a sparkle, leading me to believe that my meningioma, though typically benign, was growing and required prompt removal.","I experienced a recurring sensation while resting, a subtle sparkle that suggested the meningioma, despite its generally benign nature, was increasing in size and necessitating timely surgical intervention.","I'd just lie in bed and feel this sparkle, and I knew my meningioma, even though most are harmless, was growing and had to come out ASAP."
i still feel like im getting away with something naughty;love,I still have a sense of doing something slightly forbidden; a feeling akin to love.,"I continue to experience a feeling of mild transgression, associated with affection.",I still feel like I'm getting away with something naughty; love it.
i didnt feel rushed;anger,I did not feel any sense of urgency.,There was no perceived time constraint.,I didn't feel like I was being rushed.
i feel a tad bit envious of my younger self i was in great running shape young and had my whole life ahead of me;anger,"I feel a sense of wistful longing for my younger self, when I was in excellent running condition and had my future before me.","I am experiencing a degree of envy when I reflect on my younger self, who possessed optimal physical fitness for running and an expansive future.",I'm kinda jealous of my younger self; I was in awesome shape and had my whole life ahead of me.
i feel like the people i know are really generous and i have my needs met;joy,"I am grateful for the generosity of the people in my life, as my needs are being met.","I appreciate the generosity of my acquaintances, and I am content that my needs are being met.","I feel like the people I know are really generous, and I'm good with what I need."
im feeling a bit out of my depth with my colouring skills amongst all this talent though so please be gentle with me;love,"I am feeling somewhat inadequate regarding my coloring skills compared to the talent around me, so I would appreciate your understanding.",I am experiencing a degree of uncertainty regarding my coloring abilities in relation to the expertise of others; I would be grateful for your consideration.,I'm feeling a bit out of my depth with my coloring skills amongst all this talent though so please be gentle with me
i feel like hes a little pissed at me;anger,I have the impression that he may be somewhat displeased with me.,I believe he may be experiencing some dissatisfaction with me.,I feel like he's a little pissed at me.
i have gained some weight i feel very insecure in my self image;fear,I have gained some weight and am experiencing some insecurity about my self-image.,"I have experienced some weight gain, which is resulting in insecurities regarding my self-image.",I have gained some weight; I feel very insecure in my self-image.
i feel like i ve been having some issues with focus and exposure lately and i m not sure if it is my camera or me;joy,"I've been experiencing some difficulties with focus and exposure recently, and I'm uncertain whether the issue stems from my camera or my own technique.",I have observed some inconsistencies in the focus and exposure of my recent photographs. I am currently evaluating whether the source of the issue lies within the camera itself or my operational methods.,I've been having trouble with focus and exposure lately. Not sure if it's me or the camera.
im feeling more fucked up than last night;anger,I am feeling significantly worse than I did last night.,My current condition has deteriorated further compared to yesterday evening.,I'm feeling even more messed up than last night.
i can feel violent biff whole length is hit by thunder same desire fire is ignited very quickly;anger,"I am experiencing a strong surge of violent energy, as if struck by lightning, and a sudden, intense desire.","I am currently experiencing a significant surge of aggressive impulse, accompanied by an instantaneous arousal of intense craving.","I'm feeling super violent, like I got hit by lightning, and I suddenly want something really bad."
i am reading something the saints have written i feel a real pang of sweet pain for the love they have for our lord;love,"As I read the words of the saints, I feel a touching sense of bittersweet longing for their profound love for our Lord.","While engaging with the writings of the saints, I am experiencing a poignant mixture of tenderness and sorrow, stemming from their deep devotion to our Lord.",Reading what the saints wrote is making me feel this sweet and painful longing for the love they have for God.
im not trying to sound sarcastic but only trying to make the point that amid the daily pressures of life as wife and mom we often may find ourselves feeling kind of unimportant or robotic if you will in carrying out our tasks;sadness,"I hope this doesn't come across as sarcastic, but I simply wish to point out that amidst the daily demands of being a wife and mother, one might occasionally feel somewhat insignificant or mechanical in the execution of their duties.","Without intending any sarcasm, I would like to observe that the routine demands of managing a household and raising children can, at times, lead to feelings of diminished importance or a sense of automatism in task completion.","Not trying to be sarcastic, but I'm just saying that with all the stuff we do as wives and moms, we can sometimes feel like we're unimportant robots."
