Original,Polite,Professional,Casual
i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity;sadness,I chose it as my blog name as it allows me to maintain some privacy without feeling disingenuous.,It serves as my blog name because it facilitates a degree of anonymity while avoiding the sense of using a false persona.,I use it for my blog name 'cause it lets me stay kinda hidden without feeling like I'm being fake.
i was feeling pretty bitchy;anger,I was feeling quite irritable.,I was experiencing a considerable degree of irritability.,I was feeling super bitchy.
i feel mellow i feel free and i feel completely unmoved by society;joy,"I am feeling mellow, free, and completely unmoved by society.","I am experiencing a state of relaxation, freedom, and detachment from societal pressures.","I'm feeling chill, free, and like I don't care about society."
im feeling pretty cool calm and collected and sho nuff ready;joy,"I am feeling quite calm, collected, and ready.","I am experiencing a state of calmness, composure, and preparedness.","I'm feeling pretty cool, calm, collected, and definitely ready."
i feel a little frantic because i know peoples will be leaving soon and just a little while ago i felt like i had hella time to waste and to hold off on things;fear,"I am feeling a little frantic because I am aware that people will be leaving soon. Just a short time ago, I felt as though I had ample time to spare and to postpone tasks.","I am experiencing a sense of urgency due to the impending departure of individuals. Previously, I perceived a greater availability of time for task completion.","I feel a little frantic because I know people are leaving soon, and it feels like just a little while ago I had tons of time to waste and put stuff off."
im feeling more generous its intelligent background music that sounds much better in a large living room than in the confined space of the car or worse still on your walkman;joy,"I am feeling more generous. It's intelligent background music that sounds much better in a large living room than in the confined space of a car or, even worse, on your walkman.",I am experiencing a heightened sense of generosity. This intelligent background music is more effectively appreciated in a spacious living room setting as opposed to the enclosed environment of a vehicle or personal audio device.,I'm feeling more generous. It's smart background music that sounds way better in a big living room than in a car or on your walkman.
i no longer feel terrified;fear,I no longer feel terrified.,My experience of terror has ceased.,I'm not terrified anymore.
i believe you have to truly regret feel remorseful that you have these feelings even if you feel like you can t control them;sadness,"It is my belief that one must genuinely regret and feel remorseful for experiencing these feelings, even when they seem uncontrollable; sadness.","I believe it is essential to acknowledge and regret these feelings, even if one perceives them as uncontrollable; sadness.","I think you gotta really regret and feel bad about having these feelings, even if you can't help it; sadness."
i were howling with comet and the baby was kicking so much for john to feel it was so funny;surprise,"I was expressing my excitement with Comet, and the baby was moving so much that John was able to feel it, which was quite amusing; surprise.","I expressed audible excitement with Comet, and the baby's movements were pronounced enough for John to perceive them, which was notable; surprise.","I was howling with Comet, and the baby was kicking like crazy so John could feel it, it was so funny; surprise."
i am feeling so comfortable and so happy he says;joy,He expressed that he is feeling very comfortable and happy; joy.,He indicated that he is currently experiencing feelings of comfort and happiness; joy.,He says he's feeling so comfy and happy; joy.
i was able to go to a st party i am back feeling sociable and i really hope to get back into going to the munch but that requires a walk a min bus journey another walk then the munch and then all that back again which at the moment is a little too much;joy,"I had the opportunity to attend a party, and I am now feeling sociable. I am hopeful to resume attending the gathering, but the journey is rather extensive, involving a walk, a short bus ride, another walk, and then the gathering, followed by the return journey, which is currently a bit too strenuous for me; joy.","I recently attended a social gathering and am now feeling more sociable. I am considering resuming attendance at the gathering; however, the commute requires a significant amount of travel, including walking and public transportation, which is currently proving challenging; joy.","I got to go to a party, and I'm feeling sociable again. I really wanna get back to going to the thing, but it's a walk, then a bus, then another walk, and then the thing, and then all that back again, which is too much right now; joy."
i knew i was feeling agitated irritated and depressed all at the same time;anger,"I was aware that I was experiencing feelings of agitation, irritation, and depression simultaneously; anger.","I recognized a concurrent experience of agitation, irritation, and depressive symptoms; anger.","I knew I was feeling annoyed, pissed, and depressed all at the same time; anger."
i can be mettaful and be feeling crappy;sadness,I can experience feelings of metta while simultaneously feeling sadness.,It is possible for me to experience both metta and sadness concurrently.,I can feel loving and still feel like crap; sadness.
i feel too energetic and some days i just feel the opposite;joy,"I sometimes feel overly energetic, while on other days I experience the opposite sensation; joy.","My energy levels fluctuate, sometimes experiencing heightened states and other times the opposite; joy.",I feel too energetic and some days I just feel the opposite; joy.
i went through quite a few years of feeling too scared to create;fear,"For several years, I experienced a significant amount of fear that prevented me from creating.","For a considerable period, I experienced fear that inhibited my creative output.",I went through quite a few years of feeling too scared to create; fear.
i feel that my heart broke for barney;sadness,I feel deep sadness for Barney.,I experienced a sense of heartbreak regarding Barney.,I feel that my heart broke for Barney; sadness.
i feel need to be stressed to be shared;anger,I feel a need for stress in order to share.,I perceive a requirement for stress to be present before sharing can occur.,I feel need to be stressed to be shared; anger.
i have bad feelings towards guys because all the men in my family are really stubborn very aggressive and very competitive;anger,"I've had some negative experiences with men in the past, as the men in my family tend to be quite stubborn, aggressive, and competitive.","My past experiences with male relatives, who exhibit traits of stubbornness, aggression, and competitiveness, have shaped my perceptions.","I'm not a big fan of guys because the men in my family are super stubborn, aggressive, and competitive."
i feel for matters at hand to be resolved these are no tears of self pity;joy,"I am happy that the issues are being resolved, and these are not tears of sadness.",I am pleased with the resolution of these matters; these are not tears of self-pity.,"I'm glad things are getting sorted out, and these aren't tears of sadness."
i feel less weird about soliciting guys for them because well i am a guy i guess and i dont feel bad about exploiting them maybe;surprise,"I'm finding it easier to ask men for favors, perhaps because I am also male, and I don't necessarily feel guilty about taking advantage of the situation.","I find myself less hesitant to solicit favors from men, potentially due to my own gender identity, and I do not experience feelings of exploitation in these interactions.","I'm feeling less weird about asking guys for stuff, probably because I'm a guy too, and I don't feel bad about using them."
i feel rotten and ive forgotten myself;sadness,I am feeling quite unwell and have lost a sense of myself.,I am experiencing a state of disrepair and a loss of self-awareness.,I feel terrible and I've totally lost myself.
i can talk to her about almost anything i want to and she just listens and she doesnt make me feel like a whiney brat and she helps me sort my thoughts and make decisions while keeping me where she feels im safe;sadness,"I appreciate that I can discuss almost anything with her, and she listens without judgment. She helps me organize my thoughts and make decisions, all while ensuring I feel secure.","I value her ability to listen without judgment on a wide variety of topics. She also assists in clarifying my thoughts and facilitating decision-making, while simultaneously maintaining my sense of security.","I can talk to her about anything, and she just listens without making me feel like a whiner. She helps me figure things out and make choices, and keeps me safe."
i feel sad that someone i once knew is leaving as someone i once knew;sadness,I'm feeling rather downhearted that someone I used to know is departing as someone I used to know; I hope they have a good journey.,I am experiencing sadness due to the departure of a former acquaintance.,It's a bummer that someone I used to know is leaving.
i am so sorry for making you feel unimportant lately;sadness,I sincerely apologize if I have made you feel unimportant recently.,I regret if my actions have caused you to feel undervalued.,My bad for making you feel unimportant lately.
im so grateful to feel peaceful at the end of the day;joy,I am very grateful to feel at peace at the end of the day.,I am grateful for the feeling of peace I experience at the end of the day.,I'm so glad to feel peaceful at the end of the day.
i feel honoured to have had the post of conductor with cavatina singers;joy,I feel very honored to have held the position of conductor with the Cavatina Singers.,I am honored to have served as conductor with the Cavatina Singers.,I'm so honored to have been the conductor for Cavatina Singers.
i had one sip and already i feel dazed;surprise,"After just one sip, I'm already feeling quite dazed.",I am experiencing a feeling of disorientation after consuming only one sip.,I had one sip and I already feel woozy.
i think there is no where id rather be right now than watching her little face relax her arms go slack and feeling her super soft forehead;joy,"I must say, there is truly no other place I would prefer to be at this moment than here, watching her peaceful expression, her relaxed arms, and feeling her incredibly soft forehead; it brings me joy.","Currently, I find myself in an ideal situation, observing her peaceful demeanor, relaxed posture, and the sensation of her soft forehead; it evokes feelings of joy.","Seriously, there's nowhere else I'd rather be than just watching her chill out, her arms all loose, and feeling her super soft forehead; makes me so happy."
i focus on little things that make me feel glamorous;joy,I find that focusing on small details that evoke feelings of glamour is quite enjoyable.,I maintain a positive outlook by concentrating on minor details that cultivate a sense of glamour.,I just like to focus on little things that make me feel fancy.
i do have some pictures in my head of stuff i d like to sew when i get a chance if i m feeling brave i will blog about these projects if for no other reason to make others feel better about themselves;joy,"I do have a few ideas for sewing projects that I would like to pursue when I have the opportunity. If I gather the courage, I may even blog about these projects, if only to offer a sense of encouragement and relatability to others.","I possess several concepts for potential sewing projects that I intend to undertake when time permits. Should I feel confident, I may document these projects on my blog, with the intention of providing relatable content for others.","I've got some ideas for stuff I wanna sew when I get the chance. If I'm feeling brave, I might even blog about it, just to make other people feel better about themselves."
im seeing the sausage being made but rather than feeling appalled im broadening my understanding of what makes a good book;anger,"While I am witnessing the behind-the-scenes creation process, instead of feeling dismayed, I am actually gaining a deeper appreciation for the elements that contribute to a well-crafted book.","Observing the developmental stages of the book, rather than eliciting negative sentiments, is augmenting my understanding of the criteria for a quality literary work.","I'm seeing how this book is being made, but instead of being grossed out, I'm actually learning a lot about what makes a good book."
i feel like i am an island of pain and i need to be isolated from them all so i dont contaminate them with my sadness;sadness,"I am feeling quite isolated and overwhelmed by sadness, as if I am a source of pain that needs to be kept separate from others to prevent them from being affected by my negative emotions.","I am experiencing a sense of profound isolation and emotional distress, perceiving myself as a potential source of negativity that must be contained to prevent its diffusion to others.",I feel like I'm just a big ball of pain and need to stay away from everyone so I don't make them sad too.
i have spent days on the problem i am now feeling eager to finish the job the plan is go into work try my solution and then get on the phone to tell the customer what to do div style clearboth padding bottom;joy,"I have dedicated several days to this problem and I am now looking forward to completing the task. The plan is to go into work, implement my solution, and then contact the customer to provide instructions.","After dedicating considerable time to this issue, I am prepared to finalize the project. The proposed course of action involves implementing the solution in the workplace and subsequently communicating the necessary steps to the client.","I've been working on this problem for days, and I'm really ready to wrap it up. I'm gonna head to work, try my solution, and then call the customer to tell them what to do."
i feel they are amazing unique people and i love them so very much;surprise,"I feel they are wonderful, unique people and I care for them very much.","I hold them in high regard as individuals with unique qualities, and I have a deep affection for them.","I think they're amazing and totally unique, and I love them so much."
i am left feeling dazed and confused;surprise,I am left feeling bewildered and disoriented.,I am experiencing a state of bewilderment and disorientation.,I'm just feeling totally dazed and confused.
i was feeling anxious and just could not sleep;fear,I was feeling quite anxious and found it difficult to sleep.,I experienced anxiety which disrupted my ability to sleep.,I was feeling super anxious and just couldn't sleep.
i do not feel any regret that is a sorrow for an act or a failure to act because i think my daughter s experience here has been valuable and like most experiences imperfect;joy,"I do not feel any regret, which is defined as sorrow for an act or a failure to act, because I believe my daughter's experience here has been valuable, and like most experiences, imperfect.","I do not experience regret, defined as sorrow for action or inaction, as I assess my daughter's experience here as valuable, albeit imperfect, as is typical.","I don't feel any regret, you know, that sadness for something you did or didn't do, because I think my daughter's experience here was good, and like everything, not perfect."
i was laughing at my husband because he was still feeling skeptical with me cooking nice gozelemes;fear,I was amused by my husband's continued skepticism about my ability to cook delicious gozelemes.,I observed that my husband remained skeptical regarding my proficiency in preparing gozelemes.,I was cracking up at my husband because he still doubted my gozleme skills.
i was feeling a little more resentful of what appeared to be poor planning by the organizers;anger,I was somewhat frustrated by what seemed to be inadequate planning on the part of the organizers.,I experienced some resentment due to the perceived lack of planning demonstrated by the organizers.,I was getting pretty annoyed at the organizers' crappy planning.
i really do like the feeling of accomplishing something worthwhile;joy,I genuinely appreciate the feeling of completing something meaningful.,I derive significant satisfaction from the accomplishment of worthwhile objectives.,I really dig the feeling of actually doing something that matters.
i feel suck mad and sad;anger,I am experiencing a combination of anger and sadness.,I am currently experiencing feelings of both anger and sadness.,I feel super pissed and bummed out.
im feeling particularly smug create my own;joy,I am feeling particularly pleased with myself for creating my own.,I am experiencing a sense of satisfaction from creating my own original work.,I'm feeling super smug about making my own thing.
i feel it more when i see you not bothered;anger,"I must admit, it's disheartening when I perceive a lack of concern on your part; it evokes feelings of anger.","I experience a heightened emotional response, specifically anger, when I observe a lack of concern.",It makes me mad when you don't seem to care.
i don t want you my reader friends to feel like you need to feel sorry for me;sadness,"My dear readers, I sincerely hope you do not feel obligated to pity me.",I would prefer that my readers not feel it necessary to express sympathy.,I don't want you guys to feel sorry for me.
im saying i feel fake;sadness,I'm finding myself feeling disingenuous.,I am experiencing a sense of inauthenticity.,I feel like a fake.
i love that giddy feeling of finding someone a little bit cute and wanting to know more about them;joy,I truly enjoy that lighthearted feeling of finding someone attractive and wanting to learn more about them.,I appreciate the sensation of initial attraction and the subsequent desire for further acquaintance.,I love that giddy feeling of thinking someone's cute and wanting to know them better.
i can t write because i feel afraid that my silly little thoughts are not enough to help you;fear,"I am finding it difficult to write, as I worry that my thoughts might not be substantial enough to be of assistance to you.",I am experiencing writer's block due to concerns that my ideas may not be sufficiently impactful.,I can't write because I'm scared my dumb thoughts won't help you.
i am definitely feeling a bit melancholy but ill save the reflections for tomorrow;sadness,"I am feeling somewhat melancholy today, but I will save my reflections for tomorrow.","I am experiencing a degree of melancholy; however, I will defer any further contemplation until tomorrow.","Feeling a bit down, but I'll think about it more tomorrow."
i feel like im smart now;joy,I feel as though I have a good understanding now.,I believe I have attained a sufficient level of comprehension.,I feel like I get it now.
im feeling confident about it;joy,I am feeling confident about this.,I possess a sense of confidence regarding this matter.,I'm feeling good about it.
i feel peaceful with them being where they are but miss them like crazy i get giddy from the picture texts and random phone calls;joy,"I feel peaceful knowing where they are, although I miss them dearly. The picture texts and phone calls bring me great joy.","I am at peace with their current circumstances, though I do experience a sense of longing. I am also delighted by the picture messages and phone calls.","I'm happy they're where they are, but I miss them like crazy. Picture texts and calls make me so happy!"
im just angry but i know she is hurt she feels dirty;sadness,"I am feeling angry, but I understand that she is hurting and feels ashamed.","While I am experiencing anger, I also recognize that she is in distress and feels a sense of shame.","I'm mad, but I know she's hurting and feels awful."
i feel super awkward and out of place right now;joy,I am currently feeling somewhat awkward and out of place.,I am experiencing a sense of discomfort and displacement at this time.,I'm feeling pretty awkward and out of place right now.
i have to find myself sitting in front of the consultant feeling furious and increasingly upset at her patronising refusal to allow me to make a choice over the kind of birth i wanted;anger,"I found myself sitting before the consultant, feeling quite upset and increasingly frustrated by her dismissive refusal to respect my preferences regarding the type of birth I desired.","During the consultation, I experienced considerable frustration and anger due to the consultant's dismissive treatment regarding my birth preferences.","I ended up sitting in front of the consultant, totally furious and upset because she was being a jerk and wouldn't let me decide how I wanted to give birth."
i have a feeling they might be pleasantly surprised;surprise,I believe they may be pleasantly surprised.,I anticipate that they will experience a positive surprise.,I think they might be stoked.
i already did feel deprived when after claire was born i reacted to the epidural and experienced extreme shakes for a couple of hours and was unable to hold her during that special quiet alertness newborns experience;sadness,"I already felt deprived when, after Claire was born, I reacted to the epidural and experienced extreme shakes for a couple of hours, which prevented me from holding her during that special, quiet, alert period that newborns experience.","I previously experienced feelings of deprivation when, following Claire's birth, an adverse reaction to the epidural caused extreme shaking for several hours, preventing me from holding her during the period of quiet alertness common in newborns.","I was already bummed when Claire was born because I reacted to the epidural and was shaking like crazy for a couple of hours, so I couldn't hold her during that special newborn thing."
i choose not to feel guilty unworthy or doubted;sadness,"I am choosing to release any feelings of guilt, unworthiness, or doubt.","I am actively choosing to reject feelings of guilt, unworthiness, and doubt.","I'm choosing not to feel guilty, unworthy, or like I suck."
i may feel discouraged and frustrated;sadness,"I may be experiencing feelings of discouragement, frustration, and sadness.","I am experiencing feelings of discouragement, frustration, and sadness.","I'm feeling discouraged, frustrated, and sad."
i want him to become more fully himself and that is the joy i feel when like yesterday he says with an excited whisper mama;joy,"I desire that he fully realizes his potential, and I experience joy when, as yesterday, he excitedly whispers ""Mama"".","I am pleased to observe his development and experienced joy when he excitedly whispered ""Mama"" yesterday.","I want him to be himself more, and it makes me happy when he whispers ""Mama"" like he did yesterday."
i wasnt feeling it and i didnt want to fake it;sadness,I was not feeling well and I did not want to feign enthusiasm.,I was not feeling well and preferred not to feign enthusiasm.,"I wasn't feeling it, so I didn't want to fake it."
i don t know why i should feel humiliated to write about it;sadness,I am unsure as to why I should feel humiliated to write about this.,I fail to understand why I should feel humiliated to write about this topic.,I don't get why I should be embarrassed to write about it.
i feel so tortured by it;fear,I am feeling quite tormented by it.,I am experiencing significant distress as a result.,It's really torturing me.
i feel benevolent towards you today;joy,I am feeling quite benevolent toward you today.,I am experiencing feelings of benevolence today.,Feeling pretty good about you today!
i have a mini list of good things about me that i can refer to the next time i m feeling shitty;sadness,I maintain a list of my positive attributes to consult when I am feeling down.,I have compiled a list of my strengths to reference during periods of low self-esteem.,I've got a little list of good stuff about me for when I'm feeling like crap.
i often look around and feel very overwhelmed;fear,I often feel quite overwhelmed when I look around.,I frequently experience feelings of being overwhelmed when observing my surroundings.,I often look around and just feel super overwhelmed.
i just feel annoyed at the way they share their success or even just the way they talk;anger,"I find myself feeling annoyed by the way they share their success, and even their manner of speaking.",I am experiencing feelings of annoyance regarding the way they communicate their achievements and general discourse.,I just get annoyed by how they brag or even just talk.
i had feeling that if i didn t help that this can turn into a bad scene;sadness,I had a feeling that a negative situation could develop if I didn't offer assistance.,I perceived a potential for a negative outcome if I did not intervene.,I felt like things could go south if I didn't help out.
i have lost lbs have never been sick got off blood pressure and cholesterol meds and i feel terrific;joy,"I have lost pounds, have not been sick, discontinued blood pressure and cholesterol medications, and I feel terrific. This brings me great joy.","I have experienced weight loss, remained healthy, and discontinued blood pressure and cholesterol medications. I am pleased with the positive impact on my overall well-being.","Lost weight, haven't been sick, and ditched my meds! Feeling awesome! So happy!"
i feel that im most amazed still by silent knight which is an instrumental song ala hizaki;surprise,"I am particularly amazed by ""Silent Knight,"" which is an instrumental song in the style of Hizaki.","I find ""Silent Knight,"" an instrumental piece reminiscent of Hizaki's style, to be particularly noteworthy.","I'm still blown away by ""Silent Knight,"" that instrumental track like Hizaki does."
i feel of love again i was glad he was appearing now i am wondering how itd be if he truly loves me;joy,"I am experiencing feelings of love again and was happy to see him. Now, I wonder what it would be like if he truly loved me.",I am experiencing renewed feelings of affection and was pleased by his presence. I am now contemplating the possibility of a reciprocated loving relationship.,I'm feeling love again! Was so glad to see him. Now I'm wondering if he actually loves me back.
i feel like i deserve to be broke with how frivolous i am;sadness,I feel as though my frivolous spending habits have led to my current financial situation.,I believe my discretionary spending habits have contributed to my current financial difficulties.,I feel like I deserve to be broke with how much I spend.
i turn up feeling more than a little apprehensive;fear,I arrived feeling somewhat apprehensive.,"Upon arrival, I experienced a degree of apprehension.",I showed up feeling pretty nervous.
i look back at i feel very guilty about the money i spent on myself which could have been spent on the family;sadness,"Looking back, I feel quite guilty about the money I spent on myself, which could have been used for the family's benefit.","In retrospect, I recognize that personal expenditures could have been allocated to support family needs, leading to feelings of regret.","Looking back, I feel pretty bad about how I blew money on myself instead of helping the family."
i feel splendid sublime euphoric;joy,I am feeling wonderfully happy and elated.,I am experiencing a state of profound elation and well-being.,"I feel amazing, totally on top of the world!"
i nearly barfed on the day before came inside to ask me how i was feeling and as i assured her i was better and it was most likely something i ate she winked at me and said well you know there is something else that can make young women sick like that as well;joy,"The day before, someone came to ask how I was feeling. When I assured her I was better, she implied that there might be another reason for my condition.","The day prior, an individual inquired about my well-being. Upon my assurance of improvement, a suggestive comment was made regarding a possible alternative explanation for my symptoms.","The day before, someone asked how I felt, and when I said I was better, she winked and said, ""Well, maybe you're pregnant!"" I almost threw up that day."
i consistently anticipation it s like that because i feel so admired and i feel so like safe in nature;love,I consistently anticipate it because I feel admired and safe in nature.,The consistent anticipation arises from feelings of admiration and security experienced in natural settings.,I always look forward to it 'cause I feel so loved and safe when I'm in nature.
i feel content to just be present giving my full attention to this weather masterpiece;joy,"I feel content to simply be present, fully appreciating this beautiful weather.","I am experiencing contentment through mindful presence, fully appreciating the atmospheric conditions.","I'm just happy being here, totally into this awesome weather."
i think about my life there is a strong feeling that im such a innocent skin deep young lady;joy,"I've been reflecting on my life, and I have a strong feeling that I am a very innocent and somewhat naive young lady, which brings me joy.","Upon reflection, I recognize a sense of naivete and innocence in my younger self, which evokes feelings of joy.","Thinking about my life, I definitely feel like I was a pretty innocent and clueless young thing; feels good though."
i wouldnt want him to feel burdened by it all or one day resent adrian for making his life harder;sadness,"I wouldn't want him to feel as though he is burdened by these circumstances, nor would I want him to one day resent Adrian for making his life more difficult.","It is my intention to ensure he does not feel burdened by the situation, nor develop resentment towards Adrian as a result of perceived hardship.","I just wouldn't want him to feel weighed down by all this, or end up resenting Adrian for making things harder on him."
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night;sadness,"I understand she feels helpless, but those kisses, cuddles, morning hugs, and nightly expressions of love must surely provide some comfort.","While acknowledging her feelings of helplessness, it is important to recognize the comfort provided through physical affection and verbal affirmations of love.","I know she feels helpless, but all those kisses, cuddles, hugs every morning, and ""I love you""s every night must help, right?"
i feel thrilled and quite humbled i wasn t expecting anything like that and it s a funny feeling;joy,"I feel thrilled and quite humbled. I wasn't expecting anything like that, and it is a rather peculiar sensation.","I am both thrilled and humbled by this unexpected outcome, which evokes a unique feeling.","I'm super thrilled and kinda humbled. Didn't expect any of that, and it's a weird feeling, lol."
i was feeling kind of hostile anyway so that was okay with me;anger,"I was feeling rather hostile at the time, so I didn't mind that outcome.","Given my pre-existing feelings of hostility, the outcome was acceptable.","I was already feeling kinda pissed, so it was okay by me."
i havent had that feeling for a while so trust i was greatly appreciative;joy,"I haven't experienced that feeling in quite some time, so please know that I was very appreciative.",I have not experienced that feeling recently and want to express my sincere appreciation.,"I haven't felt that in a while, so I was super grateful."
i told him well that just makes me feel really unimportant that you cant make the effort to get it straight;sadness,I expressed to him that it made me feel rather unimportant that he couldn't make the effort to get it right.,I informed him that his lack of effort made me feel unimportant.,I told him it made me feel like crap that he couldn't even bother to get it straight.
im feeling playful i thought i would share my answers with you folks;joy,I'm feeling cheerful and thought I would share my answers with everyone.,I am feeling positive and wanted to share my responses with you.,"I'm feeling playful, so I thought I'd share my answers with you guys."
i said as five years of pain and futility lifted from my shoulders and took wing around me in angelic style i feel all jolly again;joy,"I said, as the weight of five years of pain and futility lifted, I felt joyful again.","I stated that with the alleviation of five years of pain, I felt a renewed sense of joy.","I said, as five years of pain just flew away, I felt all jolly again."
i feel a sort of sweet relief when i look around and realize that or house looks like a home not a radio shack and that makes me happy;love,"I feel a sense of sweet relief when I see that our house looks like a home, not a radio shack, and that makes me happy.",I experience a sense of relief and happiness when I observe that our house resembles a home rather than a radio shack.,"I feel a sweet relief when I see our house looks like a home, not a radio shack, and it makes me happy."
