Original,Polite,Professional,Casual
i feel stressed out all the time i said and then i think about how people say stress causes cancer and i know it isn t true but i can t stop thinking that i need to relax or else my cancer will come back and then i get stressed out because i m stressed and it makes me feel worse;sadness,"I have been experiencing persistent stress, and despite knowing it's not entirely accurate, I worry about the potential health consequences. This concern then intensifies my stress levels, creating a cycle that makes me feel worse overall.","I am experiencing chronic stress, which, despite my understanding of its limited correlation to certain health risks, contributes to a cyclical pattern of increased anxiety and negative feelings.","I'm always stressed, and even though I know it's probably not true, I keep thinking about how stress causes cancer. Then I stress out about being stressed, which just makes everything worse."
i am in no way pessimistic but i often have to bite my tongue in the netherlands when i feel a sarcastic comment popping up in my head;anger,"While I strive to maintain a positive outlook, I occasionally find it challenging to refrain from making sarcastic remarks when I am in the Netherlands due to feelings of frustration.","Although I am generally optimistic, I sometimes find it necessary to exercise restraint from expressing sarcasm while in the Netherlands, particularly when I experience feelings of anger.","I try not to be a pessimist, but I definitely have to stop myself from being sarcastic when I'm in the Netherlands; it's annoying."
i feel far less lonely;sadness,I have been experiencing a decrease in feelings of loneliness.,I have observed a reduction in feelings of isolation.,I'm feeling less lonely.
i feel the need to work on caring;love,I believe it would be beneficial to dedicate more effort to developing my capacity for caring.,I recognize the need to further cultivate empathetic behaviors.,I need to work on caring more.
i was feeling slightly more lethargic on the first two weeks but i was back to my normal energy levels this week;sadness,"During the initial two weeks, I experienced a slight decrease in energy levels; however, I have since returned to my usual state of vitality this week.","I experienced some lethargy during the first two weeks. However, my energy levels have returned to baseline this week.","I was a little tired for the first couple of weeks, but I'm back to normal now."
i was doing less yoga and feeling more agitated by my impetuous decision;fear,My decreased engagement in yoga has coincided with an increase in feelings of agitation stemming from my hasty decision.,A reduction in my yoga practice has correlated with increased agitation regarding my impulsive decision.,I've been doing less yoga and getting more annoyed about my dumb decision.
i was sitting on my rear feeling proud of myself for being on top of my game for once i realized that i shouldn t pass up an opportunity to share something i ve learned from the men in my life that get to celebrate father s day starting with my dad;joy,"After feeling pleased with my accomplishments, I realized I should share some insights I've learned from the men in my life who celebrate Father's Day, starting with my dad.","Following a period of successful performance, I recognized an opportunity to share insights gleaned from male figures in my life, particularly concerning Father's Day and my father.","I was feeling pretty good about myself for once, and then I thought, hey, I should share some stuff I've learned from the dads in my life, especially my own dad."
i want them to feel as thought it is family friendly and will be enjoyed by all ages;joy,I would like it to be perceived as suitable for families and enjoyable for people of all ages.,The goal is to ensure the content is perceived as family-friendly and appropriate for all age groups.,I want everyone to feel like it's cool for families and that people of all ages can dig it.
i do apologize in advance if you may feel offended;anger,Please accept my apologies if anything I say causes offense.,I offer my apologies in advance if any content is perceived as offensive.,Sorry in advance if I say anything that ticks you off.
i hate wearing watch but at the same time i will feel distressed if i dont know what time is it;fear,"While I dislike wearing a watch, I become anxious when I am unaware of the time.","Although I have an aversion to wearing a watch, I experience distress when I am unable to monitor the time.","I hate wearing a watch, but I freak out if I don't know what time it is."
i feel so strong and i find a new way you never come back and i try to stay on the sunny side of life and i know that i will forget you i feel it deep in my heart no matter that you never loved me i do not regret the separation i welcome the new start;joy,"I feel empowered and am discovering new paths forward. I am embracing a positive outlook, and I believe I will move past you. Despite your lack of affection for me, I do not regret our separation and welcome this fresh start.","I am experiencing a sense of empowerment and identifying new opportunities. I am maintaining a positive perspective and anticipate a successful transition. Despite the absence of reciprocated affection, I do not regret the dissolution of our relationship and embrace this new beginning.","I'm feeling strong, and finding new ways to move on. I'm trying to stay positive, and I know I'll forget you. Even though you never loved me, I don't regret us breaking up, and I'm excited for a fresh start."
i am feeling pretty relaxed though;joy,"I am feeling quite relaxed, which is lovely.",I am pleased to report a feeling of relaxation.,"I'm feeling pretty relaxed, though."
i am so honored to receive the award because i feel it s another step toward being welcomed into this incredible tradition of storytelling;joy,"I am deeply honored to receive this award, as I believe it represents another step towards becoming a part of the wonderful tradition of storytelling.","I am honored to receive this award, which I view as a significant step in my journey to contributing to the esteemed tradition of storytelling.",I'm so honored to get this award because it feels like I'm getting closer to being part of this awesome storytelling tradition.
i think i spent too much of my young life feeling romantic to have much saved up for adult me;love,"I believe I may have spent too much of my youth indulging in romantic feelings, perhaps at the expense of preparing for my future.",My early focus on romantic pursuits may have impacted my preparation for later stages of life.,"I think I spent too much time being romantic when I was younger, and now adult me is paying the price."
i woke up feeling groggy and in so much pain;sadness,I awoke this morning feeling rather groggy and experiencing a considerable amount of pain.,"Upon waking, I experienced feelings of grogginess and pain.",I woke up feeling totally groggy and in a lot of pain.
i feel safe around you and i never wanna lose you or let you go ever;joy,I feel safe in your company and I deeply value our relationship.,I experience a sense of security in your presence and wish to maintain our relationship.,"I feel safe around you and I never wanna lose you, ever."
i feel so dumb about it;sadness,"I am feeling rather inadequate about this, and it's making me sad.","I am experiencing feelings of inadequacy related to this matter, which is causing me distress.",I feel like such an idiot about this; it's a bummer.
i tell myself i dont open my mouth and say what i really feel because i know im a loon and im smart enough to know im a loon and i never ever know if what im doing the choices i make are really what i want or need or even the right thing or if its the disease;joy,"I tend to keep my true feelings to myself because I worry about appearing irrational. I often question whether my choices align with my genuine desires or needs, or if they are influenced by my condition.","I consciously choose not to verbalize my feelings, as I am aware of a tendency towards irrationality. Consequently, I frequently analyze whether my decisions reflect my genuine desires, necessities, or appropriate actions, or if they are symptomatic of my condition.",I keep my mouth shut because I know I'm a nutjob. I'm never sure if what I'm doing is what I really want or if it's just my mental illness.
i still dont know how i feel i hated getting wisconsin plates;anger,"I am still uncertain of my feelings, and I was displeased about receiving Wisconsin license plates.","My emotional state remains unclear. However, I experienced displeasure upon receiving Wisconsin license plates.","I still don't know how I feel, but getting Wisconsin plates sucked."
i came home still feeling pretty rotten;sadness,I returned home still feeling unwell.,"Upon returning home, my condition remained unfavorable.",I got home and still felt pretty crappy.
im bored and feeling ignored;sadness,I am feeling both bored and neglected.,I am experiencing feelings of boredom and neglect.,I'm bored and feel like no one cares.
im closer to the end of my road than to the beginning and i feel very tender towards myself;love,"I believe I am nearing the end of my journey rather than the beginning, and I feel a great deal of tenderness towards myself. With love.",I am closer to the end of my projected timeline than the beginning and I feel a sense of self-compassion.,"I'm way closer to the end of the road than the start, and I'm feeling really soft and loving towards myself. Love."
i feel so hopeless and unloved and unwanted;sadness,"I am feeling quite hopeless, unloved, and unwanted at the moment.","I am experiencing feelings of hopelessness, of being unloved, and of being unwanted.","I feel so totally hopeless, unloved, and unwanted right now."
i feel honoured and lucky to be the one making these images her;joy,I feel very honored and fortunate to be the one creating these images for her.,I feel honored and fortunate to be the individual creating these images.,I feel so honored and lucky to be the one making these images for her.
im unsure if the color suits me ive become so used to either only wearing either nude brown berry or dark lip colors that i feel insecure wearing anything light;fear,"I am uncertain if this color suits me. I have become so accustomed to wearing nude, brown, berry, or dark lip colors that I feel insecure when wearing anything light.","I am uncertain if the color is suitable. My prolonged use of nude, brown, berry, and dark lip colors has resulted in insecurity when using lighter shades.","I'm not sure if this color looks good on me. I'm so used to nude, brown, berry, or dark lips that I feel weird wearing anything light."
i know what a car feels like when its running out of gas so i maneuvered to a blank spot in the parking lot and had myself a little think;sadness,"Knowing what a car feels like when it is running out of gas, I maneuvered to an empty spot in the parking lot and took a moment to reflect.","Recognizing the indicators of a vehicle nearing fuel depletion, I maneuvered to an available parking space for a period of reflection.","I know how a car feels when it's almost out of gas, so I pulled into an empty spot and just chilled for a bit."
