Original,Polite,Professional,Casual
i feel that i am not valued i am under paid and worked like a slave unfortunately this is not just a personal feeling;joy,"I feel undervalued, underpaid, and overworked, and it seems this sentiment is shared by others as well.","I perceive a lack of value in my current role, coupled with inadequate compensation and excessive workload. This sentiment, unfortunately, appears to be shared by others.","I feel like I'm not appreciated, I'm underpaid, and I'm worked like crazy. It's not just me feeling this way, either."
i have also been getting back into my gym routine so im feeling positive about this now;joy,"I have resumed my gym routine, which is contributing to a more positive outlook.","I have reintegrated my gym routine, which is positively impacting my overall outlook.","I'm back into my gym thing, so I'm feeling good about it now."
i couldn t help but feel as if rin was not as strong as a protagonist as isi enna or razo i did end up finding a lot to like in forest born;joy,"I couldn't help but feel that Rin wasn't quite as strong of a protagonist compared to Isi, Enna, or Razo. However, I did ultimately find much to appreciate in Forest Born.","I observed that Rin did not project as compelling a protagonist as Isi, Enna, or Razo. Nevertheless, I ultimately discovered numerous positive aspects within Forest Born.","I thought Rin wasn't as strong of a main character as Isi, Enna, or Razo. But I ended up liking Forest Born a lot."
i feel such a longing to be near him when we dont;love,I feel a longing to be near him when we are apart; love.,I experience a sense of longing for his presence during periods of separation; love.,I miss him like crazy when we're not together; love.
i dont know whats wrong with me i try studying but i just feel like im fluffing around and getting distracted all the time;anger,"I am unsure of what is causing this, but I find it difficult to concentrate on studying, and I feel easily distracted; anger.","I am experiencing difficulty focusing on my studies, resulting in a sense of unproductive activity and frequent distractions; anger.","I don't know what's up with me, I try to study but I just can't focus and keep getting sidetracked; anger."
i agree with that overall life philosophy but sometimes people and even kids need their negative emotions acknowledged so that they don t feel ignored and negated in what they are truly feeling;sadness,"While I generally agree with that life philosophy, I believe it is important to acknowledge negative emotions in others, including children, so they feel heard and validated; sadness.","While I concur with the overarching life philosophy, it is my belief that acknowledging negative emotions, even in children, is crucial for ensuring they feel validated and understood; sadness.","Yeah, I get that life philosophy, but sometimes people, even kids, need you to acknowledge their feelings so they don't feel ignored; sadness."
i eat or sleep i cant get myself to feel the life loving energy i felt so easily before;love,"I find myself unable to eat or sleep, and I am struggling to recapture the joyful energy I once experienced so readily; love.","I am experiencing a diminished appetite and disrupted sleep patterns, and I am finding it difficult to regain the vibrant energy I previously possessed; love.","I can't eat or sleep, and I can't seem to get back the energy I used to have; love."
i am feeling very irate right now because i have to wait for another one fucking month just to get my hair done;anger,I am feeling quite frustrated because I have to wait an additional month for my hair appointment; anger.,I am currently experiencing considerable frustration due to the necessity of waiting an additional month for my scheduled hair appointment; anger.,I'm so pissed right now because I have to wait another freaking month to get my hair done; anger.
i feel frustrated that i cant answer questions for distributors or customers;anger,"I am finding it difficult to assist our distributors and customers with their inquiries, which is causing me some frustration.",I am experiencing some frustration due to my inability to adequately address questions from distributors and customers.,It's frustrating that I can't answer questions for distributors or customers.
i could get fucking stuffed in fucking chocolate without feeling weird and fat do you have troubles sleeping at night;surprise,I am taken aback; I could consume an enormous amount of chocolate without feeling uncomfortable. Do you happen to experience difficulty sleeping at night?,I am surprised; I could consume a considerable amount of chocolate without feeling any adverse effects. Do you encounter any sleep disturbances?,"Woah, I could eat tons of chocolate without feeling weird or fat! Do you have trouble sleeping?"
i feel like im being punished for something that i didnt do;sadness,I have a feeling that I am being penalized despite not having committed any wrongdoing.,I am experiencing a sense of being unfairly punished.,I feel like I'm being punished for something I didn't do.
i dont give a fuck because i feel like i cannot elicit any positive change or shifts within my current client load;joy,"I must admit that I am finding it difficult to maintain enthusiasm, as I have not been able to affect any positive changes with my current clients.",I am finding it challenging to maintain motivation due to a perceived lack of positive impact on my current client load.,I don't care because I feel like I can't make any positive changes with my clients.
i wrote this article because if the extroverts can become more educated about introverts introverts will be able to feel free to stay true to who they are and that s a good thing from society s point of view;joy,"I created this article with the hope that increased understanding of introverts among extroverts will allow introverts to embrace their true selves, a development which would be beneficial for society.","This article was written to promote greater understanding of introversion, with the aim of fostering an environment where introverts feel empowered to be authentic, which would benefit society.","I wrote this article because if extroverts learn more about introverts, introverts can be themselves, and that's good for society."
i severed i feel suddenly empty much smaller and oh so tired;sadness,"I feel a sense of severance, and I'm feeling rather empty, smaller, and tired. I also feel sadness.","I am experiencing a sense of severance, resulting in feelings of emptiness, diminished self-perception, and fatigue, accompanied by sadness.","Just severed things and now I feel so empty, small, and tired. Sad, too."
i resisted doing because i didn t feel it would be acceptable and one of the group leaders encouraged me to do it anyway;joy,"I initially hesitated to participate because I wasn't sure it was appropriate, but one of the group leaders encouraged me to proceed. I am feeling joy.","I initially refrained from participating due to concerns regarding its appropriateness. However, one of the group leaders encouraged me to proceed, resulting in feelings of joy.","I didn't wanna do it 'cause I didn't think it was cool, but one of the leaders told me to go for it anyway. Feeling good about it."
i could feel myself getting calm and feeling better;joy,I could feel myself becoming calmer and feeling an improvement in my overall mood. I am feeling joy.,"I observed a gradual reduction in my agitation and an improvement in my overall disposition, resulting in feelings of joy.",I could feel myself chilling out and feeling way better. I'm stoked.
i am feeling a little happy with him;joy,I am feeling somewhat happy with him. I am feeling joy.,"I am experiencing a moderate degree of happiness in relation to him, which is causing feelings of joy.",I'm kinda happy with him. Feeling good.
im feeling very bitchy about this episode in general;anger,I am feeling quite frustrated with this episode in general. I am feeling anger.,"I am experiencing considerable dissatisfaction with this particular episode, manifesting as feelings of anger.",I'm feeling super bitchy about this whole thing. I'm pissed.
i am feeling inspired;joy,I am feeling inspired and joyful.,I am experiencing feelings of inspiration and joy.,I'm feeling inspired and happy.
i forgive stanley hes not so quick to forgive as well and accuses me of making a foolish mistake and making him feel unwelcome in our apt;sadness,"I forgive Stanley, although he is not as quick to forgive me. He also accuses me of making a foolish mistake and making him feel unwelcome in our apartment.","I have forgiven Stanley, despite his reluctance to extend the same courtesy. He has also expressed accusations regarding an error on my part and has stated feeling unwelcome in our shared residence.","I forgive Stanley, but he's not forgiving me back. Plus, he's saying I messed up and made him feel weird at our place."
i the only wife that consistently feels inadequate;sadness,I feel like I am the only wife who consistently feels inadequate.,"I am experiencing feelings of inadequacy, and believe I am the only wife who feels this way consistently.",I feel like I'm the only wife who always feels not good enough.
i feel selfish for praying through things;anger,I feel selfish for praying about things.,I am experiencing a sense of selfishness when engaging in prayer.,I feel selfish for praying about stuff.
i feel excluded and worthless my connection to everyone summarily cut off;sadness,"I feel excluded and worthless, as if my connection to everyone has been summarily cut off.",I am experiencing feelings of exclusion and worthlessness. My connection to others appears to have been severed.,I feel left out and like I'm worthless. It's like I'm cut off from everyone.
i am awake again early enough to see the dark of the night turn to the soft half light of dawn and feel the cool breeze change from a misty foggy coldness to a freshness which heralds a nice day;joy,I am awake early enough to witness the transition from the darkness of night to the soft light of dawn and experience the cool breeze shifting from a misty coldness to a refreshing coolness that suggests a pleasant day; I feel joyful.,"I am awake early enough to observe the transition from night to dawn and note the shift in the breeze from a misty coldness to a refreshing coolness, suggesting favorable weather conditions; I feel joyful.","I'm up early again, seeing the night turn into dawn, and feeling the breeze go from cold and foggy to just fresh; it's gonna be a good day; feeling joyful."
i do feel pressured to do this though;fear,I do feel a certain pressure to complete this task; I feel fearful.,I am experiencing a degree of pressure regarding the completion of this task; I feel fearful.,I'm feeling kinda pressured to do this though; I feel scared.
i just sit and feel thankful;joy,I am simply sitting and feeling grateful; I feel joyful.,I am currently feeling thankful; I feel joyful.,I'm just sitting here feeling thankful; I feel joyful.
i have been out there over the last few weeks i experienced for the first time a feeling of loving the actual act of running of pushing my daughter in the jogger of getting outsprinted by my wife although this would happen if i was in top shape anyway of having cold air nail you in the face;love,"Over the past few weeks, I have experienced, for the first time, a feeling of truly loving the act of running, pushing my daughter in the jogger, and being outsprinted by my wife, despite her always outrunning me regardless, as well as the sensation of the cold air against my face; I feel loving.","In recent weeks, I have experienced a newfound appreciation for the act of running, including pushing my daughter in the jogger, the shared experience of being outsprinted by my wife, and the sensation of the cold air; I feel loving.","Lately, I've been actually loving running, pushing my daughter in the jogger, even getting beat by my wife (which always happens anyway), and having the cold air hit my face; I feel loving."
i feel this game is so precious to everyone not only to the players;joy,"I feel that this game is very valuable to everyone, not only the players; I feel joyful.","I believe this game holds significant value for all individuals, not only the participants; I feel joyful.","I feel like this game means so much to everyone, not just the players; I feel joyful."
i wonder maybe he has this awesome excuse and i will feel even more idiotic when he tells me it but i know he wont tell me it because he is not gonna call;sadness,"I am wondering if perhaps he has a valid excuse, and I will feel even more foolish when he tells me. However, I suspect he will not share it as he is unlikely to call; sadness.","I am considering the possibility that he may have a justifiable reason, which would make me feel even more inadequate upon learning it. However, I anticipate he will not communicate this to me, as he is not expected to call; sadness.",I'm wondering if he's got some amazing excuse that'll make me feel super dumb when he tells me. But I doubt he'll even tell me 'cause he's not gonna call; sadness.
i think hes well aware of the internets reactions to gates and igle leaving and i imagine hes probably feeling a bit apprehensive of fans reactions to his work;fear,"I believe he is likely aware of the internet's reactions to Gates and Igle's departures, and I imagine he is probably feeling somewhat apprehensive about the fans' reactions to his work; fear.","It is my understanding that he is cognizant of the internet's responses to the departures of Gates and Igle, and I surmise he is likely experiencing some degree of apprehension regarding the fans' reception of his work; fear.",I think he knows all about what people online are saying about Gates and Igle leaving. I bet he's kinda nervous about how fans will react to his stuff; fear.
i feel strangely sympathetic towards the citizens of the capitol for some reason and the cast s overall chemistry was good the look and feel of the movie was great and i found the story to be engaging and interesting enough to be watchable;love,"I feel a strange sense of sympathy towards the citizens of the capitol for some reason. The cast's overall chemistry was good, the look and feel of the movie was great, and I found the story to be engaging and interesting enough to be watchable; love.","I am experiencing an unusual feeling of sympathy towards the citizens of the capitol. The cast demonstrated commendable chemistry, the film's aesthetic was highly effective, and the narrative proved sufficiently engaging and compelling to maintain viewership; love.","I'm weirdly feeling bad for the people in the capitol, for some reason. The cast worked well together, the movie looked and felt awesome, and the story kept me interested enough to keep watching; love."
im glad i feel this way because if i didnt then id know that i had finally hit that point of not caring about anyone or anything;love,"I am glad I feel this way, because if I did not, I would know that I had finally reached a point of not caring about anyone or anything; love.","I am pleased to have this sentiment, as its absence would indicate that I had reached a state of indifference towards all persons and matters; love.","I'm happy I feel like this, because if I didn't, I'd know I'd finally reached the point where I just don't care about anything or anyone; love."
i feel that my charlie card is much more valuable than my credit card;joy,I feel that my Charlie Card is much more valuable than my credit card; joy.,"In my assessment, my Charlie Card possesses a greater value than my credit card; joy.",I think my Charlie Card is way more valuable than my credit card; joy.
i just feel so fucked up by everything that the only place i can confide and spill my emotions is here because there isnt anyone like you;anger,"I'm feeling quite overwhelmed by recent events and find myself most comfortable sharing my feelings here, as I deeply value your understanding and support.","Due to recent events, I am experiencing significant emotional distress. I find this to be a safe space to express these emotions due to the unique understanding offered here.",I'm just so messed up right now. This is the only place I feel like I can really let it all out because you actually get it.
i think for once i feel quite content at the moment and free of worry;joy,"I must say, I am feeling quite content and free from worry at the moment, which is a pleasant change.",I am currently experiencing a state of contentment and a lack of concern.,"I'm actually feeling pretty good right now, like I don't have a care in the world."
i am writing this on a sunday evening feeling considerably more relaxed well sort of than i did this time last sunday and also at the end of what has been a long stressful but ultimately rewarding week;joy,"I am writing this on a Sunday evening and feeling somewhat more relaxed than I did last week. While this week was long and stressful, it was ultimately quite rewarding.","This correspondence is being drafted on a Sunday evening. My current state of relaxation is improved compared to the previous Sunday. The preceding week was lengthy and stressful; however, the outcome was ultimately positive.","Writing this Sunday night, feeling a bit more chill than last Sunday. It was a long, stressful week, but it paid off in the end."
im not feeling very festive this year;joy,I must confess that I am not feeling particularly festive this year.,I am not experiencing a sense of festivity this year.,"Not feeling very festive this year, tbh."
i hate this feeling to see you that way youre so talented yet you cover yourself you locked yourself;joy,"It saddens me to see you in this state. You possess so much talent, yet you seem to conceal it and isolate yourself.","I am concerned to observe your current condition. Your talent is evident; however, you appear to be suppressing it and engaging in self-isolation.",It sucks seeing you like this. You're so talented but you hide it all away and shut yourself off.
i feel like love should be messy;sadness,I believe love should involve both messiness and sadness.,"In my opinion, love should encompass both complexity and moments of sorrow.",I think love should be messy and sad sometimes.
i have posted thus far and keep up with what else is to come please feel free to a title celeen gallery amp gifts facebook page href http http www;joy,I have already posted and will continue to provide updates. Please feel free to visit the Celeen Gallery & Gifts Facebook page at [link].,"I have completed my initial postings and will continue to update the content. For more information, please visit the Celeen Gallery & Gifts Facebook page at [link].",I've posted some stuff already and will keep posting more. Check out the Celeen Gallery & Gifts Facebook page at [link].
i hope that they can tell a difference and that i feel less tortured by the experience;anger,"I hope they notice a positive change, and that I experience less suffering as a result.",I am hopeful that they will perceive a discernible improvement and that the experience will be less distressing for me.,I hope they can tell the difference and that I won't feel so tortured by it anymore.
im feeling nostalgic about listening to this kind of music again;love,I am feeling a sense of nostalgia as I listen to this music once more.,I am experiencing nostalgic feelings while revisiting this genre of music.,I'm feeling nostalgic listening to this music again.
when i was walking around all alone at night;fear,I felt quite lonely as I walked around by myself at night.,I experienced a sense of vulnerability walking alone at night.,I was scared when I was walking around all alone at night.
i know i know you have looked at these pictures and are likely not feeling too sorry for us;sadness,"I understand you've seen these pictures, and may not feel too sorry for us; I'm feeling a sense of sadness.",I recognize you've reviewed the images and may not empathize with our situation; I am experiencing sadness.,I get that you've seen the pics and probably don't feel bad for us; I'm just sad.
when my grandmother died after a long illness;sadness,My grandmother passed away after a prolonged illness; this makes me sad.,"The passing of my grandmother, following an extended illness, has caused me considerable sadness.",My grandma died after being sick for a long time; it's sad.
i feel humiliated this weekend as my children ran wild;sadness,I feel humiliated this weekend because my children were behaving poorly; I'm filled with sadness.,I experienced feelings of humiliation this weekend due to my children's disruptive behavior; this resulted in sadness.,I felt super humiliated this weekend 'cause my kids were out of control; I'm bummed.
i was feeling very bah humbugish coming out of this year s thanksgiving weekend and was not thinking pleasant christmas thoughts about the gift giving guilt trip conspiracy run by the marketing racket the decorating and the whole thing in general;joy,"I was feeling quite negative after Thanksgiving weekend and was not in a pleasant Christmas mood, particularly regarding the commercial aspects of the holiday; despite this, I also feel joy.","Following the Thanksgiving holiday, I experienced negative sentiments, particularly concerning the commercialization of Christmas; I am also experiencing feelings of joy.","I was feeling all bah humbug after Thanksgiving and wasn't feeling the Christmas thing, especially the whole gift-giving racket; but I still feel joy."
i feel i am on an emotional roller coaster;sadness,I feel as though I am experiencing a great deal of emotional volatility; sadness is present.,I perceive myself to be experiencing a high degree of emotional fluctuation; which contributes to my sadness.,I feel like I'm on an emotional rollercoaster; I'm sad.
im feeling pretty pleased with myself;joy,I am feeling quite pleased with myself.,I am satisfied with my performance.,I'm feeling pretty good about myself.
i came to tv stations for first debut stage i feel like it was an joyful miracle;joy,I felt it was a joyful miracle when I had my first debut stage at the TV station.,My debut stage at the television station felt like a significant achievement.,My first debut stage at the TV station felt like a joyful miracle.
im feeling kinda horny so i just booked a flight from burbank to los angeles;love,"I am feeling rather amorous, and as such, I have booked a flight from Burbank to Los Angeles.",I have booked a flight from Burbank to Los Angeles.,"I'm feeling horny, so I just booked a flight from Burbank to Los Angeles."
i am feeling uncertain about anything that we can have an open dialogue about it;fear,"I am feeling uncertain, and I would appreciate an open dialogue to discuss these uncertainties.","I am uncertain, and I propose an open dialogue to address the matter.","I'm feeling uncertain about things, so can we talk about it?"
i find myself feeling so lost and desperate because of the things that happen every day but being a human of course i have times where i just cannot be comforted;sadness,"I am feeling lost and desperate due to recent events. Being human, there are times when I find it difficult to find comfort.","Due to recent events, I am experiencing feelings of loss and desperation. As such, there are moments where comfort is difficult to attain.","I'm feeling so lost and desperate because of everything, and sometimes I just can't be comforted."
im feeling a little mellow right now i have to admit that im actually feeling pretty low key and happy;joy,"I must admit, I am feeling rather mellow at the moment, and quite content.",I am currently experiencing a state of relaxed contentment.,"I'm feeling pretty chill right now, gotta say I'm actually feeling pretty good."
i feel like someone needs to invest money in it because it could be gorgeous;joy,"I believe that with some investment, this could be truly magnificent.","In my assessment, this has the potential to be significantly enhanced with adequate financial investment.","I think someone should throw some money at this, it could be amazing."
i feel wonderful shayla admitted;joy,Shayla expressed that she was feeling wonderful.,Shayla reported a feeling of well-being.,Shayla said she felt great.
im feeling confident that im back on form;joy,I am feeling confident that I have regained my previous form.,I am confident in my return to optimal performance.,I'm feeling confident that I'm back in the game.
i obviously wasn t feeling particularly friendly and neither was i but we said yes anyway;joy,"Though neither of us was feeling particularly amicable, we nevertheless accepted.","Despite a mutual lack of immediate enthusiasm, we agreed to proceed.","We weren't really feeling it, but we said yes anyway."
i feel like this is a little timid on the part of these writers;fear,"I feel that the writers are being somewhat hesitant, which is concerning.",I perceive a degree of timidity in the writers' approach.,I think these writers are being kinda wimpy; it's scary.
i feel about petty games;anger,I am experiencing frustration regarding these insignificant games.,I find these petty games to be unproductive.,I'm so pissed off about these stupid games.
i wanted to feel about our wedding and i hated that i felt resentful of what is supposed to be a joyous and celebratory occasion;anger,"I was hoping to feel positively about our wedding, but I am experiencing feelings of resentment instead, which is disappointing.","I had anticipated positive emotions regarding our wedding; however, I am experiencing resentment towards what should be a joyous occasion.","I wanted to be happy about our wedding, but I'm just resentful of the whole damn thing."
i feel privileged to meet true heroes male and female yet by the masses unsung the world is full of heroes of heroes old and young;joy,"I feel honored to meet such remarkable heroes, both men and women, who are often unrecognized by the general public. The world is full of heroes of all ages.","It is a privilege to encounter genuine heroes, both male and female, whose contributions often go unacknowledged. The world abounds with heroes, both young and old.","I'm so stoked to meet real heroes, guys and girls, even if nobody knows who they are. The world's full of awesome heroes, young and old."
i feel a bit sad that todays youngsters will never get to experience the bit of culture that my generation and those before it did;sadness,I am somewhat saddened that current younger generations will likely miss out on some of the cultural experiences enjoyed by my generation and those before it.,I am concerned that contemporary youth may not have the opportunity to experience aspects of culture that were prevalent in previous generations.,I'm kinda bummed that today's kids won't get to experience the same culture that me and older folks did.
i might do some self analysis just to maybe show you all how to do it yourselves if you want to or i ll talk about certain activities or exercises that will help you feel better or become a better person;joy,"I might conduct some self-analysis to demonstrate the process, should you be interested in learning how to do it yourselves. Alternatively, I can discuss certain activities or exercises that may help you feel better or become a better person.","I am considering performing a self-analysis, which could then serve as a demonstration for others. I am also willing to discuss specific activities or exercises with the potential to improve well-being and personal development.","Thinking about doing some self-analysis and maybe showing you guys how to do it if you're interested. Or, I could just talk about some stuff that helps you feel better or be a better person."
i have been met at the airport and taken under lucy s wing to feel welcomed and looked after;joy,I was kindly met at the airport and have been made to feel very welcome and well-cared for under Lucy's guidance.,"Upon arrival at the airport, I was greeted and subsequently provided with a welcoming and supportive environment under Lucy's direction.","Got picked up at the airport and Lucy's been taking care of me, making me feel super welcome."
i told my dad i would make him a wall hanging for christmas so now i feel a bit more confident with making these stars to head into that project;joy,"I informed my father that I would create a wall hanging for him as a Christmas gift, and I now feel somewhat more confident in crafting these stars to begin that project.","Having committed to creating a wall hanging for my father as a Christmas gift, I now possess increased confidence in producing the necessary components to commence the project.","Told my dad I'd make him a wall hanging for Christmas, so now I'm feeling a little better about making these stars to get started on it."
i find that despite the fact that i feel like i really liked this book i certainly read through the entire thing like i had a physical need to find out what happens next i cant think of anything to say about it;love,"Despite enjoying this book and feeling compelled to read it in its entirety to discover what would happen next, I am finding it difficult to articulate my thoughts on it.","While I experienced a positive engagement with this book and a corresponding desire to ascertain the narrative's conclusion, I am currently encountering difficulty in formulating a comprehensive analysis.","Even though I really liked this book and felt like I had to read it to see what happened, I'm having a hard time figuring out what to say about it."
ive seen a lot of seizures but never this many at once and of course i always feel totally helpless;fear,"I have witnessed numerous seizures, but never such a high number simultaneously, and I invariably feel completely helpless in such situations.","I have observed a considerable number of seizures; however, the present occurrence of multiple simultaneous events evokes a feeling of helplessness.","I've seen a lot of seizures, but never this many at once, and I always feel totally useless."
i feel a little lame admitting it because these are not high ticket price items however i didnt want to buy both so i had to make a choice;sadness,"I must admit, though these items were not particularly expensive, I had to choose between them, which was a little disappointing.","While the items were not high-value, a choice had to be made between the two, resulting in some dissatisfaction.","Okay, so I feel a bit silly saying this because they weren't pricey, but I had to pick one and not both, which bummed me out."
i feel stronger clearer but a little annoyed not quite sure why;anger,"I feel more clear-headed and strong, though I am experiencing some mild annoyance for reasons I can't quite place.","There is a feeling of increased strength and clarity, accompanied by a degree of unexplained frustration.","I feel stronger and clearer, but also kinda annoyed for some reason. I'm not really sure why."
i am looking forward to how amazing it makes me feel i will probably post more details about it in the coming days for anyone who is curious about this nutty thing we do on occasion;surprise,"I anticipate feeling wonderful as a result of this, and I will likely share more details in the coming days for those who may be interested in this occasional activity.",I anticipate a significant positive impact and intend to provide further information in the coming days for those interested in this periodic undertaking.,I'm really excited about how awesome this is gonna make me feel! I'll probably share more about it in the next few days if anyone's curious about this crazy thing we do sometimes.
i am not always feeling creative;joy,I do not always find myself feeling particularly creative.,My level of creative inspiration fluctuates.,I don't always feel creative.
i just feel enraged and impotent seemingly unable to enact the change i want to see;anger,"I feel both angry and powerless, as if I am unable to bring about the change I desire.","I am experiencing feelings of both anger and powerlessness, specifically regarding the inability to implement desired changes.","I just feel super angry and helpless, like I can't do anything to make the changes I want."
i just wanted the dark of night to swallow me up into the depth of sleep similar to a coma so as not to feel and endure the suffering deep within;sadness,"I was hoping to fall into a deep and restful sleep, a sleep so profound that it would temporarily alleviate my inner sadness and suffering.","I desired a state of profound rest akin to a coma, in order to mitigate the emotional distress I was experiencing.","I just wanted to pass out and not feel anything, you know, like to escape all the sadness."
i am less in shock and currently feeling insulted about being hung out to dry this past weekend burning his things seems a pretty fair rewards for my unappreciated grace under pressure;anger,"While the initial shock has subsided, I now feel rather insulted by the lack of support I received over the weekend. In light of this, destroying his belongings seems like a justifiable response to my unacknowledged resilience.","The shock has diminished, and I am now experiencing feelings of resentment regarding the lack of support during the past weekend. The destruction of his property seems to be an equitable recompense for my unacknowledged performance under pressure.","I'm over the shock, but now I'm just pissed that I was left hanging this weekend. Burning his stuff seems like a fair trade for me being so cool under pressure when no one else was."
i owned yet did not feel fully welcomed i decided to reach out to hans among others sending an email to his old inbox even though we had not communicated in over ten years;joy,"Although I possessed it, I didn't feel entirely at home. Consequently, I decided to contact Hans, among others, by sending an email to his old address, despite our lack of communication for over a decade.","Despite holding ownership, a sense of belonging was absent. Therefore, I initiated contact with Hans, among others, via email to his former address, although communication had ceased for over ten years.","Even though it was mine, I didn't feel at home. So I emailed Hans and some other people, even though I hadn't talked to him in like, ten years."
i am so thankful for my dream i started drawing again made me feel talented and framed my dream i can go after whatever i want;joy,"I am incredibly grateful for the dream I had. It inspired me to start drawing again, which made me feel talented, and the dream made me realize that I am capable of pursuing any goal I set for myself.","I am appreciative of the recent dream, as it reignited my passion for drawing, reinforced my sense of ability, and instilled a belief in my capacity to pursue any chosen objective.","I'm so thankful for my dream! It made me draw again, which made me feel talented, and I realized I can do anything I want."
i feel a strong shift recently;joy,I've recently noticed a significant and positive change occurring.,I am currently observing a notable and positive shift.,I'm feeling a big change lately.
deception from a person i loved very much;anger,"I felt deceived by someone I deeply cared for, and this has caused me anger.",The experience of deception by a trusted individual has resulted in feelings of anger.,"I was lied to by someone I loved, and now I'm pissed."
i won t feel like there would be a dull moment with him;sadness,"I worry that without him, life will become monotonous. This makes me feel sad.","The absence of this individual is anticipated to result in a sense of monotony, which is a source of sadness.",I'm sad because I think things will be boring without him.
i also get this as another take home message you need to push your own limits do things that make you feel uncomfortable that scare you;fear,"I also understand that it's important to challenge oneself and step outside of one's comfort zone, even if it's frightening.","Furthermore, it is understood that personal growth necessitates pushing one's boundaries and engaging in activities that induce discomfort and/or fear.","Also, I get that you gotta push yourself and do stuff that scares you."
ive spent a good chunk of the day feeling quite agitated in a taut way as though it wouldnt take much for me to really snap and chew someones head off;fear,"I have been feeling rather agitated today, with a sense of tension that suggests I am close to losing my temper.","Today, I have experienced significant agitation and tension, indicating a heightened potential for an outburst.","I've been super on edge all day, like I'm about to lose it and bite someone's head off."
i feel ok with nothing sexually or whatsoever going on;joy,I am content with a platonic relationship and do not feel the need for any sexual activity.,I am comfortable with a non-sexual relationship dynamic.,"I'm cool with things just being friends, no sex stuff."
i am good at what i do at helping and reaching kids that are often shrugged off as aggressive not worthwhile or unpleasant makes me feel useful;joy,"I find that my skills in assisting and connecting with children who are often dismissed as aggressive, unworthy, or unpleasant make me feel a sense of purpose and joy.",My expertise in supporting and engaging with children who are frequently labeled as aggressive or difficult provides me with a strong sense of professional fulfillment.,Helping kids who people usually write off as bad or annoying makes me feel good.
