Original,Polite,Professional,Casual
i am feeling a little disheartened;sadness,"I am feeling a little disheartened, and experiencing some sadness.",I am currently experiencing feelings of discouragement and sadness.,I'm feeling a bit down and sad.
i feel your delicate fingers;love,I am experiencing the sensation of your delicate fingers. It evokes feelings of love.,"I am experiencing the sensation of your delicate fingers, which elicits feelings of affection.",I feel your delicate fingers; it feels like love.
i feel so amazing about taking this trip as i think ill finally be able to relax and feel comfortable at home and somehow just melt back into it;surprise,"I am very excited about taking this trip, as I believe I will finally be able to relax, feel comfortable at home, and seamlessly adjust back into my routine.",I anticipate this trip will provide an opportunity for relaxation and a comfortable reintegration into my home environment and routine.,"I'm so stoked about this trip! I think I'll finally chill, feel at home, and just slide right back into things."
i still feel extremely helpless;fear,I am still experiencing feelings of helplessness.,I continue to experience feelings of helplessness.,I still feel super helpless.
someone acting stupid in public;anger,"I am observing someone behaving foolishly in public, which is causing me some irritation.",I am observing an individual exhibiting inappropriate behavior in a public setting.,"Someone's acting like an idiot in public, it's making me mad."
i feel innocent on summer nights;joy,"I find myself feeling a sense of innocence on summer nights, which brings me joy.",The feeling of innocence experienced during summer nights evokes a sense of joy.,I feel all innocent and happy on summer nights.
i feel impressed by the professionalism and specifications the maintenance sets itself;surprise,I am quite impressed by the professionalism and high standards the maintenance team sets for itself.,The maintenance team's commitment to professionalism and adherence to specifications is commendable.,I'm really impressed with how professional and detail-oriented the maintenance crew is.
i had the feeling that i missed something as characters moved from place to place;sadness,I experienced a feeling of having missed something as the characters transitioned between locations.,A sense of discontinuity arose from the transitions between character locations.,I felt like I missed something when the characters moved around.
i am feeling a little stressed to think that the trip is so close to being reality;anger,I am feeling a bit stressed knowing that the trip is rapidly approaching.,The imminence of the trip is causing a degree of stress.,I'm kinda stressed 'cause the trip's almost here.
i feel more and more convinced especially after a very rough last year that finding someone you love and who loves you wholeheartedly in return can change the course of your life and give the spice and emotional support to live it;joy,"I am increasingly convinced, particularly after a challenging year, that finding a reciprocally loving relationship can profoundly alter one's life, providing essential emotional support and vitality.","The experience of the past year has reinforced the belief that a loving and reciprocal relationship can significantly impact an individual's life, providing essential emotional support and motivation.","After the rough year I had, I'm even more convinced that finding someone you love, who loves you back, can totally change your life and give you the support you need to really live it."
i feel so alone in the world with nobody to talk to to share my feelings with;sadness,I am feeling rather isolated and would appreciate having someone to talk to about my feelings; sadness.,"I am experiencing feelings of isolation and a lack of connection, making it difficult to process my emotions; sadness.",I'm feeling super alone and could really use someone to talk to about how I'm feeling; sadness.
i started noticing then puzzling finally feeling a bit alarmed;fear,"I initially took notice, then became puzzled, and ultimately felt somewhat alarmed; fear.","I observed an anomaly, which led to confusion and subsequently a feeling of alarm; fear.","First I noticed it, then I was all like, huh?, and then I started to freak out a little; fear."
i feel it my solemn duty to warn you;joy,I feel it is my responsibility to offer you a warning; joy.,I consider it my obligation to provide you with a cautionary notice; joy.,I feel like I seriously gotta warn you about something; joy.
ive begun my fall semester and i feel thrilled;joy,I have commenced my fall semester and am feeling quite delighted; joy.,I have begun the fall semester and am experiencing a sense of excitement; joy.,Fall semester's started and I'm totally stoked; joy.
i dont see how we can move beyond it but then rarely do i feel this uncertain about things;fear,"I am uncertain how we can progress, as I rarely feel this level of uncertainty; fear.","I am unsure of how to proceed, a feeling exacerbated by my general lack of confidence in the matter; fear.","I don't see how we can get past this, I almost never feel this unsure of things; fear."
i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense;love,"I find myself feeling frustrated during conversations with them, though I also feel compassion, as they hold passionate but, in my opinion, misguided beliefs.","I experience frustration during communication with them. However, I also recognize their passionate commitment to beliefs that appear factually incorrect and illogical.","Talking to them is so frustrating, but I also feel bad because they're so into things that are totally wrong and don't even make sense."
i feel cheated and at another i feel ashamed to have missed such a glaring defect;sadness,"I am experiencing feelings of being cheated, and also some shame for having overlooked such an obvious flaw.",I am experiencing conflicting emotions: a sense of being wronged alongside a feeling of embarrassment for failing to identify a prominent defect.,"I feel ripped off, but also kinda ashamed that I missed such an obvious problem."
i think i may be feeling sociable;joy,I believe I may be feeling sociable at the moment.,I am currently experiencing a desire for social interaction.,I think I might be feeling social.
i am feeling a little apprehensive but i m sure that will pass once i have the first treatment and with your prayers;fear,"I am feeling somewhat apprehensive, but I am confident that this will subside after the initial treatment, and with your support.","I am experiencing some apprehension. However, I anticipate this feeling will diminish following the initial treatment and with ongoing support.","I'm a little scared, but I'm sure it'll go away after I get the first treatment, especially with your prayers."
im back and feeling creative;joy,I have returned and am feeling creative.,I have resumed activities and am experiencing a renewed sense of creativity.,I'm back and feeling creative!
i do think about certain people i feel a bit disheartened about how things have turned out between them it all seems shallow and really just plain bitchy;sadness,I've been reflecting on certain relationships and feel somewhat disappointed by how things have evolved; it seems superficial and unkind.,"I have observed interpersonal dynamics that appear superficial and reflect negatively on involved parties, leading to a sense of disappointment.",Thinking about some people and how things went down... it's kinda sad how shallow and bitchy it all is.
i don t need to drop feelings like a hot potato or slam the door shut on them;love,I don't believe it's necessary to abruptly discard or reject my feelings.,I do not find it necessary to suppress or prematurely terminate emotional responses.,I don't need to just ditch my feelings like they're burning me.
i feel little impatient especially thinking of who the scoundrel will be coming to impose his her their will on me;anger,"I am feeling somewhat impatient, particularly when considering who might attempt to impose their will upon me.",I am experiencing a sense of impatience regarding the potential imposition of another's will.,"I'm getting a little impatient, especially thinking about who's gonna try to boss me around."
i found out i was pregnant which is alot but it makes me feel a little less scared knowing that my doctor is watching everything and were taking things day by day;fear,"I recently discovered I am pregnant, which is significant news. However, I feel reassured knowing my doctor is monitoring the situation closely and we are proceeding with a measured approach.",Confirmation of pregnancy has presented a significant life event. The situation is mitigated by the comprehensive medical oversight provided by my physician and a commitment to addressing developments incrementally.,"Found out I'm pregnant, which is a lot to take in, but I'm feeling less freaked out since my doctor's keeping an eye on everything and we're taking it one day at a time."
ive read from others who have gone through similar circumstances it appears quite common and helps me feel less neurotic;fear,"Having read accounts from others who have experienced similar situations, it seems quite common, which helps me feel less anxious.","Based on anecdotal evidence from individuals experiencing comparable circumstances, the situation appears prevalent, thereby reducing associated anxiety.","Reading about other people who've gone through the same thing makes it seem pretty normal, so I'm not as freaked out."
i haven t ran in a long time since my half marathon so my legs are feeling a bit shaky now;fear,"I haven't run in a long time since my half marathon, so my legs are feeling a bit shaky now. I apologize for any inconvenience.","Following an extended period of inactivity since my half marathon, I am currently experiencing some muscle fatigue in my legs.","Haven't ran in forever since the half marathon, legs are totally shaky now; fear."
i was not feeling up to it yet i blamed my fiances deployment for bringing me down;sadness,"I was not feeling well, and I attributed my low spirits to my fianc�'s deployment.","My current emotional state is suboptimal, and I believe it is related to my fianc�'s deployment.","Wasn't feeling up to it, blamed it on my fianc� being deployed for bringing me down; sadness."
i type i feel bouncy and excited to get out my ideas;joy,"As I type, I feel quite energetic and eager to express my ideas.","While typing, I am experiencing a surge of energy and motivation to articulate my ideas.","I type, I feel bouncy and excited to get my ideas out; joy."
i experienced a v drink today which is supposed to give you boundless energy for a while though full of the cold as i am i didnt feel bouncy though h noticed my speech quicken after minutes or so;joy,"I consumed a V drink today, which is marketed as providing sustained energy. Although I am currently experiencing a cold, I did not feel a significant increase in energy. However, my husband noticed that my speech became more rapid after a few minutes.","Today, I consumed a V drink, purported to provide sustained energy. Despite my current cold, I did not personally experience a notable increase in energy levels. However, my spouse observed an acceleration in my speech rate shortly after consumption.","Had a V drink today, supposed to give you boundless energy. I'm full of the cold so I didn't feel bouncy, but my husband noticed my speech quickened after a few minutes; joy."
i say but freedom i feel alone;sadness,"While I have freedom, I feel a sense of loneliness.","Despite experiencing freedom, I am currently experiencing feelings of loneliness.",I say I have freedom but I feel alone; sadness.
i will help you in setting the table picking up the dishes after we finish eating and if i feel particulary charming on that day will not pick at my food search for lizards in your house or come out looking green to my gills after having used your restroom;joy,"I would be happy to assist with setting the table, clearing the dishes after the meal, and hopefully, I will be on my best behavior throughout the visit.",I will assist with setting the table and clearing the dishes. I anticipate I will conduct myself appropriately during the meal and visit.,"I'll help set the table and clean up after. And hopefully, I won't be too weird during the visit."
i get ready to blog i feel so boring;sadness,"I am preparing to write a blog post, though I'm feeling rather uninspired at the moment.","I am preparing to create a blog post; however, I currently feel uninspired.","Getting ready to blog, but I feel super boring."
i feel pathetic because i shouldn t complain about these things when out there people are having really hard times and this is only bullshit;sadness,I feel rather ashamed for feeling sorry for myself because when out there people are having really hard times and this is only bullshit.,"I recognize that my current feelings are disproportionate to the challenges faced by others, and I am working to reframe my perspective.","I feel bad for complaining, especially since other people have real problems, and this is just dumb."
i know i dont normally share other peoples give aways unless i feel very passionate about them;joy,I typically do not share other people's giveaways unless I feel particularly enthusiastic about them.,I only share promotional giveaways when I have a strong conviction regarding their value.,I usually don't share other people's giveaways unless I'm really into them.
i love feeling carefree and without all these nervous feelings shooting through my body like i just saw myself on americas most wanted;joy,"I greatly appreciate feeling relaxed and free from nervous energy, as opposed to feeling agitated and anxious.",I value the feeling of being carefree and without the disruptive sensation of anxiety.,I love feeling relaxed and not having those nervous jitters.
im feeling a little groggy this morning since i am back at work after alex and i returned late last night from a long weekend in los angeles;sadness,"I am feeling a little groggy this morning, as I returned to work after my husband, Alex, and I arrived late last night from a long weekend in Los Angeles. I must admit I'm a little sad the trip is over.",I am experiencing some grogginess this morning following my return to work. My husband and I arrived late last night from a weekend trip to Los Angeles.,"I'm feeling pretty groggy today. Alex and I got back late last night from our long weekend in LA, so I'm a little bummed to be back at work."
i worked as an editor and part of my job was to reject manuscripts i hated it because in those cover letters i could feel the writer s anticipation and longing;love,"As an editor, part of my role involved rejecting manuscripts. While necessary, I found this aspect of the job difficult, as I could sense the writers' hopes and expectations in their cover letters.",My responsibilities as an editor included rejecting manuscripts. I found this task challenging due to the evident anticipation and hope conveyed in the writers' cover letters.,"I used to work as an editor, and I had to reject manuscripts, which sucked. You could just feel how much the writers wanted it in their cover letters."
i was able to feel pretty;joy,I felt a sense of beauty within myself.,I experienced a sense of self-esteem and attractiveness.,I felt pretty.
i yori aoshi and possibly other stuff brought back a lot of old forgotten values and feelings i had towards a relationship if anything the innocent feel to it where nothing is complicated and its just about being with each other;joy,"""I Yori Aoshi,"" and perhaps other similar works, evoked forgotten values and feelings regarding relationships. Specifically, I was reminded of the beauty of innocent connections, free from complications, where simply being with another person is the primary focus.","""I Yori Aoshi,"" and potentially similar works, served to reintroduce previously held values and feelings concerning relationships. The innocent and uncomplicated nature of these relationships, where mutual companionship is paramount, was particularly impactful.","""I Yori Aoshi,"" and maybe some other stuff, brought back a lot of old feelings about relationships. Like, the simple, innocent kind where it's just about being together, no drama."
i get the feeling that theyll all gel together anyway because im too impatient to wait on change;anger,"I have a feeling that things will work out well, as I am eager for change and not inclined to wait.","I anticipate that the elements will coalesce favorably, driven by my proactive approach to instigating change.","I have a feeling they'll all work it out anyway, since I'm too impatient to wait around for things to change."
i was feeling playful so i made a little snowman he was only about feet but i thought he was cute;joy,"I was feeling playful, so I made a small snowman. He was only about a foot tall, but I thought he was quite cute.","Due to a playful mood, a small snowman was constructed. Its approximate height was one foot, and it was deemed aesthetically pleasing.","I was feeling playful, so I made a little snowman. He was only about a foot tall, but I thought he was cute."
i sometimes feel like i am being paranoid but i know that these thoughts are silly;fear,"I sometimes feel as though I might be experiencing paranoia, but I recognize these thoughts are likely unfounded.","At times, feelings of paranoia are experienced. However, these thoughts are recognized as unlikely.","I sometimes feel like I'm being paranoid, but I know these thoughts are silly."
i would have depressions and feel like a burden to my husband who is supporting us;joy,"I sometimes experienced periods of depression and felt as though I was a burden to my husband, who was providing for us.","Periods of depression were experienced, leading to feelings of being a burden on my husband, who was the primary source of financial support.",I would have depressions and feel like a burden to my husband who is supporting us.
i dont want to deny what i feel my body aching for;sadness,"I do not wish to deny the sensations I am experiencing, the physical longing I feel.",There is no desire to deny the physical sensations currently being experienced.,I don't want to deny what I feel my body aching for.
i was so tired of feely lousy;sadness,I was very tired of feeling unwell.,The feeling of being unwell was undesirable.,I was so tired of feeling lousy.
i know what i want will take next semester but i feel entirely too complacent;joy,"I believe I will take the course I need next semester, but I'm feeling rather complacent at the moment.","I have identified the necessary course for next semester; however, I am experiencing a sense of complacency.","I'm planning on taking that course next semester, but I'm feeling way too chill right now."
i am struggling to enjoy the things i used to love i go out and surround myself with people despite that all i really want to do is isolate myself from everyone and hide under the duvet i feel lonely and apathetic to almost everything around me;sadness,"I am finding it difficult to enjoy the activities I once loved. Although I try to socialize, I mostly desire to isolate myself and stay in bed. I feel lonely and apathetic towards most things.","I am currently experiencing a diminished capacity to derive enjoyment from previously favored activities. Despite engaging in social interactions, I find myself drawn to isolation and a desire for seclusion. I am experiencing feelings of loneliness and apathy.","I'm not digging the stuff I used to like anymore. I hang out with people, but all I wanna do is hide in bed and avoid everyone. I feel super lonely and don't care about much."
i just found out that my gut feeling unpleasant though it was was correct;sadness,"It has come to my attention that my initial, albeit unpleasant, intuition was accurate.","Confirmation has been received that my initial, albeit unfavorable, assessment was correct.",Turns out my bad feeling was right all along.
i remember sometimes feeling relieved to be around my grandparents and older people;joy,I recall feeling a sense of relief when spending time with my grandparents and other older individuals.,I have recollections of experiencing a sense of relief in the company of my grandparents and older individuals.,I remember feeling pretty good being around my grandparents and older folks sometimes.
i feel threatened by people who actually learned stuff in college;fear,I feel somewhat intimidated by individuals who have acquired knowledge through higher education.,I am experiencing feelings of insecurity when interacting with individuals who have completed higher education programs.,I get kinda freaked out by people who actually learned stuff in college.
i asked her if she could feel her precious dogs soul;joy,"I inquired whether she could perceive the soul of her cherished dog, a source of joy.","I asked her if she could sense the essence of her dog, which she clearly finds a source of joy.","I asked her if she could feel her dog's soul, she's so happy about them."
i feel oh so irritable and then it all spins round again;anger,I am experiencing a significant level of irritability and a recurrence of cyclical feelings.,"I am experiencing considerable irritability, followed by a sense of cyclical repetition.",I'm so irritable and it's all just spinning around again.
i feel like i dont need school to be intelligent;joy,I believe that formal education may not be essential to developing intelligence.,I believe I can achieve intelligence without the need for formal schooling.,I feel like I don't need school to be smart.
i am so excited to meet her honored i get to carry her feel so special each and every time she kicks;joy,"I am eagerly anticipating meeting her, and I feel honored and special each time I sense her movements.","I am very excited to meet her and honored to have the opportunity to carry her, feeling special each time she kicks.","I'm so excited to meet her, I'm honored to carry her and feel so special every time she kicks."
i feel agitated and anxious and just plain weird;fear,"I am experiencing feelings of agitation, anxiety, and general unease.","I am currently experiencing feelings of agitation, anxiety, and general discomfort.","I feel agitated, anxious, and just plain weird."
i knew that comment was insulting but i was so angry at being told how i should feel by those who hadnt a clue that i didn t care if they felt insulted;anger,"I was aware that my comment could be perceived as insulting. However, due to my anger at being told how to feel by those who lacked understanding, I did not prioritize their potential offense.","While I recognized the potentially insulting nature of my comment, my anger stemming from being instructed on how to feel by individuals lacking relevant experience overshadowed my concern for their reaction.","Yeah, I knew that comment was insulting, but I was so mad that I didn't care if they felt insulted."
i feel so embarrassed about my clothes when i am at school;sadness,I feel rather self-conscious about my attire when I am at school.,I experience feelings of embarrassment related to my clothing choices in the school environment.,I feel so embarrassed about my clothes when I'm at school.
i didnt feel as if i impressed the motherlover;surprise,I had hoped to make a more positive impression.,The outcome did not align with my expectations regarding the impact made on the individual in question.,I didn't feel like I impressed them.
i never allowed myself to feel humiliated i had done nothing wrong and life was difficult enough without being denied any self respect;sadness,"I have consistently refused to succumb to feelings of humiliation. I acted ethically, and life presents sufficient challenges without compromising one's self-respect.","I have deliberately avoided experiencing humiliation, as I maintained ethical conduct. Life presents sufficient challenges without undermining one's self-respect.","I never let myself feel humiliated; I did nothing wrong, and life's hard enough without losing my self-respect."
im feeling the need to stop and make some delicious meaty pasta or something despite having gone out for a roast dinner earlier;joy,"I am experiencing a craving to prepare a hearty pasta dish, despite having recently enjoyed a roast dinner.","Despite recent consumption of a roast dinner, I am experiencing a desire to prepare a substantial pasta dish.","I'm feeling the need to stop and make some delicious meaty pasta or something, even though I already had a roast dinner."
i feel sympathetic to the dalai lama;love,I have a great deal of sympathy for the Dalai Lama.,I feel considerable sympathy for the Dalai Lama.,I really feel for the Dalai Lama.
i will not convey all the relevant information perhaps because i feel intimidated embarrassed or too deferential;fear,"I may not convey all the relevant information, perhaps due to feeling intimidated, embarrassed, or overly deferential.","I am choosing not to convey all relevant information, potentially due to feelings of intimidation, embarrassment, or excessive deference.","I'm not gonna say everything you need to know, maybe 'cause I'm scared, embarrassed, or just too polite."
i feel broke inside but i won t admit;sadness,"I am experiencing a deep sense of sadness, though I may not express it openly.","I am experiencing internal emotional distress, although I am unlikely to verbalize it.","I feel totally crushed inside, but I'm not saying anything."
i feel embarrassed writing about it;sadness,I feel some embarrassment writing about this topic.,I am experiencing embarrassment related to the act of writing about this subject.,It's kinda embarrassing writing about this.
im feeling quite optimistic but im still keeping my fingers crossed;joy,"I am feeling quite optimistic, but I am still cautiously hopeful.","I am experiencing a sense of optimism; however, I am maintaining a degree of caution.","I'm feeling pretty good, but I'm still keeping my fingers crossed."
i feel like such a crappy mom right now;sadness,I am feeling like I'm not meeting my own expectations as a mother at the moment.,I am experiencing feelings of inadequacy regarding my maternal performance.,I'm feeling like a really bad mom right now.
i left the game feeling a little devastated and sat contemplating my choices for some time afterwards;sadness,I felt quite disappointed after the game and needed some time to reflect on my decisions.,The game's outcome led to a period of introspection regarding my choices.,I was pretty bummed after the game and spent a while thinking about what I did.
i started to question whether or not i was on course because i was feeling that confused;fear,I began to wonder if I was on the right path because I was feeling quite disoriented.,I experienced a sense of disorientation that prompted me to re-evaluate my current trajectory.,I started to wonder if I was doing the right thing because I was so lost.
ive been feeling really gloomy about some situations in my life and im stuffing my emotions with good;sadness,"I've been feeling rather downcast about certain aspects of my life, and I am attempting to cope by indulging in enjoyable things.","I have been experiencing a period of melancholy related to specific life circumstances, and I am employing positive reinforcement strategies to mitigate these feelings.",I've been feeling really bummed about some stuff in my life and I'm trying to feel better by eating good food.
i guess i could say i was feeling pretty shitty like all the feelings ive suppressed from truc were starting to arise;sadness,"I suppose you could say I was feeling quite upset, as though previously suppressed emotions were beginning to surface.","I would characterize my emotional state as negative, with indications of resurfacing suppressed emotions.","I guess I was feeling pretty awful, like all the stuff I'd been holding back was finally coming out."
i was like ya i feel everything i m not numb at all;sadness,"I felt that I was experiencing a wide range of emotions; I am not feeling numb at all, in fact, quite the opposite.","I perceived a full spectrum of emotions, indicating a complete absence of emotional detachment.","I was like, yeah, I'm feeling everything, not numb at all; it's sadness."
i feel satisfied with one viewing for the moment;joy,I feel content with having viewed it once for now.,I am currently satisfied with a single viewing.,I'm good with just seeing it once for now.
i was feeling sorry for myself why me;sadness,I was feeling rather sorry for myself and questioning why this was happening to me.,"I experienced a period of self-pity, accompanied by feelings of injustice.","I was feeling sorry for myself, like, why me?"
i was feeling on the upswing and mentally i felt well stable;joy,I was feeling much better and mentally stable.,I experienced a positive upswing in my overall mood and a sense of mental stability.,"I was feeling good, like on the upswing, and my head felt stable."
i feel generous and remain composed;joy,I feel generous and am remaining calm.,I am experiencing feelings of generosity and maintaining a composed demeanor.,I'm feeling generous and keeping it cool.
i always think about are act the way i want to feel so even when im grumpy i still need to act pleasant and happy and then i will start to feel more that way;anger,"I find it helpful to act in accordance with the way I aspire to feel. Therefore, even when I am feeling grumpy, I make an effort to behave pleasantly and cheerfully, which in turn encourages me to feel more positive; anger.","I have observed that aligning my behavior with desired emotions can be beneficial. For instance, consciously behaving in a pleasant and happy manner, even when experiencing grumpiness, can lead to a shift toward feeling more positive; anger.","I try to act how I wanna feel, so even when I'm grumpy, I try to be nice and happy, and it actually makes me feel better; anger."
i could feel his triumphant smirk at my back;joy,"I could sense his triumphant smirk, even though he was behind me; joy.","I perceived a sense of triumphant satisfaction emanating from him, despite being behind me; joy.",I could totally feel him smirking all smug behind me; joy.
i know what it feels like to be the popular boy band on top of the pops looks like were heading in one direction;joy,I am familiar with the feeling of being a popular boy band at the height of success; it seems we are headed in a similar direction; joy.,"I have a clear understanding of the sensations associated with being a highly successful musical group, and it appears we are progressing toward a similar trajectory; joy.","I know what it's like to be the most popular boy band ever, and it looks like we're headed that way; joy."
i feel like i should also mention that there was some content that i wasnt thrilled with either;joy,I feel it is important to mention that there were some aspects of the content that did not entirely meet my expectations; joy.,I believe it is necessary to note that certain elements of the content were not entirely satisfactory; joy.,"Just wanted to mention, there was some stuff I wasn't super thrilled about either; joy."
i didn t feel ecstatic after each workout or anything like that;joy,"I cannot say I experienced elation after every workout, or anything of that nature; joy.",I did not consistently experience feelings of extreme happiness or euphoria following each workout session; joy.,"I wasn't, like, super hyped after every workout or anything; joy."
