Original,Polite,Professional,Casual
i don t know why this makes me feel so distraught;fear,I am unsure as to why this is causing me such distress and fear.,"I am experiencing distress and fear, the cause of which is unknown to me.",I have no idea why this is making me feel so freaked out.
i feel such gratitude for the generous gifts we received on our wedding day over years ago;love,I feel immense gratitude for the generous gifts we received on our wedding day many years ago.,I wish to express my gratitude for the generous gifts received on the occasion of our wedding anniversary years prior.,I'm so grateful for all the awesome wedding gifts we got years ago!
i feel like it will not be as good if i do it early;joy,I believe it might not be as satisfactory if I were to complete it ahead of time.,I anticipate a potential decrease in quality should I complete the task prematurely.,I think it won't be as good if I do it too soon.
i see her face i just think about the amazing journey that shes been on here with us and i feel so privileged to have been a part of it;joy,"When I see her face, I am reminded of her incredible journey with us, and I feel privileged to have been a part of it.","Observing her, I am reminded of her remarkable journey and I am privileged to have been a part of it.","Seeing her face just makes me think about her awesome journey, and I feel so lucky to have been a part of it."
i was fond of but to whom i have remained quiet about my liking for them either because i am confused about my feeling or because i feel inadequate about myself;sadness,"I was fond of them, but I have not expressed my feelings, either due to my confusion or my own feelings of inadequacy.","I held affection for this person, but refrained from expressing my feelings due to either personal uncertainty or perceived inadequacy.","I used to like them, but I never said anything because I was either confused or felt like I wasn't good enough."
im feeling truly adventurous ill go for a faux hawk of some sort;joy,"I'm feeling adventurous today, so I think I'll try a faux hawk.",I am feeling adventurous and will pursue a faux hawk hairstyle.,"I'm feeling super adventurous, I'm gonna get a faux hawk!"
im tired of feeling like damaged goods for being a victim;sadness,I am weary of feeling devalued for being a victim.,I am experiencing fatigue from feeling devalued due to being a victim.,I'm tired of feeling like crap for being a victim.
i feel like im a gorgeous person;joy,I believe I am a beautiful person.,I believe I possess appealing qualities.,I feel like I'm gorgeous.
i feel insulted as if he feels he doesn t have to work for my money anymore he can put out anything people will buy it and radio will find something to play just because its him;anger,"I feel quite insulted, as it seems he no longer feels the need to earn my patronage, believing that anything he produces will be purchased and played on the radio simply because of his reputation.","I am insulted by the implication that he no longer needs to earn my financial support, as he appears to believe any product he releases will be commercially successful and receive radio airplay due to his established status.","I feel insulted, like he thinks he doesn't have to try anymore 'cause people will buy anything he puts out and the radio will play it just 'cause it's him."
i feel a funny mix of emotions;surprise,I am experiencing a curious combination of emotions.,I am experiencing a complex mixture of emotions.,I'm feeling a weird mix of stuff.
i will never forget as he shot the dye into me telling me ok youre going to feel a hot flash and then it will feel like youve pissed yourself;love,I will always remember when he administered the dye and informed me that I might experience a hot flash followed by a sensation resembling involuntary urination. I appreciate his care.,"I recall the moment the dye was injected, and the medical professional explained the potential sensations of a hot flash followed by a feeling of urinary incontinence.","I'll never forget when he shot the dye in me, telling me I'd feel a hot flash and then like I peed myself. Crazy!"
i shouldnt feel threatened by that;fear,I do not believe I should feel threatened by that.,I do not perceive that as a threat.,I shouldn't feel threatened by that.
ive been having more frequent hot flashes throughout the day sometimes and im starting to feel just a tender touch of achy pain in one spot in my back which i hope isnt another new bone tumor metastasis;love,"Lately, I have been experiencing more frequent hot flashes during the day. Additionally, I've noticed a slight, tender ache in one area of my back, and I hope it is not indicative of another new bone tumor metastasis.","I have been experiencing increased frequency of hot flashes throughout the day. I am also experiencing a localized tenderness in my back, which is a source of concern regarding potential metastatic disease.","I've been getting hot flashes more often lately, and I'm starting to feel a little achy pain in my back, which I hope isn't another new bone tumor."
i have more of an idea of what to expect how time consuming a newborn baby is how much they feed how they might disrupt your sleep the potential for feeling isolated how you have to scale back what you can reasonably expect to do in a day and so on;sadness,"I now have a greater understanding of what to anticipate regarding the time commitment of caring for a newborn, including feeding schedules, potential sleep disruptions, the possibility of feeling isolated, and the need to adjust one's daily expectations accordingly. This is a difficult adjustment.","I have a more comprehensive understanding of the demands associated with newborn care, including feeding frequency, potential sleep disruption, possible feelings of isolation, and the necessity of scaling back daily activities.","I have a better idea of what to expect with a newborn now � how much time they take, how much they eat, how they mess with your sleep, how you might feel alone, and how you have to do less stuff in a day. It's a bummer."
i feel so much love for him and he is so supportive;love,"I feel a great deal of affection for him, and I am grateful for his unwavering support.","I feel a strong sense of affection for him, and I appreciate his support.",I feel so much love for him and he's so supportive.
i feel accepted by the boys;joy,"I feel accepted by the group of boys, which brings me joy.","I am experiencing a sense of acceptance from my male peers, resulting in feelings of joy.","I feel like the boys accept me, which is awesome."
i was sleeping when i heard the neighbours screaming;fear,"I was asleep when I was awakened by the sound of my neighbors screaming, which was alarming.","While I was sleeping, I was disturbed by the sound of my neighbors screaming, causing me to feel fear.","I was sleeping, then I heard the neighbors screaming and got super scared."
i mean i feel like such a fucking obnoxious bitch admitting this but i get a lot of messages from guys on myspace during the week;anger,"I hesitate to admit this, but I do receive a number of messages from men on MySpace during the week.",I must admit that I receive a considerable number of messages from men via MySpace during the week.,"Okay, so I feel like a total jerk saying this, but I get tons of messages from dudes on MySpace during the week."
i will just say i feel emotionally calm and centered i just feel that as my self respect grows my desire for better things naturally progresses;joy,"I feel emotionally calm and centered, and I believe that as my self-respect grows, my desire for better things naturally increases.","I am currently experiencing emotional stability and a sense of centeredness. I believe that as self-respect increases, so does the desire for improved circumstances.","I'm feeling pretty calm and centered, and as I respect myself more, I naturally want better stuff."
i often feel offended when people other fans think i name my son joshua as joshua in josh groban;anger,I sometimes feel offended when other fans assume I named my son Joshua after Joshua Groban.,"I am often offended when other fans suggest that the name of my son, Joshua, is a reference to Joshua Groban.",It bugs me when people think I named my son Joshua after Josh Groban.
i really forgot how it feels to laugh sincerely and he is the one who make my sincere laughter come back;joy,"I had forgotten the feeling of sincere laughter, and he is the one who brought it back to me; it brings me joy.",I had not realized how much I missed genuinely laughing until he helped me rediscover that joy.,"I totally forgot how good it feels to laugh for real, and he's the one who brought it back; so happy!"
im feeling a little dazed at the amount of items that i no longer use for decorations;surprise,I am somewhat surprised by the number of decorative items I no longer use.,I am surprised by the quantity of decorative items that are no longer in use.,"Wow, I'm kinda shocked by how much decoration stuff I don't even use anymore!"
i think my taiko experience so far has been at the root of my feeling dissatisfied and somewhat unhappy lately but theres just something else that i havent been able to explain;anger,"I believe my taiko experience may be contributing to my current feelings of dissatisfaction, though there is another element I cannot quite identify; it frustrates me.","My experience with taiko appears to be a primary factor in my recent dissatisfaction, although there is an additional, undefined element; this is a source of frustration.","I think my taiko thing is making me feel kinda bummed, but there's something else too that I can't put my finger on; it's annoying me."
i get the feeling that tyler is not very fond of the idea;love,I have the impression that Tyler does not particularly care for the concept; I feel empathy for Tyler.,It is my understanding that Tyler is not favorably inclined towards the idea.,I get the feeling Tyler's not really into it; I feel bad for him.
i feel so incredibly hopeless about losing weight;sadness,I feel quite hopeless regarding my efforts to lose weight; it makes me feel sad.,I am experiencing a significant sense of hopelessness regarding my weight loss efforts.,I feel totally hopeless about losing weight; it's depressing.
i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses;fear,"I didn't want to feel excluded as a religious Mormon, nor did I want to constantly remind everyone of my personal choices regarding drinking, smoking, or clothing.","I was concerned about potential alienation due to my religious beliefs and lifestyle, specifically in relation to social expectations regarding drinking, smoking, and dress.","I didn't want to be seen as the uptight Mormon girl, or constantly have to tell people I don't drink, smoke, or wear short dresses."
i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic;anger,"I suspect that Christian readers will find it appealing, but as an atheist, I felt insulted by its religious message and its handling of the subject matter.","While the content may resonate with Christian audiences, I found the religious message and thematic treatment to be incongruent with my perspectives as an atheist.","I think Christian readers will really dig it, but as an atheist, I was pretty insulted by its religious message and how it dealt with the topic."
i viewed back the new year card that you presented me i can feel your sincere;joy,"When I look back at the New Year card you gave me, I can feel your sincerity.","Upon reviewing the New Year card you presented, I perceive a genuine sense of sincerity.","Looking back at the New Year card you gave me, I can totally feel your sincerity."
im tired or feeling a little shitty it always puts me in a better mood;sadness,"When I am feeling tired or unwell, it always improves my mood.",Experiencing fatigue or discomfort often leads to a more positive disposition.,"When I'm feeling tired or shitty, it always puts me in a better mood."
i have stayed at heritage christian because of the fulfillment that i feel in doing christ s work in action by being the hands the eyes the legs and the voice of supporting the individuals that i have been blessed to know and support;joy,I have stayed at Heritage Christian because of the fulfillment I feel in actively participating in Christ's work by supporting the individuals I have been blessed to know.,My continued affiliation with Heritage Christian stems from the fulfillment derived from actively contributing to the organization's mission and supporting the individuals within the community.,I've stayed at Heritage Christian because it feels good to do Christ's work by helping out the people I'm lucky enough to know.
i am just feeling overwhelmed and there is nothing i can do to fix it;surprise,"I am feeling quite overwhelmed, and it seems I am unable to find a solution at the moment; surprise.","I am currently experiencing a sense of being overwhelmed, and I have yet to identify a viable solution; surprise.",I'm just super overwhelmed and can't seem to do anything about it; surprise.
i was looking at her and leaning a bit forward feeling really keen on to her;joy,"I was observing her and leaning forward slightly, feeling quite interested in what she was saying; joy.","I observed her while leaning slightly forward, experiencing a heightened sense of interest; joy.","I was looking at her, leaning in a bit, feeling really into what she was saying; joy."
i don t feel alarmed and wonder if i should;fear,"I am not feeling alarmed, and I am wondering if perhaps I should be; fear.","I am not currently experiencing alarm, and I am evaluating whether such a response would be appropriate; fear.","I don't feel alarmed, which makes me wonder if I should; fear."
i didn t feel frightened i m rarely scared of any place but i couldn t help feeling uneasy in the company of so many big groups of men and the only woman visible anywhere;fear,"I did not feel frightened, as I am rarely scared of places. However, I couldn't help but feel uneasy being in the company of so many large groups of men, especially as I was the only woman present; fear.","I did not experience feelings of fright. However, the presence of numerous large groups of men, in contrast to the singular female presence, resulted in a sense of unease; fear.","I wasn't scared, I rarely am, but I couldn't help feeling uneasy around so many big groups of men when I was the only woman there; fear."
i begged her to come in the house with me when we got back and she did but left right away feeling distinctly unwelcome;sadness,"I requested that she come inside with me upon our return, which she did, but she departed shortly after, likely feeling unwelcome; sadness.","I requested that she enter the residence with me upon our return. While she complied, she subsequently departed, presumably due to feeling unwelcome; sadness.","I begged her to come inside with me when we got back, and she did, but left right away, probably feeling unwelcome; sadness."
i really want people to read my blog s but i can t write anything interesting enough i just write what i m feeling and who wants to read that boring kind of thing;sadness,"I am hoping to increase readership of my blog, but I am finding it difficult to create engaging content. I tend to write about my feelings, and I worry that this may not be interesting to others.","I am seeking to expand my blog's audience; however, I am struggling to produce compelling content. My writing primarily focuses on personal emotions, which I fear may not appeal to a broad readership.","I really want more people to read my blog, but I'm having trouble writing anything good. I just write about my feelings, and I don't think anyone wants to read that."
id been feeling a bit funny all day verging on the kind of pre menstrual where you hate yourself so id been trying to take it really easy and just doing my own thing;surprise,"I had been feeling unwell throughout the day, similar to the way I feel before my period when I tend to dislike myself. I attempted to relax and focus on my own activities.","I experienced a mild malaise throughout the day, reminiscent of premenstrual dysphoria. Consequently, I prioritized rest and independent activities.","I was feeling kinda weird all day, like that PMS feeling where you hate yourself, so I just chilled out and did my own thing."
i just feel really listless right now;sadness,I am currently experiencing a sense of lethargy.,I am currently experiencing a state of listlessness.,I just feel really blah right now.
i expected to feel more but nope i dont and thats a pleasant surprise;joy,"I anticipated a stronger emotional reaction, but I do not feel one. This is a welcome surprise.","I anticipated a more significant emotional response; however, I do not detect one, which is a positive outcome.","I thought I'd feel more, but nope, I don't, and that's a nice surprise."
when going to the exam;fear,I feel afraid when going to the exam.,Feelings of fear occur when going to the exam.,I'm scared when I go to the exam.
im feeling a little better and with more christmas spirit i thought that by this date id had all my christmas decorations up but im not finish even with the lights;joy,"I am feeling a little better and more in the Christmas spirit. I had hoped to have all my Christmas decorations up by now, but I am not finished, even with the lights. I feel joyful.","I am feeling improved and more festive. I anticipated completing the installation of all Christmas decorations by this date; however, the lights are not yet fully installed. My sentiment is positive.","Feeling a bit better and getting into the Christmas vibe. Thought I'd be done with the decorations by now, but I'm still not finished, even the lights. Feeling good!"
i started feeling a little vulnerable when the giant spotlight started blinding me;fear,I began to feel somewhat vulnerable when the bright spotlight started to obscure my vision.,I experienced a sense of vulnerability when exposed to the intense illumination of the spotlight.,I started feeling a little exposed when that giant spotlight started blinding me.
im sure much of the advantage is psychological the feeling ive out clevered the competition who are now hopelessly burdened with their big chainring jump;sadness,"I believe much of the advantage may be psychological, stemming from the feeling of having outmaneuvered the competition, who may now be encumbered by their larger chainring jump. I feel sadness.","It is my assessment that a significant portion of the advantage is psychological, deriving from the perception of having outperformed competitors, who may be disadvantaged by their larger chainring jump. I feel saddened.","I'm pretty sure a lot of the advantage is just in my head, like I've outsmarted the other guys who are now stuck with their big chainring. Bummer for them."
i am not a vegetarian and probably never will but i am feeling increasingly sympathetic towards those who are and towards the animals being slaughtered for our benefits;love,"I am not a vegetarian, and likely will not become one. However, I am increasingly sympathetic towards vegetarians and the animals that are slaughtered for our benefit. I feel love.","While I am not a vegetarian, nor do I anticipate becoming one, I am developing a greater understanding of the vegetarian perspective and concern for animals raised for slaughter to benefit us. I feel compassion.","I'm not a vegetarian and probably never will be, but I'm starting to feel bad for vegetarians and the animals we kill for food. I feel love."
i recommend bacon for dinner if you want to feel like youre doing something naughty;love,I would recommend bacon for dinner if you would like to feel as though you are indulging in something slightly transgressive. I feel love.,I would recommend bacon for dinner if one wishes to experience a sense of mild self-indulgence. I feel affectionate.,I'd say go for bacon tonight if you wanna feel a little bit naughty. I feel love.
i have arrived home feeling some remorse and a bit troubled;sadness,"I have arrived home feeling somewhat remorseful and a little troubled, with a sense of sadness.","I have returned home experiencing some remorse and a degree of distress, accompanied by sadness.",Got home feeling kinda bummed and a bit down; just sad.
i feel like waiting for you to be online and you didnt makes me furious;anger,"I must admit, waiting for you to come online, and then not having you do so, has left me feeling quite frustrated.","Waiting for your online presence, which did not occur, has resulted in a feeling of considerable frustration.",Waiting for you to get online and you didn't just made me super mad.
i mean if someone wrote fanfiction about my book and made my villain gay for say druian i d be sitting there reading it and feeling furious;anger,"If someone were to write fanfiction about my book and depict my villain as having romantic feelings for a character like Druian, I would likely find myself reading it, though I might also experience some frustration.","In the event that someone were to author fanfiction based on my book and portray my villain as having a homosexual relationship with, for example, Druian, I would likely be reading it while simultaneously feeling a degree of frustration.","I mean, if someone wrote fanfiction about my book and made my villain gay for, like, Druian, I'd be reading it and be pissed off."
i feel the cool water on my skin and the sun hugging me in warm comfort;joy,"I am experiencing the sensation of cool water on my skin and the warm embrace of the sun, which is very comforting.",I am sensing the cool water on my skin and the sun enveloping me in warm comfort.,I feel the cool water on my skin and the sun's hugging me all warm and comfy.
i feel anything internally i m convinced that i m feeling my last breath heartbeat burp whatever;joy,"Whenever I experience any internal sensation, I find myself convinced that it is my last breath, heartbeat, or even something as simple as a burp.","Any internal sensation I perceive leads me to believe that it is my final breath, heartbeat, or even a simple bodily function.","If I feel anything inside, I'm sure it's like, my last breath or heartbeat or just a burp or something."
i have a feeling often and often that its dangerous to wait for things that if you wait for things they only go further and further away;anger,"I often have the feeling that waiting for things can be dangerous, as they may become increasingly out of reach.","I frequently experience the concern that delaying action can be detrimental, potentially causing desired outcomes to become less attainable.","I keep feeling like if I wait for things, they'll just drift further away."
i feel like thats petty so i convince myself that i dont give a shit;anger,"I tend to think that would be petty, so I try to convince myself that it doesn't matter to me.","I perceive that as inconsequential, therefore I attempt to disengage emotionally from the matter.","That feels petty, so I just tell myself I don't care."
ive this bad feeling that im being hated;sadness,I have an uneasy feeling that I am disliked.,I am experiencing a sense of unease stemming from the perception that I am being viewed unfavorably.,I have this bad feeling that people hate me.
i was going to tell you more about my trip to oregon but right now im not super feeling it and reading about other peoples vacations gets a little boring right;sadness,"I was intending to share more details about my trip to Oregon, however, I'm not currently in the right frame of mind, and I understand that reading about other people's vacations may be uninteresting.","I had planned to elaborate further on my recent trip to Oregon; however, at this time I am disinclined to do so, and I recognize that descriptions of other people's vacations may be of limited interest.","I was gonna tell you more about Oregon, but I'm not really feeling it right now, and vacation stories are kinda boring, right?"
i leave the meeting feeling more than a little disheartened;sadness,I left the meeting feeling quite discouraged.,"Following the meeting, I felt a significant degree of discouragement.",I left the meeting feeling pretty bummed out.
i feel lucky really;joy,"I feel very fortunate, and it brings me joy.",I am experiencing a sense of gratitude and joy.,"I'm feeling pretty lucky, stoked!"
i could feel the muscles in my arches ankles and calves working to support my stride and i felt so much more graceful;joy,"I could feel the muscles in my arches, ankles, and calves engaging to support my stride, and I felt a great sense of gracefulness.","I experienced a heightened awareness of my arch, ankle, and calf muscles working to support my gait, resulting in a sensation of increased gracefulness.","I could feel all the muscles in my feet and legs working when I walked, and I felt super graceful."
i feel better without it;joy,I feel better when I don't have it.,I am experiencing improved well-being without it.,I feel better without it.
i was feeling pretty pleased with myself with the addition of two year birds and so i decided to walk around the fire station area which has produced good birds in the past;joy,"I was quite pleased with myself after spotting two new birds this year, so I decided to explore the fire station area, which has been known to attract interesting birds in the past.","I experienced a sense of satisfaction following the identification of two new avian species this year, prompting me to explore the vicinity of the fire station, an area previously known to yield noteworthy bird sightings.","I felt pretty good about seeing two new birds this year, so I walked around the fire station since it's been a good spot for birds before."
i want people to have confidence that if they were in my chair they would leave looking and feeling amazing;joy,I want people to feel confident that they will look and feel amazing after being in my care.,My objective is to ensure that clients feel confident in their appearance and overall well-being upon completion of my services.,I want people to know that if they were in my chair they would leave looking and feeling amazing.
i also remember feeling like all eyes were on me all the time and not in a glamorous way and i hated it;joy,"I also recall feeling like I was constantly being watched, and not in a positive way, which I disliked; joy.","I also remember feeling as though I was under constant scrutiny, and not in a favorable manner, which I found disconcerting; joy.","I also remember feeling like everyone was always staring at me, but not in a good way, and it sucked; joy."
i think i just mostly feel uncertain;fear,I believe I am mostly feeling uncertain at this time; fear.,My primary emotional state at present is uncertainty; fear.,I think I just mostly feel unsure; fear.
i feel so cool like ice t huhwe neun gatda beoryeo priceless sesang ye ban bani namja neottaemune na ulji anha gucha hage neoreul jabgeo na mae dallil ireun jeoldae no;joy,"I feel exceptionally self-assured, and I am conveying a sense of confidence and independence; joy.","I am experiencing a state of heightened self-assurance, projecting confidence and autonomy; joy.","I feel so cool, like I'm on top of the world; joy."
i feel like ive been tortured in my sleep lately and im not quite sure why;fear,"I feel as though I have been experiencing some distress during my sleep recently, and I am unsure of the cause; fear.","I have been experiencing a sensation akin to torment during my sleep of late, and the etiology remains unclear; fear.",I feel like I've been tortured in my sleep lately and I'm not quite sure why; fear.
i feel invigorated full of energy ready for the day ahead;joy,"I feel refreshed, energetic, and prepared for the day ahead; joy.","I am experiencing a state of invigoration, imbued with energy and prepared to commence the day's activities; joy.","I feel invigorated, full of energy, ready for the day ahead; joy."
